,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,2021-10-25,21:15:07.900000,0,0.0,0,56353,0
1,2021-10-25,21:20:40,0,0.0,0,62425,0
2,2021-10-25,21:21:00,0,0.0,0,68495,0
3,2021-10-25,21:22:01,0,0.0,0,74566,0
4,2021-10-25,21:22:22,127,234.256867,3,80637,0
5,2021-10-25,21:22:08.300000,126,167.148799,3,86711,0
6,2021-10-25,21:23:43,208,66.486697,4,92790,0
7,2021-10-25,21:24:04,205,100.04073100000001,4,98863,0
8,2021-10-25,21:24:06.500000,210,66.486697,4,104935,0
9,2021-10-25,21:25:26,215,100.04073100000001,4,111008,0
10,2021-10-25,21:25:08.600000,212,32.932663,4,117081,0
