,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,2021-10-27,18:24:16.200000,0,0.0,0,43016,6
1,2021-10-27,18:24:16.500000,0,0.0,0,43278,6
2,2021-10-27,18:24:16.800000,0,0.0,0,43546,6
3,2021-10-27,18:24:17,0,0.0,0,43810,6
4,2021-10-27,18:24:17.300000,0,0.0,0,44073,6
5,2021-10-27,18:24:17.500000,0,0.0,0,44342,6
6,2021-10-27,18:24:17.800000,0,0.0,0,44606,6
7,2021-10-27,18:24:18.100000,0,0.0,0,44867,6
8,2021-10-27,18:24:18.400000,0,0.0,0,45143,6
9,2021-10-27,18:24:18.600000,0,0.0,0,45406,6
10,2021-10-27,18:24:18.900000,0,0.0,0,45678,6
11,2021-10-27,18:24:19.200000,0,0.0,0,45944,6
12,2021-10-27,18:24:19.400000,0,0.0,0,46205,6
13,2021-10-27,18:24:19.700000,0,0.0,0,46478,6
14,2021-10-27,18:24:20,0,0.0,0,46745,6
15,2021-10-27,18:24:20.200000,0,0.0,0,47012,6
16,2021-10-27,18:24:20.500000,0,0.0,0,47279,6
17,2021-10-27,18:24:20.800000,0,0.0,0,47545,6
18,2021-10-27,18:24:21,0,0.0,0,47816,6
19,2021-10-27,18:24:21.300000,0,0.0,0,48090,6
20,2021-10-27,18:24:21.600000,0,0.0,0,48365,6
21,2021-10-27,18:24:21.800000,0,0.0,0,48636,6
22,2021-10-27,18:24:22.100000,0,0.0,0,48910,6
23,2021-10-27,18:24:22.400000,0,0.0,0,49172,6
24,2021-10-27,18:24:22.600000,0,0.0,0,49437,6
25,2021-10-27,18:24:22.900000,0,0.0,0,49710,6
26,2021-10-27,18:24:23.200000,0,0.0,0,49986,6
27,2021-10-27,18:24:23.500000,0,0.0,0,50248,6
28,2021-10-27,18:24:23.700000,0,0.0,0,50515,6
29,2021-10-27,18:24:24,0,0.0,0,50786,6
30,2021-10-27,18:24:24.300000,0,0.0,0,51060,6
31,2021-10-27,18:24:24.500000,0,0.0,0,51332,6
32,2021-10-27,18:24:24.800000,0,0.0,0,51610,6
33,2021-10-27,18:24:25.100000,0,0.0,0,51876,6
34,2021-10-27,18:24:25.400000,0,0.0,0,52162,6
35,2021-10-27,18:24:25.600000,0,0.0,0,52431,6
36,2021-10-27,18:24:25.900000,0,0.0,0,52708,6
37,2021-10-27,18:24:26.200000,0,0.0,0,52977,6
38,2021-10-27,18:24:26.400000,0,0.0,0,53238,6
39,2021-10-27,18:24:26.700000,0,0.0,0,53516,6
40,2021-10-27,18:24:27,0,0.0,0,53783,6
41,2021-10-27,18:24:27.300000,0,0.0,0,54051,6
42,2021-10-27,18:24:27.500000,0,0.0,0,54327,6
43,2021-10-27,18:24:27.800000,0,0.0,0,54590,6
44,2021-10-27,18:24:28.100000,0,0.0,0,54865,6
45,2021-10-27,18:24:28.300000,0,0.0,0,55128,6
46,2021-10-27,18:24:28.600000,0,0.0,0,55391,6
47,2021-10-27,18:24:28.900000,0,0.0,0,55665,6
48,2021-10-27,18:24:29.100000,0,0.0,0,55928,6
49,2021-10-27,18:24:29.400000,0,0.0,0,56196,6
50,2021-10-27,18:24:29.700000,0,0.0,0,56467,6
51,2021-10-27,18:24:29.900000,0,0.0,0,56729,6
52,2021-10-27,18:24:30.200000,0,0.0,0,57006,6
53,2021-10-27,18:24:30.500000,0,0.0,0,57268,6
54,2021-10-27,18:24:30.800000,0,0.0,0,57542,6
55,2021-10-27,18:24:31,0,0.0,0,57812,6
56,2021-10-27,18:24:31.300000,270,167.148799,5,58084,6
57,2021-10-27,18:24:31.600000,270,32.932663,5,58364,6
58,2021-10-27,18:24:31.800000,270,200.702833,5,58634,6
59,2021-10-27,18:24:32.100000,270,167.148799,5,58897,6
60,2021-10-27,18:24:32.400000,270,167.148799,5,59171,6
61,2021-10-27,18:24:32.600000,270,167.148799,5,59446,6
62,2021-10-27,18:24:32.900000,270,32.932663,5,59718,6
63,2021-10-27,18:24:33.200000,270,66.486697,5,59992,6
64,2021-10-27,18:24:33.500000,269,0.0,5,60272,6
65,2021-10-27,18:24:33.700000,269,200.702833,5,60538,6
66,2021-10-27,18:24:34,269,32.932663,5,60810,6
67,2021-10-27,18:24:34.300000,269,32.932663,5,61086,6
68,2021-10-27,18:24:34.500000,269,66.486697,5,61355,6
69,2021-10-27,18:24:34.800000,269,66.486697,5,61624,6
70,2021-10-27,18:24:35.100000,269,100.04073100000001,5,61893,6
71,2021-10-27,18:24:35.400000,269,66.486697,5,62161,6
72,2021-10-27,18:24:35.600000,269,100.04073100000001,5,62438,6
73,2021-10-27,18:24:35.900000,269,200.702833,5,62707,6
74,2021-10-27,18:24:36.200000,269,100.04073100000001,5,62978,6
75,2021-10-27,18:24:36.400000,269,234.256867,5,63250,6
76,2021-10-27,18:24:36.700000,269,32.932663,5,63520,6
77,2021-10-27,18:24:37,268,32.932663,5,63790,6
78,2021-10-27,18:24:37.300000,268,100.04073100000001,5,64063,6
