,rpm,speed,throt_pos,engine_load,bat_volt,duration,trip_id,utcdate
0,891.0,0.0,19,36,14.56,42739,6,2021-10-27
1,897.0,0.0,19,36,14.57,43019,6,2021-10-27
2,894.0,0.0,19,35,14.54,43280,6,2021-10-27
3,902.0,0.0,19,35,14.54,43549,6,2021-10-27
4,906.0,0.0,18,34,14.53,43812,6,2021-10-27
5,903.0,0.0,18,34,14.56,44076,6,2021-10-27
6,914.0,0.0,18,34,14.54,44344,6,2021-10-27
7,905.0,0.0,18,34,14.5,44608,6,2021-10-27
8,905.0,0.0,18,34,14.56,44874,6,2021-10-27
9,902.0,0.0,18,34,14.56,45146,6,2021-10-27
10,894.0,0.0,19,35,14.54,45408,6,2021-10-27
11,895.0,0.0,19,36,14.56,45680,6,2021-10-27
12,901.0,0.0,19,34,14.53,45946,6,2021-10-27
13,904.0,0.0,18,34,14.56,46213,6,2021-10-27
14,905.0,0.0,18,33,14.54,46480,6,2021-10-27
15,908.0,0.0,18,34,14.52,46747,6,2021-10-27
16,903.0,0.0,18,34,14.5,47015,6,2021-10-27
17,902.0,0.0,19,36,14.54,47281,6,2021-10-27
18,904.0,0.0,19,35,14.46,47547,6,2021-10-27
19,902.0,0.0,19,35,14.38,47818,6,2021-10-27
20,902.0,0.0,18,34,14.46,48092,6,2021-10-27
21,911.0,0.0,18,33,14.48,48373,6,2021-10-27
22,905.0,0.0,18,33,14.45,48640,6,2021-10-27
23,902.0,0.0,18,34,14.5,48912,6,2021-10-27
24,901.0,0.0,18,34,14.5,49174,6,2021-10-27
25,898.0,0.0,19,34,14.48,49439,6,2021-10-27
26,900.0,0.0,19,34,14.45,49712,6,2021-10-27
27,902.0,0.0,18,34,14.45,49988,6,2021-10-27
28,903.0,0.0,18,33,14.48,50250,6,2021-10-27
29,912.0,0.0,18,33,14.54,50518,6,2021-10-27
30,915.0,0.0,18,32,14.52,50788,6,2021-10-27
31,910.0,0.0,18,33,14.38,51063,6,2021-10-27
32,905.0,0.0,18,33,14.37,51334,6,2021-10-27
33,900.0,0.0,18,33,14.39,51612,6,2021-10-27
34,897.0,0.0,18,34,14.49,51884,6,2021-10-27
35,896.0,0.0,18,34,14.46,52164,6,2021-10-27
36,892.0,0.0,18,35,14.45,52433,6,2021-10-27
37,893.0,0.0,19,36,14.46,52710,6,2021-10-27
38,886.0,0.0,19,35,14.49,52979,6,2021-10-27
39,893.0,0.0,18,34,14.46,53241,6,2021-10-27
40,898.0,0.0,18,33,14.46,53518,6,2021-10-27
41,906.0,0.0,18,33,14.48,53785,6,2021-10-27
42,910.0,0.0,18,32,14.54,54060,6,2021-10-27
43,904.0,0.0,18,33,14.56,54329,6,2021-10-27
44,910.0,0.0,18,33,14.4,54592,6,2021-10-27
45,907.0,0.0,18,33,14.46,54867,6,2021-10-27
46,903.0,0.0,18,33,14.54,55130,6,2021-10-27
47,896.0,0.0,18,34,14.39,55399,6,2021-10-27
48,899.0,0.0,18,34,14.52,55668,6,2021-10-27
49,894.0,0.0,19,36,14.54,55930,6,2021-10-27
50,886.0,0.0,19,36,14.54,56199,6,2021-10-27
51,899.0,0.0,19,35,14.54,56469,6,2021-10-27
52,904.0,0.0,18,34,14.42,56732,6,2021-10-27
53,909.0,0.0,18,32,14.49,57008,6,2021-10-27
54,908.0,0.0,18,32,14.38,57270,6,2021-10-27
55,905.0,0.0,18,33,14.4,57549,6,2021-10-27
56,898.0,0.0,18,32,14.41,57815,6,2021-10-27
57,895.0,0.0,18,34,14.46,58086,6,2021-10-27
58,889.0,0.0,18,34,14.5,58366,6,2021-10-27
59,896.0,0.0,18,34,14.48,58636,6,2021-10-27
60,900.0,0.0,18,33,14.46,58904,6,2021-10-27
61,904.0,0.0,18,33,14.48,59173,6,2021-10-27
62,906.0,0.0,18,33,14.54,59449,6,2021-10-27
63,910.0,0.0,18,33,14.54,59721,6,2021-10-27
64,903.0,0.0,18,34,14.37,59994,6,2021-10-27
65,894.0,0.0,18,34,14.39,60274,6,2021-10-27
66,894.0,0.0,18,34,14.37,60540,6,2021-10-27
67,897.0,0.0,18,33,14.46,60819,6,2021-10-27
