,index,utcdate,utctime,alt,speed_mph,n_sats,duration
0,64487,2021-11-19,18:15:21.400000,184,234.256867,4,64487
1,64751,2021-11-19,18:15:21.600000,184,200.702833,4,64751
2,65020,2021-11-19,18:15:21.900000,185,301.364935,4,65020
3,65289,2021-11-19,18:15:22.200000,186,0.0,4,65289
4,65565,2021-11-19,18:15:22.500000,186,133.594765,4,65565
5,65840,2021-11-19,18:15:22.700000,187,267.810901,4,65840
6,66110,2021-11-19,18:15:23,187,200.702833,4,66110
7,66390,2021-11-19,18:15:23.300000,188,100.04073100000001,4,66390
8,66655,2021-11-19,18:15:23.600000,188,133.594765,4,66655
9,66927,2021-11-19,18:15:23.800000,188,133.594765,4,66927
10,67197,2021-11-19,18:15:24.100000,189,32.932663,4,67197
11,67467,2021-11-19,18:15:24.400000,189,32.932663,4,67467
12,67738,2021-11-19,18:15:24.600000,189,167.148799,4,67738
13,68007,2021-11-19,18:15:24.900000,189,133.594765,4,68007
14,68280,2021-11-19,18:15:25.200000,189,0.0,4,68280
15,68556,2021-11-19,18:15:25.500000,189,100.04073100000001,4,68556
16,68826,2021-11-19,18:15:25.700000,189,100.04073100000001,4,68826
17,69112,2021-11-19,18:15:26,189,0.0,4,69112
18,69381,2021-11-19,18:15:26.300000,190,200.702833,4,69381
19,69656,2021-11-19,18:15:26.600000,191,200.702833,4,69656
20,69919,2021-11-19,18:15:26.800000,191,100.04073100000001,4,69919
21,70201,2021-11-19,18:15:27.100000,192,167.148799,4,70201
22,70481,2021-11-19,18:15:27.400000,194,200.702833,4,70481
23,70751,2021-11-19,18:15:27.600000,194,301.364935,4,70751
24,71020,2021-11-19,18:15:27.900000,196,234.256867,4,71020
25,71286,2021-11-19,18:15:28.200000,196,234.256867,4,71286
26,71559,2021-11-19,18:15:28.500000,197,200.702833,4,71559
27,71835,2021-11-19,18:15:28.700000,197,100.04073100000001,4,71835
28,72113,2021-11-19,18:15:29,197,100.04073100000001,4,72113
29,72386,2021-11-19,18:15:29.300000,197,100.04073100000001,4,72386
30,72654,2021-11-19,18:15:29.600000,197,167.148799,4,72654
31,72935,2021-11-19,18:15:29.800000,197,133.594765,4,72935
32,73197,2021-11-19,18:15:30.100000,197,167.148799,4,73197
33,73474,2021-11-19,18:15:30.400000,197,167.148799,4,73474
34,73745,2021-11-19,18:15:30.600000,197,167.148799,4,73745
35,74016,2021-11-19,18:15:30.900000,197,66.486697,4,74016
36,74294,2021-11-19,18:15:31.200000,195,267.810901,5,74294
