,index,rpm,speed,throt_pos,engine_load,bat_volt,duration
0,69904,1561.0,29.204437,18,14,12.46,69904
1,74527,1794.0,29.204437,18,14,12.45,74527
2,74797,1810.0,29.204437,18,14,12.46,74797
3,75066,1817.0,29.825808000000002,18,14,12.44,75066
4,75335,1833.0,29.825808000000002,18,14,12.5,75335
5,75602,1843.0,29.825808000000002,18,14,12.49,75602
6,75873,1854.0,30.447179000000002,18,14,12.45,75873
7,76135,1852.0,30.447179000000002,18,14,12.5,76135
8,76405,1846.0,30.447179000000002,18,14,12.53,76405
9,76674,1837.0,29.825808000000002,18,14,12.52,76674
10,76943,1837.0,29.825808000000002,18,14,12.53,76943
11,77210,1823.0,29.825808000000002,18,14,12.52,77210
12,77473,1810.0,29.825808000000002,18,14,12.52,77473
13,77745,1801.0,29.204437,18,14,12.53,77745
14,78013,1790.0,29.204437,18,14,12.5,78013
15,78280,1777.0,29.204437,18,14,12.52,78280
16,78551,1766.0,29.204437,18,14,12.53,78551
17,78813,1757.0,28.583066,18,14,12.5,78813
18,79076,1749.0,28.583066,18,14,12.56,79076
19,79338,1742.0,28.583066,18,15,12.53,79338
20,79607,1734.0,28.583066,18,15,12.53,79607
21,79877,1729.0,28.583066,18,15,12.54,79877
22,80139,1724.0,27.961695,18,14,12.53,80139
23,80414,1721.0,27.961695,18,15,12.56,80414
24,80677,1721.0,27.961695,18,15,12.53,80677
25,80950,1709.0,27.961695,18,15,12.53,80950
26,81214,1710.0,27.961695,18,15,12.53,81214
27,81477,1698.0,27.961695,20,21,12.54,81477
28,81746,1728.0,27.961695,21,21,12.54,81746
29,82013,1732.0,27.961695,21,22,12.54,82013
30,82288,1703.0,27.961695,21,22,12.53,82288
31,82554,1715.0,27.961695,21,22,12.54,82554
32,82818,1712.0,28.583066,18,14,12.53,82818
33,83096,1691.0,28.583066,18,15,12.57,83096
34,83364,1672.0,28.583066,18,15,12.53,83364
35,83631,1636.0,28.583066,18,15,12.5,83631
36,83901,1630.0,29.204437,20,22,12.55,83901
37,84167,1650.0,29.204437,21,24,12.49,84167
38,84442,1739.0,29.204437,21,22,12.5,84442
39,84706,1798.0,29.204437,21,22,12.5,84706
40,84970,1799.0,29.825808000000002,22,23,12.49,84970
41,85251,1812.0,29.825808000000002,22,23,12.49,85251
42,85515,1831.0,29.825808000000002,22,22,12.45,85515
43,85792,1833.0,29.825808000000002,22,22,12.5,85792
44,86057,1837.0,29.825808000000002,22,22,12.52,86057
45,86321,1838.0,29.825808000000002,22,22,12.5,86321
46,86592,1855.0,30.447179000000002,22,22,12.5,86592
47,86858,1845.0,30.447179000000002,22,22,12.48,86858
48,87151,1853.0,30.447179000000002,22,21,12.45,87151
49,87428,1884.0,30.447179000000002,22,21,12.5,87428
50,87696,1868.0,31.068550000000002,22,21,12.5,87696
51,87966,1878.0,31.068550000000002,22,21,12.48,87966
52,88236,1886.0,31.068550000000002,22,21,12.45,88236
53,88502,1891.0,31.068550000000002,22,21,12.45,88502
54,88766,1880.0,31.068550000000002,22,21,12.5,88766
55,89030,1877.0,31.068550000000002,22,23,12.46,89030
56,89298,1854.0,30.447179000000002,23,22,12.52,89298
57,89561,1888.0,30.447179000000002,24,26,12.49,89561
58,89828,1913.0,30.447179000000002,25,27,12.44,89828
59,90101,1896.0,30.447179000000002,25,29,12.45,90101
60,90369,1949.0,30.447179000000002,26,29,12.5,90369
61,90650,1939.0,30.447179000000002,26,29,12.5,90650
62,90912,1952.0,30.447179000000002,26,30,12.5,90912
63,91180,1951.0,30.447179000000002,26,30,12.5,91180
64,91450,1934.0,30.447179000000002,25,28,12.48,91450
65,91713,1923.0,30.447179000000002,25,28,12.5,91713
66,91984,1899.0,30.447179000000002,25,28,12.5,91984
67,92251,1891.0,30.447179000000002,25,28,12.48,92251
68,92518,1881.0,30.447179000000002,25,27,12.49,92518
69,92791,1890.0,30.447179000000002,23,21,12.49,92791
70,93052,1880.0,30.447179000000002,18,14,12.53,93052
71,93324,1868.0,30.447179000000002,19,17,12.46,93324
72,93591,1826.0,30.447179000000002,19,17,12.52,93591
73,93856,1801.0,30.447179000000002,19,16,12.49,93856
74,94128,1861.0,30.447179000000002,19,16,12.53,94128
75,94391,1867.0,30.447179000000002,19,16,12.5,94391
76,94663,1854.0,29.825808000000002,19,16,12.49,94663
77,94928,1802.0,29.825808000000002,19,16,12.5,94928
78,95196,1778.0,29.825808000000002,18,14,12.5,95196
79,95463,1773.0,29.204437,18,14,12.48,95463
80,95729,1772.0,29.204437,18,14,12.44,95729
81,95997,1765.0,29.204437,18,14,12.46,95997
82,96267,1760.0,28.583066,18,14,12.55,96267
83,96555,1754.0,28.583066,18,14,12.55,96555
84,96820,1730.0,27.961695,18,14,12.5,96820
85,97081,1710.0,27.961695,18,15,12.52,97081
86,97349,1688.0,27.340324,18,15,12.44,97349
87,97611,1657.0,26.718953,18,15,12.49,97611
88,97875,1633.0,26.718953,18,15,12.5,97875
89,98144,1591.0,26.097582,17,16,12.5,98144
90,98407,1546.0,24.85484,17,16,12.49,98407
91,98675,1488.0,24.233469,17,17,12.5,98675
92,98941,1430.0,23.612098,17,17,12.44,98941
93,99208,1382.0,22.990727,17,19,12.45,99208
94,99477,1299.0,22.369356,17,20,12.45,99477
95,99743,1208.0,21.747985,17,21,12.42,99743
96,100015,1117.0,21.126614,17,23,12.48,100015
97,100278,1066.0,20.505243,17,22,12.46,100278
98,100551,1083.0,20.505243,17,23,12.45,100551
99,100822,1025.0,19.262501,17,24,12.45,100822
100,101085,989.0,18.64113,17,25,12.37,101085
101,101354,947.0,18.019759,17,26,12.45,101354
102,101622,934.0,16.777017,17,29,12.46,101622
103,101890,924.0,15.534275000000001,18,32,12.45,101890
104,102161,913.0,14.912904000000001,18,32,12.52,102161
105,102428,939.0,13.670162,18,32,12.5,102428
106,102701,911.0,13.048791,18,32,12.5,102701
107,102961,962.0,12.42742,18,32,12.53,102961
108,103233,957.0,11.806049,18,33,12.52,103233
109,103500,922.0,10.563307,18,33,12.46,103500
110,103769,925.0,9.941936,19,35,12.5,103769
111,104038,898.0,8.699194,19,36,12.54,104038
112,104305,907.0,8.077823,19,37,12.45,104305
113,104576,900.0,6.835081,20,39,12.48,104576
114,104842,922.0,5.592339,20,40,12.46,104842
115,105120,891.0,4.349597,20,41,12.53,105120
116,105391,894.0,3.7282260000000003,20,44,12.44,105391
117,105656,852.0,3.106855,20,46,12.45,105656
118,105926,850.0,1.8641130000000001,21,47,12.53,105926
119,106196,870.0,1.242742,21,47,12.5,106196
120,106465,879.0,0.621371,21,47,12.44,106465
121,106728,874.0,0.621371,21,47,12.48,106728
122,106996,878.0,0.0,21,45,12.46,106996
123,107266,878.0,0.0,21,47,12.5,107266
124,107557,871.0,0.0,21,45,12.48,107557
125,107829,868.0,0.0,21,45,12.46,107829
126,108092,870.0,0.0,21,45,12.45,108092
127,108366,886.0,0.0,20,46,12.53,108366
128,108650,889.0,0.0,20,44,12.53,108650
129,108922,857.0,0.0,20,45,12.46,108922
130,109193,874.0,0.0,20,45,12.45,109193
131,109460,870.0,0.0,20,44,12.45,109460
132,109730,871.0,0.0,20,45,12.58,109730
133,109993,877.0,0.0,21,47,12.5,109993
134,110269,951.0,0.621371,27,64,12.5,110269
135,110531,1153.0,1.242742,27,55,12.56,110531
136,110798,1266.0,1.8641130000000001,28,52,12.54,110798
137,111070,1365.0,2.485484,29,54,12.5,111070
138,111349,1406.0,3.7282260000000003,29,53,12.54,111349
139,111626,1506.0,4.349597,30,53,12.5,111626
140,111894,1551.0,4.970968,30,51,12.53,111894
