,index,utcdate,utctime,alt,speed_mph,n_sats,duration
0,74524,2021-11-18,18:43:51,0,0.0,0,74524
1,74795,2021-11-18,18:43:51.300000,0,0.0,0,74795
2,75064,2021-11-18,18:43:51.600000,0,0.0,0,75064
3,75332,2021-11-18,18:43:51.900000,0,0.0,0,75332
4,75594,2021-11-18,18:43:52.100000,0,0.0,0,75594
5,75871,2021-11-18,18:43:52.400000,0,0.0,0,75871
6,76132,2021-11-18,18:43:52.700000,0,0.0,0,76132
7,76403,2021-11-18,18:43:52.900000,0,0.0,0,76403
8,76672,2021-11-18,18:43:53.200000,0,0.0,0,76672
9,76935,2021-11-18,18:43:53.500000,0,0.0,0,76935
10,77208,2021-11-18,18:43:53.700000,0,0.0,0,77208
11,77471,2021-11-18,18:43:54,0,0.0,0,77471
12,77743,2021-11-18,18:43:54.300000,0,0.0,0,77743
13,78010,2021-11-18,18:43:54.500000,0,0.0,0,78010
14,78272,2021-11-18,18:43:54.800000,0,0.0,0,78272
15,78548,2021-11-18,18:43:55.100000,0,0.0,0,78548
16,78811,2021-11-18,18:43:55.300000,0,0.0,0,78811
17,79074,2021-11-18,18:43:55.600000,0,0.0,0,79074
18,79336,2021-11-18,18:43:55.900000,0,0.0,0,79336
19,79599,2021-11-18,18:43:56.100000,0,0.0,0,79599
20,79875,2021-11-18,18:43:56.400000,0,0.0,0,79875
21,80136,2021-11-18,18:43:56.700000,0,0.0,0,80136
22,80412,2021-11-18,18:43:56.900000,0,0.0,0,80412
23,80675,2021-11-18,18:43:57.200000,0,0.0,0,80675
24,80942,2021-11-18,18:43:57.500000,0,0.0,0,80942
25,81212,2021-11-18,18:43:57.700000,0,0.0,0,81212
26,81475,2021-11-18,18:43:58,0,0.0,0,81475
27,81744,2021-11-18,18:43:58.300000,0,0.0,0,81744
28,82011,2021-11-18,18:43:58.500000,0,0.0,0,82011
29,82280,2021-11-18,18:43:58.800000,0,0.0,0,82280
30,82552,2021-11-18,18:43:59.100000,0,0.0,0,82552
31,82816,2021-11-18,18:43:59.300000,0,0.0,0,82816
32,83094,2021-11-18,18:43:59.600000,0,0.0,0,83094
33,83362,2021-11-18,18:43:59.900000,0,0.0,0,83362
34,83628,2021-11-18,18:44:00.200000,0,0.0,0,83628
35,83899,2021-11-18,18:44:00.400000,0,0.0,0,83899
36,84165,2021-11-18,18:44:00.700000,0,0.0,0,84165
37,84440,2021-11-18,18:44:01,0,0.0,0,84440
38,84704,2021-11-18,18:44:01.200000,0,0.0,0,84704
39,84968,2021-11-18,18:44:01.500000,0,0.0,0,84968
40,85248,2021-11-18,18:44:01.800000,0,0.0,0,85248
41,85512,2021-11-18,18:44:02,0,0.0,0,85512
42,85790,2021-11-18,18:44:02.300000,0,0.0,0,85790
43,86055,2021-11-18,18:44:02.600000,0,0.0,0,86055
44,86318,2021-11-18,18:44:02.800000,0,0.0,0,86318
45,86590,2021-11-18,18:44:03.100000,0,0.0,0,86590
46,86856,2021-11-18,18:44:03.400000,0,0.0,0,86856
47,87148,2021-11-18,18:44:03.700000,0,0.0,0,87148
48,87425,2021-11-18,18:44:03.900000,0,0.0,0,87425
49,87694,2021-11-18,18:44:04.200000,0,0.0,0,87694
50,87964,2021-11-18,18:44:04.500000,0,0.0,0,87964
51,88232,2021-11-18,18:44:04.800000,0,0.0,0,88232
52,88495,2021-11-18,18:44:05,0,0.0,0,88495
53,88764,2021-11-18,18:44:05.300000,0,0.0,0,88764
54,89028,2021-11-18,18:44:05.600000,0,0.0,0,89028
55,89295,2021-11-18,18:44:05.800000,0,0.0,0,89295
56,89559,2021-11-18,18:44:06.100000,0,0.0,0,89559
57,89821,2021-11-18,18:44:06.300000,0,0.0,0,89821
58,90099,2021-11-18,18:44:06.600000,0,0.0,0,90099
59,90365,2021-11-18,18:44:06.900000,0,0.0,0,90365
60,90648,2021-11-18,18:44:07.200000,0,0.0,0,90648
61,90910,2021-11-18,18:44:07.400000,0,0.0,0,90910
62,91172,2021-11-18,18:44:07.700000,0,0.0,0,91172
63,91448,2021-11-18,18:44:08,0,0.0,0,91448
64,91711,2021-11-18,18:44:08.200000,0,0.0,0,91711
65,91981,2021-11-18,18:44:08.500000,0,0.0,0,91981
66,92249,2021-11-18,18:44:08.800000,0,0.0,0,92249
67,92511,2021-11-18,18:44:09,0,0.0,0,92511
68,92788,2021-11-18,18:44:09.300000,0,0.0,0,92788
69,93049,2021-11-18,18:44:09.600000,0,0.0,0,93049
70,93322,2021-11-18,18:44:09.800000,0,0.0,0,93322
71,93589,2021-11-18,18:44:10.100000,0,0.0,0,93589
72,93850,2021-11-18,18:44:10.400000,0,0.0,0,93850
73,94126,2021-11-18,18:44:10.700000,0,0.0,0,94126
74,94389,2021-11-18,18:44:10.900000,0,0.0,0,94389
75,94661,2021-11-18,18:44:11.200000,0,0.0,0,94661
76,94926,2021-11-18,18:44:11.500000,0,0.0,0,94926
77,95188,2021-11-18,18:44:11.700000,0,0.0,0,95188
78,95461,2021-11-18,18:44:12,0,0.0,0,95461
79,95727,2021-11-18,18:44:12.300000,0,0.0,0,95727
80,95995,2021-11-18,18:44:12.500000,0,0.0,0,95995
81,96265,2021-11-18,18:44:12.800000,0,0.0,0,96265
82,96547,2021-11-18,18:44:13.100000,0,0.0,0,96547
83,96818,2021-11-18,18:44:13.300000,0,0.0,0,96818
84,97079,2021-11-18,18:44:13.600000,0,0.0,0,97079
85,97346,2021-11-18,18:44:13.900000,0,0.0,0,97346
86,97609,2021-11-18,18:44:14.100000,0,0.0,0,97609
87,97873,2021-11-18,18:44:14.400000,0,0.0,0,97873
88,98142,2021-11-18,18:44:14.700000,0,0.0,0,98142
89,98405,2021-11-18,18:44:14.900000,0,0.0,0,98405
90,98673,2021-11-18,18:44:15.200000,0,0.0,0,98673
91,98939,2021-11-18,18:44:15.500000,0,0.0,0,98939
92,99206,2021-11-18,18:44:15.700000,0,0.0,0,99206
93,99475,2021-11-18,18:44:16,0,0.0,0,99475
94,99740,2021-11-18,18:44:16.300000,0,0.0,0,99740
95,100013,2021-11-18,18:44:16.500000,0,0.0,0,100013
96,100276,2021-11-18,18:44:16.800000,0,0.0,0,100276
97,100544,2021-11-18,18:44:17.100000,0,0.0,0,100544
98,100819,2021-11-18,18:44:17.300000,0,0.0,0,100819
99,101083,2021-11-18,18:44:17.600000,0,0.0,0,101083
100,101352,2021-11-18,18:44:17.900000,0,0.0,0,101352
101,101620,2021-11-18,18:44:18.100000,0,0.0,0,101620
102,101886,2021-11-18,18:44:18.400000,0,0.0,0,101886
103,102159,2021-11-18,18:44:18.700000,0,0.0,0,102159
104,102420,2021-11-18,18:44:18.900000,0,0.0,0,102420
105,102699,2021-11-18,18:44:19.200000,0,0.0,0,102699
106,102959,2021-11-18,18:44:19.500000,0,0.0,0,102959
107,103230,2021-11-18,18:44:19.800000,0,0.0,0,103230
108,103498,2021-11-18,18:44:20,0,0.0,0,103498
109,103767,2021-11-18,18:44:20.300000,0,0.0,0,103767
110,104036,2021-11-18,18:44:20.600000,0,0.0,0,104036
111,104298,2021-11-18,18:44:20.800000,0,0.0,0,104298
112,104573,2021-11-18,18:44:21.100000,0,0.0,0,104573
113,104840,2021-11-18,18:44:21.400000,0,0.0,0,104840
114,105118,2021-11-18,18:44:21.600000,0,0.0,0,105118
115,105389,2021-11-18,18:44:21.900000,0,0.0,0,105389
116,105654,2021-11-18,18:44:22.200000,0,0.0,0,105654
117,105924,2021-11-18,18:44:22.400000,0,0.0,0,105924
118,106188,2021-11-18,18:44:22.700000,0,0.0,0,106188
119,106463,2021-11-18,18:44:23,0,0.0,0,106463
120,106725,2021-11-18,18:44:23.300000,0,0.0,0,106725
121,106994,2021-11-18,18:44:23.500000,0,0.0,0,106994
122,107264,2021-11-18,18:44:23.800000,0,0.0,0,107264
123,107534,2021-11-18,18:44:24.100000,0,0.0,0,107534
124,107827,2021-11-18,18:44:24.400000,0,0.0,0,107827
125,108089,2021-11-18,18:44:24.600000,0,0.0,0,108089
126,108364,2021-11-18,18:44:24.900000,0,0.0,0,108364
127,108647,2021-11-18,18:44:25.200000,0,0.0,0,108647
128,108920,2021-11-18,18:44:25.400000,0,0.0,0,108920
