,index,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,51360,2021-11-16,23:04:20.900000,0,0.0,0,51360,17
1,51622,2021-11-16,23:04:21.100000,0,0.0,0,51622,17
2,51892,2021-11-16,23:04:21.400000,0,0.0,0,51892,17
3,52161,2021-11-16,23:04:21.700000,0,0.0,0,52161,17
4,52423,2021-11-16,23:04:21.900000,0,0.0,0,52423,17
5,52699,2021-11-16,23:04:22.200000,0,0.0,0,52699,17
6,52962,2021-11-16,23:04:22.500000,0,0.0,0,52962,17
7,53230,2021-11-16,23:04:22.800000,0,0.0,0,53230,17
8,53502,2021-11-16,23:04:23,0,0.0,0,53502,17
9,53771,2021-11-16,23:04:23.300000,0,0.0,0,53771,17
10,54057,2021-11-16,23:04:23.600000,0,0.0,0,54057,17
11,54325,2021-11-16,23:04:23.800000,0,0.0,0,54325,17
12,54588,2021-11-16,23:04:24.100000,0,0.0,0,54588,17
13,54864,2021-11-16,23:04:24.400000,0,0.0,0,54864,17
14,55126,2021-11-16,23:04:24.700000,0,0.0,0,55126,17
15,55396,2021-11-16,23:04:24.900000,0,0.0,0,55396,17
16,55664,2021-11-16,23:04:25.200000,0,0.0,0,55664,17
17,55927,2021-11-16,23:04:25.500000,0,0.0,0,55927,17
18,56198,2021-11-16,23:04:25.700000,0,0.0,0,56198,17
19,56465,2021-11-16,23:04:26,0,0.0,0,56465,17
20,56732,2021-11-16,23:04:26.300000,0,0.0,0,56732,17
21,57003,2021-11-16,23:04:26.500000,0,0.0,0,57003,17
22,57266,2021-11-16,23:04:26.800000,0,0.0,0,57266,17
23,57541,2021-11-16,23:04:27.100000,0,0.0,0,57541,17
24,57804,2021-11-16,23:04:27.300000,0,0.0,0,57804,17
25,58072,2021-11-16,23:04:27.600000,0,0.0,0,58072,17
26,58335,2021-11-16,23:04:27.900000,0,0.0,0,58335,17
27,58605,2021-11-16,23:04:28.100000,0,0.0,0,58605,17
28,58874,2021-11-16,23:04:28.400000,0,0.0,0,58874,17
29,59143,2021-11-16,23:04:28.700000,0,0.0,0,59143,17
30,59405,2021-11-16,23:04:28.900000,0,0.0,0,59405,17
31,59681,2021-11-16,23:04:29.200000,0,0.0,0,59681,17
32,59957,2021-11-16,23:04:29.500000,0,0.0,0,59957,17
33,60232,2021-11-16,23:04:29.800000,0,0.0,0,60232,17
34,60494,2021-11-16,23:04:30,0,0.0,0,60494,17
35,60771,2021-11-16,23:04:30.300000,0,0.0,0,60771,17
36,61044,2021-11-16,23:04:30.600000,0,0.0,0,61044,17
37,61307,2021-11-16,23:04:30.800000,0,0.0,0,61307,17
38,61578,2021-11-16,23:04:31.100000,0,0.0,3,61578,17
39,61863,2021-11-16,23:04:31.400000,0,0.0,3,61863,17
40,62128,2021-11-16,23:04:31.600000,0,0.0,3,62128,17
41,62534,2021-11-16,23:04:32,0,0.0,3,62534,17
42,62796,2021-11-16,23:04:32.300000,0,0.0,3,62796,17
43,63072,2021-11-16,23:04:32.600000,0,0.0,3,63072,17
44,63334,2021-11-16,23:04:32.800000,0,0.0,3,63334,17
45,63597,2021-11-16,23:04:33.100000,0,0.0,3,63597,17
46,63873,2021-11-16,23:04:33.400000,0,0.0,3,63873,17
47,64135,2021-11-16,23:04:33.600000,0,0.0,3,64135,17
48,64411,2021-11-16,23:04:33.900000,0,0.0,3,64411,17
49,64672,2021-11-16,23:04:34.200000,0,0.0,3,64672,17
50,64935,2021-11-16,23:04:34.400000,0,0.0,3,64935,17
51,65211,2021-11-16,23:04:34.700000,0,0.0,3,65211,17
52,65481,2021-11-16,23:04:35,0,0.0,3,65481,17
53,65762,2021-11-16,23:04:35.300000,0,0.0,3,65762,17
54,66025,2021-11-16,23:04:35.500000,0,0.0,3,66025,17
55,66287,2021-11-16,23:04:35.800000,0,0.0,3,66287,17
56,66563,2021-11-16,23:04:36.100000,0,0.0,3,66563,17
57,66825,2021-11-16,23:04:36.300000,0,0.0,3,66825,17
58,67094,2021-11-16,23:04:36.600000,0,0.0,3,67094,17
59,67362,2021-11-16,23:04:36.900000,0,0.0,3,67362,17
60,67627,2021-11-16,23:04:37.100000,0,0.0,3,67627,17
61,67903,2021-11-16,23:04:37.400000,0,0.0,3,67903,17
62,68164,2021-11-16,23:04:37.700000,0,0.0,3,68164,17
63,68446,2021-11-16,23:04:38,0,0.0,3,68446,17
64,68714,2021-11-16,23:04:38.200000,0,0.0,3,68714,17
65,68983,2021-11-16,23:04:38.500000,0,0.0,3,68983,17
66,69261,2021-11-16,23:04:38.800000,0,0.0,3,69261,17
67,69522,2021-11-16,23:04:39,0,0.0,3,69522,17
68,69796,2021-11-16,23:04:39.300000,0,0.0,3,69796,17
69,70066,2021-11-16,23:04:39.600000,0,0.0,3,70066,17
70,70331,2021-11-16,23:04:39.800000,0,0.0,3,70331,17
71,70598,2021-11-16,23:04:40.100000,0,0.0,3,70598,17
72,70862,2021-11-16,23:04:40.400000,0,0.0,3,70862,17
73,71136,2021-11-16,23:04:40.600000,0,0.0,3,71136,17
74,71405,2021-11-16,23:04:40.900000,0,0.0,3,71405,17
75,71667,2021-11-16,23:04:41.200000,0,0.0,3,71667,17
76,71944,2021-11-16,23:04:41.500000,0,0.0,3,71944,17
77,72207,2021-11-16,23:04:41.700000,0,0.0,3,72207,17
78,72480,2021-11-16,23:04:42,0,0.0,3,72480,17
79,72743,2021-11-16,23:04:42.300000,0,0.0,3,72743,17
80,73011,2021-11-16,23:04:42.500000,0,0.0,3,73011,17
81,73281,2021-11-16,23:04:42.800000,0,0.0,3,73281,17
82,73556,2021-11-16,23:04:43.100000,0,0.0,3,73556,17
83,73839,2021-11-16,23:04:43.400000,0,0.0,3,73839,17
84,74102,2021-11-16,23:04:43.600000,0,0.0,3,74102,17
85,74369,2021-11-16,23:04:43.900000,0,0.0,3,74369,17
86,74634,2021-11-16,23:04:44.100000,0,0.0,3,74634,17
87,74896,2021-11-16,23:04:44.400000,0,0.0,3,74896,17
88,75165,2021-11-16,23:04:44.700000,0,0.0,3,75165,17
89,75442,2021-11-16,23:04:45,0,0.0,3,75442,17
90,75715,2021-11-16,23:04:45.200000,0,0.0,3,75715,17
91,75984,2021-11-16,23:04:45.500000,0,0.0,3,75984,17
92,76248,2021-11-16,23:04:45.800000,0,0.0,3,76248,17
93,76522,2021-11-16,23:04:46,0,0.0,3,76522,17
94,76785,2021-11-16,23:04:46.300000,0,0.0,3,76785,17
95,77061,2021-11-16,23:04:46.600000,0,0.0,3,77061,17
96,77323,2021-11-16,23:04:46.800000,0,0.0,3,77323,17
97,77586,2021-11-16,23:04:47.100000,0,0.0,3,77586,17
98,77861,2021-11-16,23:04:47.400000,0,0.0,3,77861,17
99,78125,2021-11-16,23:04:47.600000,0,0.0,3,78125,17
100,78387,2021-11-16,23:04:47.900000,0,0.0,3,78387,17
101,78662,2021-11-16,23:04:48.200000,0,0.0,3,78662,17
102,78924,2021-11-16,23:04:48.400000,0,0.0,3,78924,17
103,79195,2021-11-16,23:04:48.700000,0,0.0,3,79195,17
