,index,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,7774,2021-11-16,22:22:53.600000,212,167.148799,7,7774,14
1,8042,2021-11-16,22:22:53.800000,212,100.04073100000001,7,8042,14
2,8315,2021-11-16,22:22:54.100000,212,100.04073100000001,7,8315,14
3,8578,2021-11-16,22:22:54.400000,212,100.04073100000001,7,8578,14
4,8842,2021-11-16,22:22:54.600000,212,32.932663,7,8842,14
5,9117,2021-11-16,22:22:54.900000,211,133.594765,7,9117,14
6,9379,2021-11-16,22:22:55.200000,211,167.148799,7,9379,14
7,9655,2021-11-16,22:22:55.500000,211,0.0,7,9655,14
8,9918,2021-11-16,22:22:55.700000,211,66.486697,7,9918,14
9,10193,2021-11-16,22:22:56,211,32.932663,7,10193,14
10,10468,2021-11-16,22:22:56.300000,211,100.04073100000001,7,10468,14
11,10737,2021-11-16,22:22:56.500000,211,435.581071,7,10737,14
12,11011,2021-11-16,22:22:56.800000,211,66.486697,7,11011,14
13,11282,2021-11-16,22:22:57.100000,211,66.486697,7,11282,14
14,11553,2021-11-16,22:22:57.400000,211,200.702833,7,11553,14
15,11832,2021-11-16,22:22:57.600000,211,66.486697,7,11832,14
16,12107,2021-11-16,22:22:57.900000,211,32.932663,7,12107,14
17,12383,2021-11-16,22:22:58.200000,211,100.04073100000001,7,12383,14
18,12654,2021-11-16,22:22:58.500000,211,100.04073100000001,7,12654,14
19,12929,2021-11-16,22:22:58.700000,211,32.932663,7,12929,14
20,13196,2021-11-16,22:22:59,211,234.256867,7,13196,14
21,13471,2021-11-16,22:22:59.300000,211,32.932663,7,13471,14
22,13747,2021-11-16,22:22:59.500000,211,167.148799,7,13747,14
23,14015,2021-11-16,22:22:59.800000,211,200.702833,7,14015,14
24,14284,2021-11-16,22:23:00.100000,211,167.148799,7,14284,14
25,14546,2021-11-16,22:23:00.300000,211,100.04073100000001,7,14546,14
26,14829,2021-11-16,22:23:00.600000,211,0.0,7,14829,14
27,15097,2021-11-16,22:23:00.900000,211,100.04073100000001,7,15097,14
28,15362,2021-11-16,22:23:01.200000,211,100.04073100000001,7,15362,14
29,15636,2021-11-16,22:23:01.400000,211,133.594765,7,15636,14
30,15911,2021-11-16,22:23:01.700000,211,100.04073100000001,7,15911,14
31,16186,2021-11-16,22:23:02,210,32.932663,7,16186,14
32,16456,2021-11-16,22:23:02.300000,210,200.702833,7,16456,14
33,16723,2021-11-16,22:23:02.500000,210,334.918969,7,16723,14
34,17000,2021-11-16,22:23:02.800000,210,469.135105,7,17000,14
35,17268,2021-11-16,22:23:03.100000,210,737.567377,7,17268,14
36,17538,2021-11-16,22:23:03.300000,210,1442.202091,7,17538,14
37,17813,2021-11-16,22:23:03.600000,210,1979.0666350000001,7,17813,14
38,18094,2021-11-16,22:23:03.900000,210,3153.457825,7,18094,14
39,18357,2021-11-16,22:23:04.200000,210,3488.998165,7,18357,14
40,18626,2021-11-16,22:23:04.400000,210,3354.782029,7,18626,14
41,18905,2021-11-16,22:23:04.700000,210,4059.416743,7,18905,14
42,19173,2021-11-16,22:23:05,210,4260.740947,7,19173,14
43,19447,2021-11-16,22:23:05.200000,210,4361.4030490000005,7,19447,14
44,19716,2021-11-16,22:23:05.500000,210,5300.9160010000005,7,19716,14
