,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,2021-10-27,18:53:37,269,133.594765,12,31955,7
1,2021-10-27,18:53:37.300000,269,334.918969,12,32225,7
2,2021-10-27,18:53:37.500000,269,100.04073100000001,12,32494,7
3,2021-10-27,18:53:37.800000,269,100.04073100000001,12,32770,7
4,2021-10-27,18:53:38.100000,269,200.702833,12,33038,7
5,2021-10-27,18:53:38.400000,269,32.932663,12,33313,7
6,2021-10-27,18:53:38.600000,269,0.0,12,33576,7
7,2021-10-27,18:53:38.900000,270,32.932663,12,33851,7
8,2021-10-27,18:53:39.200000,270,167.148799,12,34114,7
9,2021-10-27,18:53:39.400000,270,100.04073100000001,12,34395,7
10,2021-10-27,18:53:39.700000,270,100.04073100000001,12,34672,7
11,2021-10-27,18:53:40,270,234.256867,12,34942,7
12,2021-10-27,18:53:40.300000,271,32.932663,12,35215,7
13,2021-10-27,18:53:40.500000,271,100.04073100000001,12,35478,7
14,2021-10-27,18:53:40.800000,271,66.486697,12,35753,7
15,2021-10-27,18:53:41.100000,271,66.486697,12,36017,7
16,2021-10-27,18:53:41.300000,271,0.0,12,36295,7
17,2021-10-27,18:53:41.600000,272,32.932663,12,36567,7
18,2021-10-27,18:53:41.900000,272,167.148799,12,36842,7
19,2021-10-27,18:53:42.200000,272,32.932663,12,37117,7
20,2021-10-27,18:53:42.400000,272,200.702833,12,37382,7
21,2021-10-27,18:53:42.700000,272,66.486697,12,37655,7
22,2021-10-27,18:53:43,272,32.932663,12,37918,7
23,2021-10-27,18:53:43.200000,272,0.0,12,38193,7
24,2021-10-27,18:53:43.500000,272,32.932663,12,38469,7
25,2021-10-27,18:53:43.800000,272,66.486697,12,38744,7
26,2021-10-27,18:53:44.100000,272,267.810901,12,39019,7
27,2021-10-27,18:53:44.300000,272,133.594765,12,39282,7
28,2021-10-27,18:53:44.600000,272,133.594765,12,39566,7
29,2021-10-27,18:53:44.900000,272,133.594765,12,39832,7
30,2021-10-27,18:53:45.100000,272,66.486697,12,40095,7
31,2021-10-27,18:53:45.400000,272,0.0,12,40371,7
32,2021-10-27,18:53:45.700000,272,32.932663,12,40646,7
33,2021-10-27,18:53:46,272,133.594765,12,40922,7
34,2021-10-27,18:53:46.200000,272,32.932663,12,41197,7
35,2021-10-27,18:53:46.500000,272,100.04073100000001,12,41477,7
36,2021-10-27,18:53:46.800000,272,133.594765,12,41742,7
37,2021-10-27,18:53:47.100000,272,0.0,12,42009,7
38,2021-10-27,18:53:47.300000,272,32.932663,12,42292,7
39,2021-10-27,18:53:47.600000,272,32.932663,12,42564,7
40,2021-10-27,18:53:47.900000,272,100.04073100000001,12,42844,7
41,2021-10-27,18:53:48.200000,272,66.486697,12,43112,7
42,2021-10-27,18:53:48.400000,272,133.594765,12,43382,7
43,2021-10-27,18:53:48.700000,272,66.486697,12,43656,7
44,2021-10-27,18:53:49,272,32.932663,12,43924,7
45,2021-10-27,18:53:49.200000,272,0.0,12,44192,7
46,2021-10-27,18:53:49.500000,272,100.04073100000001,12,44456,7
47,2021-10-27,18:53:49.800000,272,234.256867,12,44737,7
48,2021-10-27,18:53:50.100000,272,32.932663,12,45012,7
49,2021-10-27,18:53:50.300000,272,0.0,12,45284,7
50,2021-10-27,18:53:50.600000,272,200.702833,12,45557,7
51,2021-10-27,18:53:50.900000,272,32.932663,12,45833,7
52,2021-10-27,18:53:51.100000,272,32.932663,12,46108,7
53,2021-10-27,18:53:51.400000,272,66.486697,12,46376,7
54,2021-10-27,18:53:51.700000,272,32.932663,12,46656,7
55,2021-10-27,18:53:52,272,100.04073100000001,12,46921,7
56,2021-10-27,18:53:52.200000,272,32.932663,12,47192,7
57,2021-10-27,18:53:52.500000,272,66.486697,12,47477,7
58,2021-10-27,18:53:52.800000,272,133.594765,12,47741,7
59,2021-10-27,18:53:53.100000,272,100.04073100000001,12,48016,7
60,2021-10-27,18:53:53.300000,272,32.932663,12,48290,7
61,2021-10-27,18:53:53.600000,272,66.486697,12,48560,7
62,2021-10-27,18:53:53.900000,272,32.932663,12,48829,7
63,2021-10-27,18:53:54.100000,272,66.486697,12,49092,7
64,2021-10-27,18:53:54.400000,272,200.702833,12,49366,7
65,2021-10-27,18:53:54.700000,272,66.486697,12,49636,7
66,2021-10-27,18:53:55,272,32.932663,12,49917,7
67,2021-10-27,18:53:55.200000,272,66.486697,12,50182,7
68,2021-10-27,18:53:55.500000,272,0.0,12,50455,7
69,2021-10-27,18:53:55.800000,272,200.702833,12,50731,7
70,2021-10-27,18:53:56,272,66.486697,12,50994,7
71,2021-10-27,18:53:56.300000,272,66.486697,12,51268,7
72,2021-10-27,18:53:56.600000,272,133.594765,12,51531,7
73,2021-10-27,18:53:56.800000,272,66.486697,12,51804,7
74,2021-10-27,18:53:57.100000,272,0.0,12,52071,7
75,2021-10-27,18:53:57.400000,272,66.486697,12,52344,7
76,2021-10-27,18:53:57.700000,273,66.486697,12,52622,7
77,2021-10-27,18:53:57.900000,273,32.932663,12,52895,7
78,2021-10-27,18:53:58.200000,273,133.594765,12,53171,7
79,2021-10-27,18:53:58.500000,273,0.0,12,53434,7
80,2021-10-27,18:53:58.700000,273,0.0,12,53702,7
81,2021-10-27,18:53:59,273,100.04073100000001,12,53971,7
82,2021-10-27,18:53:59.300000,273,66.486697,12,54235,7
83,2021-10-27,18:53:59.600000,273,133.594765,12,54511,7
84,2021-10-27,18:53:59.800000,273,100.04073100000001,12,54778,7
85,2021-10-27,18:54:00.100000,273,133.594765,12,55054,7
86,2021-10-27,18:54:00.400000,273,133.594765,12,55317,7
87,2021-10-27,18:54:00.600000,273,0.0,12,55585,7
88,2021-10-27,18:54:00.900000,273,32.932663,12,55855,7
89,2021-10-27,18:54:01.200000,273,0.0,12,56123,7
