,rpm,speed,throt_pos,engine_load,bat_volt,duration,trip_id,utcdate
0,877.0,0.0,20,43,14.33,31679,7,2021-10-27
1,843.0,0.0,20,43,14.42,31959,7,2021-10-27
2,863.0,0.0,20,41,14.34,32227,7,2021-10-27
3,878.0,0.0,20,38,14.4,32497,7,2021-10-27
4,883.0,0.0,19,38,14.44,32772,7,2021-10-27
5,901.0,0.0,19,38,14.4,33047,7,2021-10-27
6,899.0,0.0,19,38,14.38,33316,7,2021-10-27
7,911.0,0.0,19,38,14.33,33579,7,2021-10-27
8,908.0,0.0,19,37,14.32,33854,7,2021-10-27
9,914.0,0.0,20,38,14.42,34117,7,2021-10-27
10,911.0,0.0,19,38,14.29,34398,7,2021-10-27
11,906.0,0.0,20,38,14.25,34675,7,2021-10-27
12,905.0,0.0,21,47,14.34,34950,7,2021-10-27
13,892.0,0.0,21,52,14.28,35218,7,2021-10-27
14,889.0,0.0,22,52,14.28,35481,7,2021-10-27
15,890.0,0.0,22,54,14.25,35756,7,2021-10-27
16,903.0,0.0,22,56,14.16,36019,7,2021-10-27
17,888.0,0.0,22,54,14.28,36298,7,2021-10-27
18,894.0,0.0,22,53,14.29,36569,7,2021-10-27
19,902.0,0.0,22,52,14.24,36850,7,2021-10-27
20,889.0,0.0,20,42,14.23,37120,7,2021-10-27
21,916.0,0.0,20,41,14.32,37385,7,2021-10-27
22,925.0,0.0,20,40,14.37,37658,7,2021-10-27
23,929.0,0.0,20,39,14.21,37920,7,2021-10-27
24,927.0,0.0,20,39,14.28,38202,7,2021-10-27
25,925.0,0.0,20,38,14.27,38471,7,2021-10-27
26,925.0,0.0,20,38,14.34,38752,7,2021-10-27
27,921.0,0.0,20,38,14.39,39022,7,2021-10-27
28,921.0,0.0,20,38,14.21,39284,7,2021-10-27
29,922.0,0.0,20,38,14.28,39569,7,2021-10-27
30,918.0,0.0,20,38,14.28,39835,7,2021-10-27
31,917.0,0.0,20,38,14.27,40102,7,2021-10-27
32,919.0,0.0,19,37,14.33,40374,7,2021-10-27
33,914.0,0.0,19,38,14.35,40648,7,2021-10-27
34,899.0,0.0,20,38,14.23,40925,7,2021-10-27
35,909.0,0.0,20,38,14.27,41199,7,2021-10-27
36,910.0,0.0,20,38,14.28,41479,7,2021-10-27
37,913.0,0.0,19,38,14.36,41745,7,2021-10-27
38,919.0,0.0,19,37,14.38,42017,7,2021-10-27
39,919.0,0.0,19,37,14.38,42295,7,2021-10-27
40,916.0,0.0,19,36,14.21,42566,7,2021-10-27
41,916.0,0.0,19,36,14.31,42847,7,2021-10-27
42,917.0,0.0,19,36,14.34,43115,7,2021-10-27
43,914.0,0.0,19,37,14.29,43390,7,2021-10-27
44,904.0,0.0,19,37,14.29,43659,7,2021-10-27
45,899.0,0.0,19,38,14.25,43931,7,2021-10-27
46,905.0,0.0,19,37,14.28,44195,7,2021-10-27
47,910.0,0.0,19,36,14.4,44460,7,2021-10-27
48,911.0,0.0,19,36,14.21,44739,7,2021-10-27
49,918.0,0.0,19,36,14.24,45016,7,2021-10-27
50,915.0,0.0,19,35,14.32,45291,7,2021-10-27
51,919.0,0.0,19,34,14.28,45559,7,2021-10-27
52,910.0,0.0,19,36,14.32,45836,7,2021-10-27
53,903.0,0.0,19,37,14.4,46110,7,2021-10-27
54,900.0,0.0,19,36,14.27,46380,7,2021-10-27
55,900.0,0.0,19,37,14.31,46659,7,2021-10-27
56,898.0,0.0,19,37,14.24,46924,7,2021-10-27
57,906.0,0.0,19,35,14.29,47200,7,2021-10-27
58,911.0,0.0,19,35,14.33,47480,7,2021-10-27
59,914.0,0.0,19,34,14.29,47745,7,2021-10-27
60,913.0,0.0,18,34,14.33,48018,7,2021-10-27
61,910.0,0.0,18,34,14.29,48293,7,2021-10-27
62,898.0,0.0,19,35,14.39,48562,7,2021-10-27
63,895.0,0.0,19,36,14.34,48831,7,2021-10-27
64,890.0,0.0,19,37,14.38,49099,7,2021-10-27
65,891.0,0.0,19,37,14.4,49369,7,2021-10-27
66,892.0,0.0,19,38,14.29,49638,7,2021-10-27
67,894.0,0.0,19,37,14.36,49921,7,2021-10-27
68,895.0,0.0,19,35,14.2,50185,7,2021-10-27
69,909.0,0.0,19,34,14.24,50463,7,2021-10-27
70,911.0,0.0,18,33,14.27,50734,7,2021-10-27
71,912.0,0.0,18,33,14.33,50996,7,2021-10-27
72,909.0,0.0,18,34,14.32,51271,7,2021-10-27
73,902.0,0.0,19,35,14.32,51534,7,2021-10-27
74,897.0,0.0,19,35,14.31,51806,7,2021-10-27
75,892.0,0.0,19,36,14.29,52073,7,2021-10-27
76,891.0,0.0,19,36,14.27,52353,7,2021-10-27
77,887.0,0.0,19,37,14.27,52624,7,2021-10-27
78,891.0,0.0,19,37,14.29,52898,7,2021-10-27
79,895.0,0.0,19,36,14.25,53173,7,2021-10-27
80,902.0,0.0,19,35,14.28,53436,7,2021-10-27
81,902.0,0.0,18,34,14.31,53705,7,2021-10-27
82,907.0,0.0,18,34,14.29,53975,7,2021-10-27
83,906.0,0.0,18,34,14.27,54242,7,2021-10-27
84,900.0,0.0,18,34,14.27,54514,7,2021-10-27
85,897.0,0.0,19,35,14.28,54781,7,2021-10-27
86,888.0,0.0,19,36,14.27,55056,7,2021-10-27
87,889.0,0.0,19,36,14.32,55320,7,2021-10-27
88,893.0,0.0,19,36,14.29,55592,7,2021-10-27
89,898.0,0.0,19,36,14.28,55857,7,2021-10-27
90,899.0,0.0,19,34,14.28,56126,7,2021-10-27
91,906.0,0.0,18,34,14.34,56396,7,2021-10-27
92,903.0,0.0,18,34,14.21,56671,7,2021-10-27
93,893.0,0.0,19,35,14.2,56958,7,2021-10-27
94,897.0,0.0,19,35,14.24,57234,7,2021-10-27
95,893.0,0.0,19,35,14.27,57510,7,2021-10-27
96,901.0,0.0,18,34,14.31,57778,7,2021-10-27
97,906.0,0.0,18,34,14.4,58054,7,2021-10-27
98,909.0,0.0,18,34,14.39,58341,7,2021-10-27
99,903.0,0.0,18,34,14.36,58605,7,2021-10-27
100,898.0,0.0,19,35,14.25,58881,7,2021-10-27
101,896.0,0.0,19,35,14.21,59154,7,2021-10-27
