,index,rpm,speed,throt_pos,engine_load,bat_volt,duration,trip_id,utcdate
0,37752,1019.0,0.0,24,52,14.49,37752,5,2021-10-27
1,38029,1031.0,0.0,23,51,14.5,38029,5,2021-10-27
2,38292,1042.0,0.0,23,50,14.46,38292,5,2021-10-27
3,38565,1031.0,0.0,23,49,14.46,38565,5,2021-10-27
4,38830,1047.0,0.0,23,48,14.46,38830,5,2021-10-27
5,39093,1061.0,0.0,23,46,14.5,39093,5,2021-10-27
6,39362,1057.0,0.0,23,47,14.42,39362,5,2021-10-27
7,39630,1032.0,0.0,23,47,14.41,39630,5,2021-10-27
8,39898,1018.0,0.0,23,47,14.5,39898,5,2021-10-27
9,40168,1020.0,0.0,23,48,14.57,40168,5,2021-10-27
10,40431,1030.0,0.0,23,49,14.54,40431,5,2021-10-27
11,40700,1012.0,0.0,23,50,14.5,40700,5,2021-10-27
12,40970,998.0,0.0,23,50,14.56,40970,5,2021-10-27
13,41238,991.0,0.0,23,49,14.54,41238,5,2021-10-27
14,41507,1017.0,0.0,22,47,14.54,41507,5,2021-10-27
15,41771,994.0,0.0,22,47,14.42,41771,5,2021-10-27
16,42049,1001.0,0.0,22,46,14.5,42049,5,2021-10-27
17,42316,988.0,0.0,22,47,14.46,42316,5,2021-10-27
18,42592,985.0,0.0,22,48,14.52,42592,5,2021-10-27
19,42859,979.0,0.0,22,48,14.5,42859,5,2021-10-27
20,43127,972.0,0.0,22,47,14.41,43127,5,2021-10-27
21,43402,963.0,0.0,22,47,14.5,43402,5,2021-10-27
22,43666,962.0,0.0,22,48,14.48,43666,5,2021-10-27
23,43935,959.0,0.0,22,49,14.45,43935,5,2021-10-27
24,44208,944.0,0.0,22,49,14.48,44208,5,2021-10-27
25,44472,935.0,0.0,22,48,14.53,44472,5,2021-10-27
26,44742,936.0,0.0,22,49,14.42,44742,5,2021-10-27
27,45010,925.0,0.0,21,49,14.45,45010,5,2021-10-27
28,45276,925.0,0.0,21,49,14.5,45276,5,2021-10-27
29,45543,927.0,0.0,21,49,14.57,45543,5,2021-10-27
30,45807,926.0,0.0,21,49,14.56,45807,5,2021-10-27
31,46074,910.0,0.0,21,49,14.54,46074,5,2021-10-27
32,46338,907.0,0.0,21,49,14.54,46338,5,2021-10-27
33,46600,917.0,0.0,21,48,14.52,46600,5,2021-10-27
34,46867,919.0,0.0,21,48,14.45,46867,5,2021-10-27
35,47138,916.0,0.0,21,48,14.4,47138,5,2021-10-27
36,47400,895.0,0.0,21,48,14.45,47400,5,2021-10-27
37,47671,903.0,0.0,21,48,14.46,47671,5,2021-10-27
38,47938,910.0,0.0,21,49,14.49,47938,5,2021-10-27
39,48205,899.0,0.0,21,49,14.48,48205,5,2021-10-27
40,48471,891.0,0.0,21,50,14.57,48471,5,2021-10-27
41,48739,881.0,0.0,21,49,14.57,48739,5,2021-10-27
42,49008,910.0,0.0,21,49,14.58,49008,5,2021-10-27
43,49271,902.0,0.0,21,48,14.56,49271,5,2021-10-27
44,49545,903.0,0.0,21,47,14.42,49545,5,2021-10-27
45,49809,915.0,0.0,21,47,14.42,49809,5,2021-10-27
46,50072,910.0,0.0,21,47,14.4,50072,5,2021-10-27
47,50347,906.0,0.0,21,48,14.42,50347,5,2021-10-27
48,50610,902.0,0.0,21,49,14.42,50610,5,2021-10-27
49,50876,905.0,0.0,21,49,14.58,50876,5,2021-10-27
50,51160,891.0,0.0,21,49,14.54,51160,5,2021-10-27
51,51424,888.0,0.0,21,49,14.48,51424,5,2021-10-27
52,51692,894.0,0.0,21,49,14.57,51692,5,2021-10-27
53,51959,891.0,0.0,21,49,14.52,51959,5,2021-10-27
54,52225,913.0,0.0,21,49,14.54,52225,5,2021-10-27
55,52496,916.0,0.0,21,48,14.49,52496,5,2021-10-27
56,52768,902.0,0.0,21,48,14.54,52768,5,2021-10-27
57,53037,899.0,0.0,21,48,14.45,53037,5,2021-10-27
58,53301,900.0,0.0,21,49,14.42,53301,5,2021-10-27
59,53569,905.0,0.0,21,49,14.54,53569,5,2021-10-27
60,53836,895.0,0.0,21,49,14.45,53836,5,2021-10-27
61,54107,890.0,0.0,21,48,14.48,54107,5,2021-10-27
62,54370,902.0,0.0,21,47,14.42,54370,5,2021-10-27
63,54639,910.0,0.0,21,48,14.39,54639,5,2021-10-27
64,54907,905.0,0.0,21,49,14.41,54907,5,2021-10-27
65,55176,898.0,0.0,21,49,14.42,55176,5,2021-10-27
66,55446,896.0,0.0,21,47,14.4,55446,5,2021-10-27
67,55709,901.0,0.0,21,47,14.46,55709,5,2021-10-27
68,55984,903.0,0.0,21,48,14.5,55984,5,2021-10-27
69,56260,907.0,0.0,21,47,14.46,56260,5,2021-10-27
70,56528,910.0,0.0,21,47,14.42,56528,5,2021-10-27
71,56797,895.0,0.0,21,49,14.41,56797,5,2021-10-27
72,57066,892.0,0.0,21,49,14.48,57066,5,2021-10-27
73,57348,883.0,0.0,21,48,14.48,57348,5,2021-10-27
74,57611,901.0,0.0,21,48,14.48,57611,5,2021-10-27
75,57875,910.0,0.0,21,48,14.5,57875,5,2021-10-27
76,58142,904.0,0.0,21,47,14.56,58142,5,2021-10-27
77,58412,911.0,0.0,21,47,14.49,58412,5,2021-10-27
78,58681,910.0,0.0,21,47,14.4,58681,5,2021-10-27
79,58961,883.0,0.0,21,49,14.39,58961,5,2021-10-27
80,59231,888.0,0.0,21,49,14.42,59231,5,2021-10-27
81,59509,883.0,0.0,21,49,14.4,59509,5,2021-10-27
82,59776,906.0,0.0,21,48,14.39,59776,5,2021-10-27
83,60038,908.0,0.0,21,47,14.46,60038,5,2021-10-27
84,60315,903.0,0.0,21,47,14.4,60315,5,2021-10-27
85,60575,907.0,0.0,21,47,14.42,60575,5,2021-10-27
86,60844,892.0,0.0,21,48,14.5,60844,5,2021-10-27
87,61115,899.0,0.0,21,48,14.42,61115,5,2021-10-27
88,61377,899.0,0.0,21,47,14.46,61377,5,2021-10-27
89,61645,884.0,0.0,21,48,14.5,61645,5,2021-10-27
90,61915,909.0,0.0,21,48,14.52,61915,5,2021-10-27
91,62190,901.0,0.0,21,49,14.5,62190,5,2021-10-27
92,62460,912.0,0.0,21,48,14.48,62460,5,2021-10-27
93,62728,886.0,0.0,21,49,14.53,62728,5,2021-10-27
94,62997,895.0,0.0,21,47,14.44,62997,5,2021-10-27
95,63265,903.0,0.0,21,45,14.45,63265,5,2021-10-27
96,63534,905.0,0.0,21,46,14.4,63534,5,2021-10-27
97,63806,906.0,0.0,21,47,14.4,63806,5,2021-10-27
98,64067,906.0,0.0,21,46,14.38,64067,5,2021-10-27
99,64335,909.0,0.0,21,46,14.48,64335,5,2021-10-27
100,64607,899.0,0.0,21,47,14.46,64607,5,2021-10-27
101,64868,906.0,0.0,21,48,14.52,64868,5,2021-10-27
102,65143,897.0,0.0,21,48,14.52,65143,5,2021-10-27
103,65406,901.0,0.0,21,48,14.45,65406,5,2021-10-27
104,65675,900.0,0.0,21,47,14.46,65675,5,2021-10-27
105,65943,899.0,0.0,21,47,14.45,65943,5,2021-10-27
106,66206,902.0,0.0,21,48,14.42,66206,5,2021-10-27
107,66469,882.0,0.0,21,47,14.45,66469,5,2021-10-27
108,66736,898.0,0.0,21,47,14.4,66736,5,2021-10-27
109,67013,908.0,0.0,21,47,14.5,67013,5,2021-10-27
110,67283,907.0,0.0,21,46,14.49,67283,5,2021-10-27
111,67552,902.0,0.0,21,45,14.46,67552,5,2021-10-27
112,67822,906.0,0.0,21,46,14.48,67822,5,2021-10-27
113,68083,903.0,0.0,21,47,14.48,68083,5,2021-10-27
114,68345,904.0,0.0,22,53,12.92,68345,5,2021-10-27
115,68622,917.0,0.0,22,54,12.85,68622,5,2021-10-27
116,68884,898.0,0.0,22,52,12.77,68884,5,2021-10-27
117,69151,903.0,0.0,22,54,12.69,69151,5,2021-10-27
118,69423,900.0,0.0,22,52,12.61,69423,5,2021-10-27
119,69686,919.0,0.0,22,53,12.6,69686,5,2021-10-27
120,69966,907.0,0.0,22,52,12.59,69966,5,2021-10-27
121,70230,898.0,0.0,22,54,12.5,70230,5,2021-10-27
122,70503,889.0,0.0,21,43,12.58,70503,5,2021-10-27
123,70774,918.0,0.0,20,43,12.58,70774,5,2021-10-27
124,71036,915.0,0.0,20,43,12.53,71036,5,2021-10-27
125,71304,908.0,0.0,20,42,12.48,71304,5,2021-10-27
126,71568,923.0,0.0,20,43,12.46,71568,5,2021-10-27
127,71837,909.0,0.0,20,44,12.55,71837,5,2021-10-27
128,72115,899.0,0.0,20,44,12.5,72115,5,2021-10-27
129,72375,890.0,0.0,21,43,12.45,72375,5,2021-10-27
130,72643,908.0,0.0,21,43,12.55,72643,5,2021-10-27
131,72914,909.0,0.0,20,44,12.5,72914,5,2021-10-27
132,73176,892.0,0.0,21,44,12.49,73176,5,2021-10-27
133,73445,895.0,0.0,21,43,12.5,73445,5,2021-10-27
134,73714,907.0,0.0,21,44,12.46,73714,5,2021-10-27
135,73982,909.0,0.0,21,43,12.41,73982,5,2021-10-27
136,74259,914.0,0.0,20,43,12.4,74259,5,2021-10-27
137,74527,883.0,0.0,21,44,12.41,74527,5,2021-10-27
138,74795,895.0,0.0,21,43,12.4,74795,5,2021-10-27
139,75065,906.0,0.0,21,44,12.42,75065,5,2021-10-27
140,75328,903.0,0.0,21,43,12.46,75328,5,2021-10-27
141,75606,899.0,0.0,21,44,12.42,75606,5,2021-10-27
142,75866,891.0,0.0,21,44,12.4,75866,5,2021-10-27
143,76133,906.0,0.0,21,45,12.45,76133,5,2021-10-27
144,76404,905.0,0.0,21,44,12.42,76404,5,2021-10-27
145,76666,900.0,0.0,21,44,12.44,76666,5,2021-10-27
146,76945,905.0,0.0,21,44,12.41,76945,5,2021-10-27
147,77213,902.0,0.0,21,44,12.42,77213,5,2021-10-27
148,77493,893.0,0.0,21,45,12.46,77493,5,2021-10-27
149,77763,889.0,0.0,21,44,12.45,77763,5,2021-10-27
150,78034,907.0,0.0,21,44,12.49,78034,5,2021-10-27
