,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,2021-11-18,20:17:50.600000,0,0.0,0,45367,23
1,2021-11-18,20:17:50.900000,0,0.0,0,45629,23
2,2021-11-18,20:17:51.100000,0,0.0,0,45898,23
3,2021-11-18,20:17:51.400000,0,0.0,0,46168,23
4,2021-11-18,20:17:51.700000,0,0.0,0,46430,23
5,2021-11-18,20:17:51.900000,0,0.0,0,46699,23
6,2021-11-18,20:17:52.200000,0,0.0,0,46968,23
7,2021-11-18,20:17:52.500000,0,0.0,0,47232,23
8,2021-11-18,20:17:52.700000,0,0.0,0,47500,23
9,2021-11-18,20:17:53,0,0.0,0,47763,23
10,2021-11-18,20:17:53.300000,0,0.0,0,48032,23
11,2021-11-18,20:17:53.500000,0,0.0,0,48294,23
12,2021-11-18,20:17:53.800000,0,0.0,0,48558,23
13,2021-11-18,20:17:54.100000,0,0.0,0,48828,23
14,2021-11-18,20:17:54.300000,0,0.0,0,49090,23
15,2021-11-18,20:17:54.600000,0,0.0,0,49356,23
16,2021-11-18,20:17:54.800000,0,0.0,0,49620,23
17,2021-11-18,20:17:55.100000,0,0.0,0,49890,23
18,2021-11-18,20:17:55.400000,0,0.0,0,50159,23
19,2021-11-18,20:17:55.600000,0,0.0,0,50422,23
20,2021-11-18,20:17:55.900000,0,0.0,0,50684,23
21,2021-11-18,20:17:56.200000,0,0.0,0,50954,23
22,2021-11-18,20:17:56.400000,0,0.0,0,51223,23
23,2021-11-18,20:17:56.700000,0,0.0,0,51492,23
24,2021-11-18,20:17:57,0,0.0,0,51768,23
25,2021-11-18,20:17:57.300000,0,0.0,0,52038,23
26,2021-11-18,20:17:57.500000,0,0.0,0,52311,23
27,2021-11-18,20:17:57.800000,0,0.0,0,52574,23
28,2021-11-18,20:17:58.100000,0,0.0,0,52838,23
29,2021-11-18,20:17:58.300000,0,0.0,0,53112,23
30,2021-11-18,20:17:58.600000,0,0.0,0,53374,23
31,2021-11-18,20:17:58.900000,0,0.0,0,53638,23
32,2021-11-18,20:17:59.100000,0,0.0,0,53900,23
33,2021-11-18,20:17:59.400000,0,0.0,0,54170,23
34,2021-11-18,20:17:59.700000,0,0.0,0,54447,23
35,2021-11-18,20:17:59.900000,0,0.0,0,54714,23
36,2021-11-18,20:18:00.200000,0,0.0,0,54988,23
37,2021-11-18,20:18:00.500000,0,0.0,0,55251,23
