,rpm,speed,throt_pos,engine_load,bat_volt,duration
40732,913.0,0.0,17,28,14.49,40732
45370,883.0,0.0,17,28,14.56,45370
45631,885.0,0.0,17,28,14.57,45631
45901,893.0,0.0,17,27,14.52,45901
46170,912.0,0.0,17,27,14.56,46170
46433,899.0,0.0,17,27,14.58,46433
46701,903.0,0.0,16,27,14.52,46701
46970,903.0,0.0,16,28,14.56,46970
47239,893.0,0.0,17,28,14.56,47239
47502,890.0,0.0,17,28,14.53,47502
47765,881.0,0.0,17,28,14.5,47765
48034,879.0,0.0,17,28,14.49,48034
48296,869.0,0.0,17,29,14.5,48296
48561,867.0,0.0,17,29,14.5,48561
48830,891.0,0.0,16,27,14.56,48830
49092,883.0,0.0,17,27,14.56,49092
49358,891.0,0.0,17,27,14.54,49358
49624,902.0,0.0,16,27,14.54,49624
49892,913.0,0.0,16,27,14.56,49892
50161,910.0,0.0,16,26,14.52,50161
50424,912.0,0.0,16,26,14.5,50424
50691,899.0,0.0,16,26,14.52,50691
50956,894.0,0.0,16,27,14.52,50956
51225,893.0,0.0,16,27,14.5,51225
51494,884.0,0.0,16,27,14.5,51494
51770,895.0,0.0,16,27,14.54,51770
52040,900.0,0.0,17,28,14.56,52040
52314,896.0,0.0,17,28,14.46,52314
52576,892.0,0.0,17,28,14.44,52576
52846,884.0,0.0,17,28,14.49,52846
53114,885.0,0.0,17,29,14.44,53114
53378,889.0,0.0,17,29,14.44,53378
53640,881.0,0.0,17,29,14.49,53640
53902,894.0,0.0,17,29,14.5,53902
54178,894.0,0.0,17,27,14.46,54178
54449,902.0,0.0,17,27,14.46,54449
54716,914.0,0.0,16,26,14.49,54716
54990,923.0,0.0,16,26,14.45,54990
55254,914.0,0.0,16,26,14.42,55254
55517,908.0,0.0,16,27,14.48,55517
55786,908.0,0.0,16,27,14.49,55786
56057,915.0,0.0,16,26,14.45,56057
56337,900.0,0.0,16,27,14.45,56337
56604,905.0,0.0,16,27,14.46,56604
56878,906.0,0.0,16,27,14.46,56878
57154,904.0,0.0,16,27,14.46,57154
57422,896.0,0.0,16,27,14.42,57422
57696,898.0,0.0,16,27,14.49,57696
57971,900.0,0.0,16,27,14.49,57971
58255,896.0,0.0,16,27,14.45,58255
58522,897.0,0.0,16,27,14.42,58522
58791,890.0,0.0,16,27,14.44,58791
59072,877.0,0.0,17,28,14.44,59072
59335,885.0,0.0,17,29,14.48,59335
59617,877.0,0.0,17,29,14.45,59617
59892,887.0,0.0,17,29,14.42,59892
60167,893.0,0.0,17,29,14.46,60167
60436,908.0,0.0,17,28,14.5,60436
60711,901.0,0.0,17,27,14.45,60711
60987,903.0,0.0,17,27,14.48,60987
61256,915.0,0.0,16,26,14.52,61256
61538,915.0,0.0,16,26,14.44,61538
61802,927.0,0.0,16,26,14.45,61802
62081,923.0,0.0,16,25,14.46,62081
62359,915.0,0.0,16,25,14.46,62359
62626,906.0,0.0,16,25,14.48,62626
62902,907.0,0.0,16,25,14.48,62902
63176,905.0,0.0,16,26,14.46,63176
63444,905.0,0.0,16,26,14.46,63444
63714,904.0,0.0,16,26,14.46,63714
63977,903.0,0.0,16,27,14.46,63977
64242,895.0,0.0,16,27,14.46,64242
64515,892.0,0.0,16,27,14.48,64515
64784,897.0,0.0,16,27,14.49,64784
65063,885.0,0.0,17,27,14.46,65063
65334,876.0,0.0,17,28,14.48,65334
65604,882.0,0.0,17,29,14.5,65604
65873,877.0,0.0,17,29,14.45,65873
66148,883.0,0.0,17,28,14.46,66148
66417,886.0,0.0,17,27,14.42,66417
66689,882.0,0.0,17,27,14.5,66689
66967,889.0,0.0,17,27,14.48,66967
67237,899.0,0.0,16,27,14.46,67237
67506,896.0,0.0,16,26,14.45,67506
67775,915.0,0.0,16,25,14.48,67775
68051,915.0,0.0,16,25,14.49,68051
68319,914.0,0.0,16,25,14.48,68319
68594,910.0,0.0,16,26,14.45,68594
68871,898.0,0.0,16,26,14.52,68871
69153,904.0,0.0,16,26,14.49,69153
69433,896.0,0.0,16,27,14.48,69433
69696,893.0,0.0,16,27,14.5,69696
69977,898.0,0.0,16,27,14.44,69977
70259,883.0,0.0,16,27,14.48,70259
70526,889.0,0.0,16,27,14.4,70526
70797,877.0,0.0,17,28,14.54,70797
71063,890.0,0.0,17,28,14.46,71063
71344,890.0,0.0,16,27,14.46,71344
71611,901.0,0.0,16,27,14.48,71611
71888,905.0,0.0,16,26,14.54,71888
72163,904.0,0.0,16,26,14.45,72163
72442,908.0,0.0,16,26,14.45,72442
72711,910.0,0.0,16,26,14.48,72711
72974,915.0,0.0,16,26,14.46,72974
73237,899.0,0.0,16,27,14.45,73237
73501,899.0,0.0,17,29,14.46,73501
73781,891.0,0.0,20,43,14.45,73781
74051,856.0,0.0,20,41,14.44,74051
74327,868.0,0.0,20,40,14.42,74327
74602,880.0,0.0,20,41,14.41,74602
74875,867.0,0.0,20,41,14.4,74875
75157,858.0,0.0,20,41,14.4,75157
75425,822.0,0.0,20,43,14.48,75425
75712,840.0,0.0,20,42,14.42,75712
75976,846.0,0.0,20,40,14.41,75976
76241,864.0,0.0,19,39,14.4,76241
76515,882.0,0.0,19,37,14.41,76515
76790,894.0,0.0,19,35,14.41,76790
77062,908.0,0.0,19,35,14.45,77062
77329,901.0,0.0,19,37,14.42,77329
