,index,rpm,speed,throt_pos,engine_load,bat_volt,duration
0,50515,0.0,0.0,32,0,12.19,50515
1,50800,0.0,0.0,32,0,12.19,50800
2,51068,0.0,0.0,32,0,12.17,51068
3,51338,0.0,0.0,32,0,12.19,51338
4,51600,0.0,0.0,32,0,12.2,51600
5,51867,0.0,0.0,32,0,11.92,51867
6,52131,0.0,0.0,32,0,12.06,52131
7,52395,0.0,0.0,32,0,12.07,52395
8,52672,0.0,0.0,32,0,11.78,52672
9,52941,0.0,0.0,32,0,11.95,52941
10,53213,0.0,0.0,32,0,12.04,53213
11,53483,0.0,0.0,32,0,12.06,53483
12,53746,0.0,0.0,32,0,12.06,53746
13,54024,0.0,0.0,32,0,12.06,54024
14,54292,0.0,0.0,32,0,12.06,54292
15,54566,0.0,0.0,32,0,12.06,54566
16,54835,0.0,0.0,32,0,12.06,54835
17,55104,0.0,0.0,32,0,12.06,55104
18,55366,0.0,0.0,32,0,12.06,55366
19,55635,0.0,0.0,32,0,12.06,55635
20,55918,0.0,0.0,32,0,12.06,55918
21,56199,0.0,0.0,32,0,12.06,56199
22,56467,0.0,0.0,32,0,12.06,56467
23,56736,0.0,0.0,32,0,12.06,56736
24,57001,0.0,0.0,32,0,12.06,57001
25,57282,0.0,0.0,32,0,12.06,57282
26,57550,0.0,0.0,32,0,12.07,57550
27,57830,0.0,0.0,32,0,12.07,57830
28,58101,0.0,0.0,32,0,12.07,58101
29,58376,0.0,0.0,32,0,12.07,58376
30,58651,0.0,0.0,32,0,12.07,58651
31,58913,0.0,0.0,32,0,12.07,58913
32,59182,0.0,0.0,32,0,12.08,59182
33,59452,0.0,0.0,32,0,12.07,59452
34,59730,0.0,0.0,32,0,12.07,59730
35,59997,0.0,0.0,32,0,12.07,59997
36,60265,0.0,0.0,32,0,12.08,60265
37,60541,0.0,0.0,32,0,12.08,60541
38,60816,0.0,0.0,32,0,12.08,60816
39,61095,0.0,0.0,32,0,12.08,61095
40,61367,0.0,0.0,32,0,12.08,61367
41,61633,0.0,0.0,32,0,12.08,61633
42,61907,0.0,0.0,32,0,12.09,61907
43,62179,0.0,0.0,32,0,12.09,62179
44,62445,0.0,0.0,32,0,12.09,62445
45,62717,0.0,0.0,32,0,12.08,62717
46,62982,0.0,0.0,32,0,12.08,62982
47,63262,0.0,0.0,32,0,12.08,63262
48,63532,0.0,0.0,32,0,12.08,63532
49,63799,0.0,0.0,32,0,12.09,63799
50,64072,0.0,0.0,32,0,12.08,64072
51,64338,0.0,0.0,32,0,12.08,64338
52,64607,0.0,0.0,32,0,12.09,64607
53,64871,0.0,0.0,32,0,12.08,64871
54,65145,0.0,0.0,32,0,12.1,65145
55,65424,0.0,0.0,32,0,12.12,65424
56,65690,0.0,0.0,32,0,12.11,65690
57,65971,0.0,0.0,32,0,12.12,65971
58,66234,0.0,0.0,32,0,12.13,66234
59,66500,0.0,0.0,32,0,12.12,66500
60,66772,0.0,0.0,32,0,12.11,66772
61,67035,0.0,0.0,32,0,12.12,67035
62,67310,0.0,0.0,32,0,12.12,67310
63,67573,0.0,0.0,32,0,12.14,67573
64,67853,0.0,0.0,32,0,12.14,67853
65,68117,0.0,0.0,32,0,12.14,68117
66,68386,0.0,0.0,32,0,12.14,68386
67,68649,0.0,0.0,32,0,12.15,68649
68,68911,0.0,0.0,32,0,12.15,68911
69,69180,0.0,0.0,32,0,12.16,69180
70,69443,0.0,0.0,32,0,12.15,69443
71,69711,0.0,0.0,32,0,12.16,69711
72,69975,0.0,0.0,32,0,12.15,69975
73,70238,0.0,0.0,32,0,12.16,70238
74,70507,0.0,0.0,32,0,12.17,70507
75,70770,0.0,0.0,32,0,12.17,70770
76,71037,0.0,0.0,32,0,12.17,71037
77,71301,0.0,0.0,32,0,12.16,71301
78,71564,0.0,0.0,32,0,12.17,71564
79,71827,0.0,0.0,32,0,12.16,71827
80,72090,0.0,0.0,32,0,12.16,72090
81,72357,0.0,0.0,32,0,12.16,72357
82,72621,0.0,0.0,32,0,12.17,72621
83,72889,0.0,0.0,32,0,12.17,72889
84,73153,0.0,0.0,32,0,12.17,73153
85,73416,0.0,0.0,32,0,12.17,73416
86,73684,0.0,0.0,32,0,12.17,73684
87,73948,0.0,0.0,32,0,12.21,73948
88,74215,0.0,0.0,32,0,12.23,74215
89,74480,0.0,0.0,32,0,12.24,74480
90,74741,0.0,0.0,32,0,12.24,74741
91,75011,0.0,0.0,32,0,12.24,75011
92,75274,0.0,0.0,32,0,12.25,75274
93,75541,0.0,0.0,32,0,12.25,75541
94,75805,0.0,0.0,32,0,12.25,75805
95,76068,0.0,0.0,32,0,12.25,76068
96,76338,0.0,0.0,32,0,12.25,76338
97,76601,0.0,0.0,32,,12.25,76601
