,utcdate,utctime,alt,speed_mph,n_sats
50797,2021-10-27,19:53:12.200000,128,100.04073100000001,3
51066,2021-10-27,19:53:12.500000,128,66.486697,3
51335,2021-10-27,19:53:12.800000,128,100.04073100000001,3
51597,2021-10-27,19:53:13,128,200.702833,3
51860,2021-10-27,19:53:13.300000,128,334.918969,3
52129,2021-10-27,19:53:13.600000,128,66.486697,3
52391,2021-10-27,19:53:13.800000,129,200.702833,3
52669,2021-10-27,19:53:14.100000,129,167.148799,3
52939,2021-10-27,19:53:14.400000,129,100.04073100000001,3
53206,2021-10-27,19:53:14.600000,129,32.932663,3
53481,2021-10-27,19:53:14.900000,129,100.04073100000001,3
53744,2021-10-27,19:53:15.200000,129,301.364935,3
54021,2021-10-27,19:53:15.500000,129,402.027037,3
54289,2021-10-27,19:53:15.700000,129,66.486697,3
54563,2021-10-27,19:53:16,129,368.473003,3
54832,2021-10-27,19:53:16.300000,129,502.689139,3
55095,2021-10-27,19:53:16.500000,129,704.013343,3
55364,2021-10-27,19:53:16.800000,129,301.364935,3
55632,2021-10-27,19:53:17.100000,128,301.364935,3
55915,2021-10-27,19:53:17.400000,128,435.581071,3
56196,2021-10-27,19:53:17.600000,129,234.256867,3
56459,2021-10-27,19:53:17.900000,128,167.148799,3
56734,2021-10-27,19:53:18.200000,128,267.810901,3
56998,2021-10-27,19:53:18.400000,128,402.027037,3
57280,2021-10-27,19:53:18.700000,128,200.702833,3
57548,2021-10-27,19:53:19,128,334.918969,3
57822,2021-10-27,19:53:19.300000,128,100.04073100000001,3
58098,2021-10-27,19:53:19.500000,128,200.702833,3
58373,2021-10-27,19:53:19.800000,128,301.364935,3
58649,2021-10-27,19:53:20.100000,128,66.486697,3
58910,2021-10-27,19:53:20.300000,128,301.364935,3
59180,2021-10-27,19:53:20.600000,128,133.594765,3
59450,2021-10-27,19:53:20.900000,128,100.04073100000001,3
59722,2021-10-27,19:53:21.200000,129,334.918969,3
59994,2021-10-27,19:53:21.400000,129,167.148799,3
60263,2021-10-27,19:53:21.700000,129,133.594765,3
60538,2021-10-27,19:53:22,129,66.486697,3
60814,2021-10-27,19:53:22.300000,129,200.702833,3
61088,2021-10-27,19:53:22.500000,129,133.594765,3
61364,2021-10-27,19:53:22.800000,129,368.473003,3
61631,2021-10-27,19:53:23.100000,0,0.0,5
61905,2021-10-27,19:53:23.300000,0,0.0,5
62177,2021-10-27,19:53:23.600000,0,0.0,5
62438,2021-10-27,19:53:23.900000,0,0.0,5
62714,2021-10-27,19:53:24.200000,255,167.148799,7
62979,2021-10-27,19:53:24.400000,250,66.486697,7
63259,2021-10-27,19:53:24.700000,246,234.256867,7
63528,2021-10-27,19:53:25,244,133.594765,7
63792,2021-10-27,19:53:25.200000,243,0.0,7
64069,2021-10-27,19:53:25.500000,243,66.486697,7
64335,2021-10-27,19:53:25.800000,242,100.04073100000001,7
64605,2021-10-27,19:53:26,241,66.486697,7
64869,2021-10-27,19:53:26.300000,240,100.04073100000001,7
65138,2021-10-27,19:53:26.600000,239,100.04073100000001,7
65422,2021-10-27,19:53:26.900000,239,133.594765,7
65687,2021-10-27,19:53:27.100000,238,66.486697,7
65969,2021-10-27,19:53:27.400000,237,32.932663,7
66232,2021-10-27,19:53:27.700000,237,100.04073100000001,7
66498,2021-10-27,19:53:27.900000,237,32.932663,7
66769,2021-10-27,19:53:28.200000,237,100.04073100000001,7
67033,2021-10-27,19:53:28.500000,238,100.04073100000001,7
67307,2021-10-27,19:53:28.700000,238,167.148799,7
67570,2021-10-27,19:53:29,238,200.702833,7
67850,2021-10-27,19:53:29.300000,238,167.148799,7
68114,2021-10-27,19:53:29.500000,239,167.148799,7
68377,2021-10-27,19:53:29.800000,239,0.0,7
68646,2021-10-27,19:53:30.100000,239,133.594765,7
68909,2021-10-27,19:53:30.300000,239,100.04073100000001,7
69177,2021-10-27,19:53:30.600000,239,301.364935,7
69440,2021-10-27,19:53:30.900000,240,167.148799,7
69703,2021-10-27,19:53:31.100000,240,301.364935,7
69972,2021-10-27,19:53:31.400000,240,200.702833,7
70236,2021-10-27,19:53:31.700000,240,234.256867,7
70504,2021-10-27,19:53:31.900000,240,167.148799,7
70767,2021-10-27,19:53:32.200000,240,267.810901,7
71029,2021-10-27,19:53:32.500000,240,32.932663,7
71299,2021-10-27,19:53:32.700000,240,100.04073100000001,7
71561,2021-10-27,19:53:33,241,0.0,7
71824,2021-10-27,19:53:33.300000,241,100.04073100000001,7
72087,2021-10-27,19:53:33.500000,241,200.702833,7
72355,2021-10-27,19:53:33.800000,241,301.364935,7
72619,2021-10-27,19:53:34.100000,242,100.04073100000001,7
72881,2021-10-27,19:53:34.300000,242,133.594765,7
73150,2021-10-27,19:53:34.600000,242,66.486697,7
73413,2021-10-27,19:53:34.800000,242,100.04073100000001,7
73682,2021-10-27,19:53:35.100000,242,167.148799,7
73946,2021-10-27,19:53:35.400000,242,167.148799,7
74208,2021-10-27,19:53:35.600000,243,0.0,7
74477,2021-10-27,19:53:35.900000,243,32.932663,7
74739,2021-10-27,19:53:36.200000,243,267.810901,7
75009,2021-10-27,19:53:36.400000,243,100.04073100000001,7
75271,2021-10-27,19:53:36.700000,244,0.0,7
75534,2021-10-27,19:53:37,244,167.148799,7
75803,2021-10-27,19:53:37.200000,244,32.932663,7
76066,2021-10-27,19:53:37.500000,245,100.04073100000001,7
76335,2021-10-27,19:53:37.800000,245,267.810901,7
76598,2021-10-27,19:53:38,245,200.702833,7
77009,2021-10-27,19:53:38.400000,246,267.810901,7
