,index,utcdate,utctime,alt,speed_mph,n_sats,duration
0,27303,2021-10-25,15:40:16.800000,0,0.0,0,27303
1,27582,2021-10-25,15:40:17.100000,0,0.0,0,27582
2,27853,2021-10-25,15:40:17.400000,0,0.0,0,27853
3,28118,2021-10-25,15:40:17.600000,0,0.0,0,28118
4,28382,2021-10-25,15:40:17.900000,0,0.0,0,28382
5,28648,2021-10-25,15:40:18.200000,0,0.0,0,28648
6,28931,2021-10-25,15:40:18.500000,0,0.0,0,28931
7,29194,2021-10-25,15:40:18.700000,0,0.0,0,29194
8,29468,2021-10-25,15:40:19,0,0.0,0,29468
9,29731,2021-10-25,15:40:19.300000,0,0.0,0,29731
10,30004,2021-10-25,15:40:19.500000,0,0.0,0,30004
11,30281,2021-10-25,15:40:19.800000,0,0.0,0,30281
12,30554,2021-10-25,15:40:20.100000,0,0.0,0,30554
13,30823,2021-10-25,15:40:20.400000,0,0.0,0,30823
14,31088,2021-10-25,15:40:20.600000,0,0.0,0,31088
15,31360,2021-10-25,15:40:20.900000,0,0.0,0,31360
16,31645,2021-10-25,15:40:21.200000,0,0.0,0,31645
17,31908,2021-10-25,15:40:21.400000,0,0.0,0,31908
18,32172,2021-10-25,15:40:21.700000,0,0.0,0,32172
19,32434,2021-10-25,15:40:22,0,0.0,0,32434
20,32696,2021-10-25,15:40:22.200000,0,0.0,0,32696
21,32993,2021-10-25,15:40:22.500000,0,0.0,0,32993
22,33261,2021-10-25,15:40:22.800000,0,0.0,0,33261
23,33528,2021-10-25,15:40:23.100000,0,0.0,0,33528
24,33798,2021-10-25,15:40:23.300000,0,0.0,0,33798
25,34061,2021-10-25,15:40:23.600000,0,0.0,0,34061
26,34330,2021-10-25,15:40:23.900000,0,0.0,0,34330
27,34611,2021-10-25,15:40:24.100000,0,0.0,0,34611
28,34878,2021-10-25,15:40:24.400000,0,0.0,0,34878
29,35150,2021-10-25,15:40:24.700000,0,0.0,0,35150
30,35425,2021-10-25,15:40:25,0,0.0,0,35425
31,35693,2021-10-25,15:40:25.200000,0,0.0,0,35693
32,35975,2021-10-25,15:40:25.500000,0,0.0,0,35975
33,36237,2021-10-25,15:40:25.800000,0,0.0,0,36237
34,36513,2021-10-25,15:40:26,0,0.0,0,36513
35,36775,2021-10-25,15:40:26.300000,0,0.0,0,36775
36,37044,2021-10-25,15:40:26.600000,0,0.0,0,37044
37,37325,2021-10-25,15:40:26.900000,0,0.0,0,37325
38,37591,2021-10-25,15:40:27.100000,0,0.0,0,37591
39,37858,2021-10-25,15:40:27.400000,0,0.0,0,37858
40,38133,2021-10-25,15:40:27.700000,0,0.0,0,38133
41,38396,2021-10-25,15:40:27.900000,0,0.0,0,38396
42,38677,2021-10-25,15:40:28.200000,0,0.0,0,38677
43,38941,2021-10-25,15:40:28.500000,0,0.0,0,38941
44,39211,2021-10-25,15:40:28.700000,0,0.0,0,39211
45,39473,2021-10-25,15:40:29,0,0.0,0,39473
46,39735,2021-10-25,15:40:29.300000,0,0.0,0,39735
47,40016,2021-10-25,15:40:29.500000,0,0.0,0,40016
48,40281,2021-10-25,15:40:29.800000,0,0.0,0,40281
49,40547,2021-10-25,15:40:30.100000,0,0.0,0,40547
50,40817,2021-10-25,15:40:30.300000,0,0.0,0,40817
51,41081,2021-10-25,15:40:30.600000,0,0.0,0,41081
52,41350,2021-10-25,15:40:30.900000,0,0.0,0,41350
53,41632,2021-10-25,15:40:31.200000,224,402.027037,4,41632
54,41894,2021-10-25,15:40:31.400000,224,234.256867,4,41894
55,42173,2021-10-25,15:40:31.700000,224,66.486697,4,42173
56,42439,2021-10-25,15:40:32,224,133.594765,4,42439
57,42707,2021-10-25,15:40:32.200000,224,66.486697,4,42707
58,42995,2021-10-25,15:40:32.500000,224,32.932663,4,42995
59,43270,2021-10-25,15:40:32.800000,225,0.0,4,43270
60,43534,2021-10-25,15:40:33.100000,225,32.932663,4,43534
61,43797,2021-10-25,15:40:33.300000,225,200.702833,4,43797
62,44085,2021-10-25,15:40:33.600000,225,66.486697,4,44085
63,44348,2021-10-25,15:40:33.900000,225,368.473003,4,44348
64,44633,2021-10-25,15:40:34.200000,225,32.932663,4,44633
65,44898,2021-10-25,15:40:34.400000,225,200.702833,4,44898
66,45168,2021-10-25,15:40:34.700000,225,66.486697,4,45168
67,45463,2021-10-25,15:40:35,225,100.04073100000001,4,45463
68,45734,2021-10-25,15:40:35.300000,225,234.256867,4,45734
69,46012,2021-10-25,15:40:35.500000,225,66.486697,4,46012
70,46274,2021-10-25,15:40:35.800000,225,133.594765,4,46274
71,46543,2021-10-25,15:40:36.100000,225,167.148799,4,46543
72,46825,2021-10-25,15:40:36.300000,225,267.810901,4,46825
73,47093,2021-10-25,15:40:36.600000,225,100.04073100000001,4,47093
74,47363,2021-10-25,15:40:36.900000,225,167.148799,4,47363
75,47626,2021-10-25,15:40:37.100000,225,234.256867,4,47626
76,47901,2021-10-25,15:40:37.400000,225,32.932663,4,47901
77,48189,2021-10-25,15:40:37.700000,225,167.148799,4,48189
78,48456,2021-10-25,15:40:38,225,66.486697,4,48456
79,48727,2021-10-25,15:40:38.200000,225,66.486697,4,48727
80,49002,2021-10-25,15:40:38.500000,225,167.148799,4,49002
81,49290,2021-10-25,15:40:38.800000,225,32.932663,4,49290
82,49553,2021-10-25,15:40:39.100000,225,267.810901,4,49553
83,49828,2021-10-25,15:40:39.300000,225,100.04073100000001,4,49828
84,50104,2021-10-25,15:40:39.600000,225,66.486697,4,50104
85,50379,2021-10-25,15:40:39.900000,225,32.932663,4,50379
86,50665,2021-10-25,15:40:40.200000,225,234.256867,4,50665
87,50937,2021-10-25,15:40:40.500000,225,133.594765,4,50937
88,51213,2021-10-25,15:40:40.700000,225,0.0,4,51213
89,51482,2021-10-25,15:40:41,225,32.932663,4,51482
90,51764,2021-10-25,15:40:41.300000,225,66.486697,4,51764
91,52042,2021-10-25,15:40:41.600000,226,167.148799,4,52042
92,52305,2021-10-25,15:40:41.800000,226,133.594765,4,52305
93,52582,2021-10-25,15:40:42.100000,226,133.594765,4,52582
94,52855,2021-10-25,15:40:42.400000,226,167.148799,4,52855
95,53138,2021-10-25,15:40:42.700000,226,66.486697,4,53138
96,53419,2021-10-25,15:40:42.900000,226,133.594765,4,53419
97,53687,2021-10-25,15:40:43.200000,226,66.486697,4,53687
98,53956,2021-10-25,15:40:43.500000,226,66.486697,4,53956
99,54225,2021-10-25,15:40:43.700000,226,32.932663,4,54225
100,54524,2021-10-25,15:40:44,226,234.256867,4,54524
101,54795,2021-10-25,15:40:44.300000,226,301.364935,4,54795
102,55072,2021-10-25,15:40:44.600000,226,267.810901,4,55072
103,55344,2021-10-25,15:40:44.900000,226,133.594765,4,55344
104,55614,2021-10-25,15:40:45.100000,226,133.594765,4,55614
105,55897,2021-10-25,15:40:45.400000,226,200.702833,4,55897
106,56172,2021-10-25,15:40:45.700000,226,133.594765,4,56172
107,56446,2021-10-25,15:40:46,226,66.486697,4,56446
108,56715,2021-10-25,15:40:46.200000,226,32.932663,4,56715
109,56992,2021-10-25,15:40:46.500000,226,133.594765,4,56992
110,57272,2021-10-25,15:40:46.800000,226,66.486697,4,57272
111,57535,2021-10-25,15:40:47.100000,226,66.486697,4,57535
112,57804,2021-10-25,15:40:47.300000,226,32.932663,4,57804
113,58074,2021-10-25,15:40:47.600000,226,100.04073100000001,4,58074
114,58348,2021-10-25,15:40:47.900000,226,32.932663,4,58348
115,58636,2021-10-25,15:40:48.200000,226,66.486697,4,58636
116,58904,2021-10-25,15:40:48.400000,226,133.594765,4,58904
117,59174,2021-10-25,15:40:48.700000,226,200.702833,4,59174
118,59438,2021-10-25,15:40:49,226,167.148799,4,59438
119,59725,2021-10-25,15:40:49.200000,226,167.148799,4,59725
120,59994,2021-10-25,15:40:49.500000,226,66.486697,4,59994
121,60272,2021-10-25,15:40:49.800000,226,167.148799,4,60272
122,60538,2021-10-25,15:40:50.100000,226,0.0,4,60538
123,60802,2021-10-25,15:40:50.300000,226,100.04073100000001,4,60802
124,61088,2021-10-25,15:40:50.600000,226,100.04073100000001,4,61088
125,61351,2021-10-25,15:40:50.900000,226,32.932663,4,61351
126,61614,2021-10-25,15:40:51.100000,226,66.486697,4,61614
127,61877,2021-10-25,15:40:51.400000,226,100.04073100000001,4,61877
128,62147,2021-10-25,15:40:51.700000,226,32.932663,4,62147
129,62434,2021-10-25,15:40:52,226,167.148799,4,62434
130,62697,2021-10-25,15:40:52.200000,226,334.918969,4,62697
131,62965,2021-10-25,15:40:52.500000,226,66.486697,4,62965
132,63234,2021-10-25,15:40:52.800000,226,133.594765,4,63234
133,63516,2021-10-25,15:40:53,226,167.148799,4,63516
134,63804,2021-10-25,15:40:53.300000,226,133.594765,4,63804
135,64070,2021-10-25,15:40:53.600000,226,267.810901,4,64070
136,64342,2021-10-25,15:40:53.900000,226,234.256867,4,64342
137,64605,2021-10-25,15:40:54.100000,225,167.148799,4,64605
138,64891,2021-10-25,15:40:54.400000,225,133.594765,4,64891
139,65155,2021-10-25,15:40:54.700000,225,32.932663,4,65155
140,65431,2021-10-25,15:40:54.900000,225,66.486697,4,65431
141,65702,2021-10-25,15:40:55.200000,225,234.256867,4,65702
142,65968,2021-10-25,15:40:55.500000,225,133.594765,4,65968
143,66269,2021-10-25,15:40:55.800000,225,66.486697,4,66269
144,66538,2021-10-25,15:40:56.100000,225,100.04073100000001,4,66538
145,66807,2021-10-25,15:40:56.300000,225,66.486697,4,66807
146,67076,2021-10-25,15:40:56.600000,225,200.702833,4,67076
147,67358,2021-10-25,15:40:56.900000,225,100.04073100000001,4,67358
