,index,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,52403,2021-11-24,19:36:20.800000,0,0.0,0,52403,28
1,52686,2021-11-24,19:36:21.100000,0,0.0,0,52686,28
2,52965,2021-11-24,19:36:21.400000,0,0.0,0,52965,28
3,53235,2021-11-24,19:36:21.700000,0,0.0,0,53235,28
4,53507,2021-11-24,19:36:21.900000,0,0.0,0,53507,28
5,53786,2021-11-24,19:36:22.200000,0,0.0,0,53786,28
6,54047,2021-11-24,19:36:22.500000,0,0.0,0,54047,28
7,54310,2021-11-24,19:36:22.700000,0,0.0,0,54310,28
8,54587,2021-11-24,19:36:23,0,0.0,0,54587,28
9,54848,2021-11-24,19:36:23.300000,0,0.0,0,54848,28
10,55120,2021-11-24,19:36:23.600000,0,0.0,0,55120,28
11,55387,2021-11-24,19:36:23.800000,0,0.0,0,55387,28
12,55650,2021-11-24,19:36:24.100000,0,0.0,0,55650,28
13,55926,2021-11-24,19:36:24.400000,0,0.0,0,55926,28
14,56187,2021-11-24,19:36:24.600000,0,0.0,0,56187,28
15,56457,2021-11-24,19:36:24.900000,0,0.0,0,56457,28
16,56726,2021-11-24,19:36:25.200000,0,0.0,0,56726,28
17,56988,2021-11-24,19:36:25.400000,0,0.0,0,56988,28
18,57257,2021-11-24,19:36:25.700000,0,0.0,0,57257,28
19,57522,2021-11-24,19:36:26,0,0.0,0,57522,28
20,57797,2021-11-24,19:36:26.200000,0,0.0,0,57797,28
21,58072,2021-11-24,19:36:26.500000,0,0.0,0,58072,28
22,58339,2021-11-24,19:36:26.800000,0,0.0,0,58339,28
23,58602,2021-11-24,19:36:27,0,0.0,0,58602,28
24,58871,2021-11-24,19:36:27.300000,0,0.0,0,58871,28
25,59141,2021-11-24,19:36:27.600000,0,0.0,0,59141,28
26,59417,2021-11-24,19:36:27.900000,0,0.0,0,59417,28
27,59678,2021-11-24,19:36:28.100000,0,0.0,0,59678,28
28,59949,2021-11-24,19:36:28.400000,0,0.0,0,59949,28
29,60217,2021-11-24,19:36:28.700000,0,0.0,0,60217,28
30,60479,2021-11-24,19:36:28.900000,0,0.0,0,60479,28
31,60754,2021-11-24,19:36:29.200000,0,0.0,0,60754,28
32,61018,2021-11-24,19:36:29.500000,0,0.0,0,61018,28
33,61284,2021-11-24,19:36:29.700000,0,0.0,0,61284,28
34,61555,2021-11-24,19:36:30,0,0.0,0,61555,28
35,61817,2021-11-24,19:36:30.300000,0,0.0,0,61817,28
36,62095,2021-11-24,19:36:30.500000,0,0.0,0,62095,28
37,62362,2021-11-24,19:36:30.800000,0,0.0,0,62362,28
38,62628,2021-11-24,19:36:31.100000,0,0.0,0,62628,28
39,62900,2021-11-24,19:36:31.300000,0,0.0,0,62900,28
40,63162,2021-11-24,19:36:31.600000,0,0.0,0,63162,28
41,63435,2021-11-24,19:36:31.900000,0,0.0,0,63435,28
42,63702,2021-11-24,19:36:32.100000,0,0.0,0,63702,28
43,63969,2021-11-24,19:36:32.400000,0,0.0,0,63969,28
44,64246,2021-11-24,19:36:32.700000,0,0.0,0,64246,28
45,64508,2021-11-24,19:36:32.900000,0,0.0,0,64508,28
