,rpm,speed,throt_pos,engine_load,bat_volt,duration
47761,929.0,0.0,24,49,14.64,47761
52405,1060.0,0.0,24,49,14.64,52405
52688,1054.0,0.0,24,48,14.64,52688
52967,1074.0,0.0,23,45,14.71,52967
53237,1090.0,0.0,23,45,14.75,53237
53509,1081.0,0.0,23,45,14.67,53509
53789,1074.0,0.0,23,45,14.71,53789
54049,1060.0,0.0,23,46,14.79,54049
54318,1044.0,0.0,23,46,14.71,54318
54589,1036.0,0.0,21,43,14.83,54589
54851,968.0,0.0,22,47,14.73,54851
55122,949.0,0.0,22,47,14.71,55122
55389,997.0,0.0,22,45,14.83,55389
55656,1033.0,0.0,23,48,14.69,55656
55928,1012.0,0.0,23,50,14.66,55928
56189,1010.0,0.0,24,52,14.66,56189
56459,1042.0,0.0,24,49,14.81,56459
56729,1061.0,0.0,24,49,14.75,56729
56990,1087.0,0.0,24,47,14.75,56990
57260,1129.0,0.0,21,40,14.71,57260
57524,1004.0,0.0,22,47,14.65,57524
57805,981.0,0.0,24,56,14.66,57805
58074,941.0,0.0,24,57,14.81,58074
58342,936.0,0.0,24,58,14.88,58342
58604,932.0,0.0,24,58,14.75,58604
58873,919.0,0.0,24,59,14.65,58873
59149,918.0,0.0,24,58,14.71,59149
59419,917.0,0.0,24,57,14.74,59419
59680,928.0,0.0,24,57,14.67,59680
59951,902.0,0.0,24,59,14.58,59951
60220,903.0,0.0,24,59,14.71,60220
60481,909.0,0.0,24,58,14.64,60481
60756,914.0,0.0,24,60,14.61,60756
61020,890.0,0.0,24,60,14.66,61020
61286,899.0,0.0,24,59,14.71,61286
61557,907.0,0.0,24,59,14.63,61557
61819,897.0,0.0,24,60,14.73,61819
62097,895.0,0.0,24,60,14.79,62097
62364,893.0,0.0,24,60,14.74,62364
62635,886.0,0.0,24,61,14.79,62635
62903,898.0,0.0,24,61,14.73,62903
63164,904.0,0.0,24,60,14.71,63164
63437,905.0,0.0,24,61,14.83,63437
63704,904.0,0.0,24,60,14.79,63704
63971,913.0,0.0,24,62,14.5,63971
64248,882.0,0.0,25,62,14.67,64248
64510,927.0,0.0,25,59,14.6,64510
64785,989.0,0.0,25,56,14.54,64785
65048,976.0,0.0,25,57,14.87,65048
65311,981.0,0.0,25,54,14.75,65311
65589,1036.0,0.0,25,51,14.64,65589
65849,1081.0,0.0,25,51,14.85,65849
66117,1088.0,0.0,25,50,14.75,66117
66381,1079.0,0.0,24,51,14.83,66381
66643,1070.0,0.0,24,49,14.75,66643
66912,1064.0,0.0,25,50,14.81,66912
67175,1073.0,0.0,24,50,14.64,67175
67438,1048.0,0.0,25,57,14.7,67438
67709,1008.0,0.0,25,54,14.77,67709
67977,1051.0,0.0,25,53,14.79,67977
68374,1076.0,0.0,25,51,14.71,68374
68639,1108.0,0.0,25,51,14.75,68639
68902,1131.0,0.0,25,52,14.79,68902
69177,1139.0,0.0,26,52,14.79,69177
69440,1166.0,0.0,27,54,14.79,69440
69706,1196.0,0.0,27,54,14.73,69706
69979,1197.0,0.0,27,54,14.74,69979
70240,1204.0,0.0,28,57,14.79,70240
70510,1274.0,0.0,28,54,14.78,70510
70778,1310.0,0.0,28,54,14.79,70778
71047,1283.0,0.0,28,54,14.71,71047
71318,1289.0,0.0,28,54,14.74,71318
71579,1298.0,0.0,28,55,14.71,71579
71847,1288.0,0.0,28,49,14.71,71847
72118,1290.0,0.0,22,36,14.79,72118
72380,1121.0,0.0,25,53,14.58,72380
72656,1017.0,0.0,25,55,14.45,72656
72920,1014.0,0.0,25,57,14.64,72920
73187,974.0,0.0,25,59,14.71,73187
73456,960.0,0.0,25,61,14.48,73456
73719,938.0,0.0,25,62,14.52,73719
73990,925.0,0.0,25,61,14.67,73990
74257,918.0,0.0,25,60,14.67,74257
74526,894.0,0.0,25,60,14.49,74526
74796,921.0,0.0,25,60,14.67,74796
75064,917.0,0.0,25,61,14.77,75064
75332,922.0,0.0,25,60,14.57,75332
75604,925.0,0.0,25,62,14.5,75604
75879,915.0,0.0,24,61,14.66,75879
76149,906.0,0.0,24,61,14.75,76149
76421,912.0,0.0,24,61,14.56,76421
76693,914.0,0.0,24,61,14.64,76693
76974,915.0,0.0,24,60,14.82,76974
77252,914.0,0.0,24,59,14.52,77252
77523,907.0,0.0,24,60,14.64,77523
77790,916.0,0.0,24,60,14.56,77790
78075,919.0,0.0,24,60,14.56,78075
78339,896.0,0.0,24,59,14.58,78339
78607,904.0,0.0,25,68,14.6,78607
78877,893.0,0.0,25,68,14.54,78877
79151,912.0,0.0,25,68,14.5,79151
79414,906.0,0.0,25,67,14.64,79414
79683,894.0,0.0,26,71,14.5,79683
79965,900.0,0.0,26,70,14.48,79965
80240,898.0,0.0,26,72,14.52,80240
80507,918.0,0.0,26,69,14.6,80507
80778,900.0,0.0,25,60,14.54,80778
81047,909.0,0.0,24,62,14.73,81047
81316,896.0,0.0,24,61,14.65,81316
81579,906.0,0.0,24,61,14.64,81579
81842,897.0,0.0,24,61,14.71,81842
82119,909.0,0.0,24,59,14.64,82119
82392,896.0,0.0,24,61,14.5,82392
82661,915.0,0.0,24,60,14.49,82661
82929,903.0,0.0,24,61,14.5,82929
83193,891.0,0.0,24,61,14.46,83193
83462,893.0,0.0,24,61,14.46,83462
83731,898.0,0.0,24,60,14.44,83731
83994,899.0,0.0,24,60,14.46,83994
84268,903.0,0.0,24,60,14.5,84268
84532,904.0,0.0,24,60,14.53,84532
84802,910.0,0.0,24,60,14.61,84802
85082,894.0,0.0,24,59,14.64,85082
85345,886.0,0.0,24,60,14.66,85345
85614,887.0,0.0,24,60,14.62,85614
85882,898.0,0.0,24,60,14.61,85882
86164,893.0,0.0,24,61,14.49,86164
86430,899.0,0.0,24,62,14.54,86430
86699,903.0,0.0,24,60,14.4,86699
86972,902.0,0.0,24,60,14.45,86972
87241,898.0,0.0,23,59,14.42,87241
87516,903.0,0.0,23,57,14.6,87516
87785,897.0,0.0,21,46,14.61,87785
88053,910.0,0.0,21,44,14.71,88053
88324,890.0,0.0,20,42,14.67,88324
88599,899.0,0.0,20,42,14.56,88599
89011,896.0,0.0,20,42,14.56,89011
89274,909.0,0.0,20,43,14.54,89274
89547,896.0,0.0,20,43,14.66,89547
89825,890.0,0.0,21,45,14.71,89825
90105,888.0,0.0,21,44,14.57,90105
90389,881.0,0.0,21,45,14.58,90389
90662,886.0,0.0,21,45,14.52,90662
90926,892.0,0.0,21,46,14.56,90926
91201,892.0,0.0,21,45,14.52,91201
91469,895.0,0.0,21,45,14.53,91469
91739,891.0,0.0,21,45,14.5,91739
92006,888.0,0.0,21,45,14.56,92006
92277,899.0,0.0,21,45,14.62,92277
92546,906.0,0.0,21,45,14.65,92546
92815,892.0,0.0,21,45,14.56,92815
93077,894.0,0.0,21,45,14.46,93077
93345,885.0,0.0,21,45,14.46,93345
93616,901.0,0.0,21,45,14.46,93616
93879,899.0,0.0,21,45,14.49,93879
94153,910.0,0.0,21,45,14.56,94153
94423,901.0,0.0,21,44,14.64,94423
94696,898.0,0.0,21,44,14.63,94696
94961,892.0,0.0,21,45,14.62,94961
95378,892.0,0.0,21,45,14.49,95378
95643,896.0,0.0,21,45,14.48,95643
95919,889.0,0.0,21,46,14.5,95919
96192,894.0,0.0,21,45,14.6,96192
96470,901.0,0.0,21,45,14.63,96470
96744,900.0,0.0,21,45,14.46,96744
97018,903.0,0.0,21,45,14.5,97018
97287,891.0,0.0,21,46,14.46,97287
97552,877.0,0.0,21,46,14.48,97552
