,rpm,speed,throt_pos,engine_load,bat_volt,duration,trip_id,utcdate
0,0.0,0.0,32,0,12.33,14876,13,2021-11-16
1,0.0,0.0,32,0,12.34,19580,13,2021-11-16
2,0.0,0.0,32,0,12.33,19850,13,2021-11-16
3,0.0,0.0,32,0,12.33,20119,13,2021-11-16
4,0.0,0.0,32,0,12.34,20387,13,2021-11-16
5,0.0,0.0,32,0,12.34,20651,13,2021-11-16
6,0.0,0.0,32,0,12.34,20925,13,2021-11-16
7,0.0,0.0,32,0,12.34,21188,13,2021-11-16
8,0.0,0.0,32,0,12.33,21457,13,2021-11-16
9,0.0,0.0,32,0,12.34,21726,13,2021-11-16
10,0.0,0.0,32,0,12.34,21989,13,2021-11-16
11,0.0,0.0,32,0,12.33,22256,13,2021-11-16
12,0.0,0.0,32,0,12.34,22528,13,2021-11-16
13,0.0,0.0,32,0,12.35,22790,13,2021-11-16
14,0.0,0.0,32,0,12.36,23065,13,2021-11-16
15,0.0,0.0,32,0,12.35,23328,13,2021-11-16
16,0.0,0.0,32,0,12.36,23596,13,2021-11-16
17,0.0,0.0,32,0,12.37,23866,13,2021-11-16
18,0.0,0.0,32,0,12.37,24131,13,2021-11-16
19,0.0,0.0,32,0,12.37,24400,13,2021-11-16
20,0.0,0.0,32,0,12.37,24670,13,2021-11-16
21,0.0,0.0,32,0,12.38,24944,13,2021-11-16
22,0.0,0.0,32,0,12.38,25213,13,2021-11-16
23,0.0,0.0,32,0,12.34,25477,13,2021-11-16
24,0.0,0.0,32,0,12.35,25751,13,2021-11-16
25,0.0,0.0,32,0,12.35,26014,13,2021-11-16
26,0.0,0.0,32,0,12.35,26280,13,2021-11-16
27,0.0,0.0,32,0,12.36,26546,13,2021-11-16
28,0.0,0.0,32,0,12.35,26808,13,2021-11-16
29,0.0,0.0,32,0,12.36,27077,13,2021-11-16
30,0.0,0.0,32,0,12.35,27340,13,2021-11-16
31,0.0,0.0,32,0,12.35,27608,13,2021-11-16
32,0.0,0.0,32,0,12.35,27872,13,2021-11-16
33,0.0,0.0,32,0,12.35,28135,13,2021-11-16
34,0.0,0.0,32,0,12.35,28404,13,2021-11-16
35,0.0,0.0,32,0,12.36,28666,13,2021-11-16
36,0.0,0.0,32,0,12.35,28934,13,2021-11-16
37,0.0,0.0,32,0,12.36,29198,13,2021-11-16
38,0.0,0.0,32,0,12.35,29467,13,2021-11-16
39,0.0,0.0,32,0,12.35,29730,13,2021-11-16
40,0.0,0.0,32,0,12.35,29993,13,2021-11-16
41,0.0,0.0,32,0,12.35,30262,13,2021-11-16
42,0.0,0.0,32,0,12.35,30524,13,2021-11-16
43,0.0,0.0,32,0,12.36,30793,13,2021-11-16
44,0.0,0.0,32,0,12.35,31056,13,2021-11-16
45,0.0,0.0,32,0,12.35,31320,13,2021-11-16
46,0.0,0.0,32,0,12.39,31588,13,2021-11-16
47,0.0,0.0,32,0,12.39,31851,13,2021-11-16
48,0.0,0.0,32,0,12.4,32119,13,2021-11-16
49,0.0,0.0,32,0,12.4,32384,13,2021-11-16
50,0.0,0.0,32,0,12.4,32650,13,2021-11-16
51,0.0,0.0,32,0,12.4,32914,13,2021-11-16
52,0.0,0.0,32,0,12.41,33177,13,2021-11-16
53,0.0,0.0,32,0,12.41,33445,13,2021-11-16
54,0.0,0.0,32,0,12.42,33709,13,2021-11-16
55,0.0,0.0,32,0,12.41,33977,13,2021-11-16
56,0.0,0.0,32,0,12.42,34241,13,2021-11-16
57,,,,,12.33,34504,13,2021-11-16
58,0.0,0.0,32,0,12.32,41075,13,2021-11-16
59,0.0,0.0,32,0,12.33,41344,13,2021-11-16
60,0.0,0.0,32,0,12.32,41617,13,2021-11-16
61,0.0,0.0,32,0,12.33,41888,13,2021-11-16
62,0.0,0.0,32,0,12.34,42151,13,2021-11-16
63,0.0,0.0,32,0,12.34,42432,13,2021-11-16
64,0.0,0.0,32,0,12.32,42717,13,2021-11-16
65,0.0,0.0,32,0,12.32,42994,13,2021-11-16
66,0.0,0.0,32,0,12.32,43266,13,2021-11-16
67,0.0,0.0,32,0,12.33,43533,13,2021-11-16
68,0.0,0.0,32,0,12.31,43802,13,2021-11-16
69,0.0,0.0,32,0,12.32,44065,13,2021-11-16
70,0.0,0.0,32,0,12.33,44333,13,2021-11-16
71,0.0,0.0,32,0,12.33,44603,13,2021-11-16
72,0.0,0.0,32,0,12.33,44866,13,2021-11-16
73,0.0,0.0,32,0,12.32,45138,13,2021-11-16
74,0.0,0.0,32,0,12.34,45406,13,2021-11-16
75,0.0,0.0,32,0,12.33,45712,13,2021-11-16
76,0.0,0.0,32,0,12.33,45979,13,2021-11-16
77,0.0,0.0,32,0,12.33,46254,13,2021-11-16
78,0.0,0.0,32,0,12.33,46517,13,2021-11-16
79,0.0,0.0,32,0,12.34,46780,13,2021-11-16
80,0.0,0.0,32,0,12.33,47056,13,2021-11-16
81,0.0,0.0,32,0,12.34,47331,13,2021-11-16
82,0.0,0.0,32,0,12.34,47606,13,2021-11-16
83,0.0,0.0,32,0,12.34,47869,13,2021-11-16
84,0.0,0.0,32,0,12.33,48133,13,2021-11-16
85,0.0,0.0,32,0,12.34,48417,13,2021-11-16
86,0.0,0.0,32,0,12.34,48683,13,2021-11-16
87,0.0,0.0,32,0,12.33,48952,13,2021-11-16
88,0.0,0.0,32,0,12.33,49220,13,2021-11-16
89,0.0,0.0,32,0,12.35,49490,13,2021-11-16
90,0.0,0.0,32,0,12.34,49771,13,2021-11-16
91,0.0,0.0,32,0,12.34,50046,13,2021-11-16
92,0.0,0.0,32,0,12.35,50315,13,2021-11-16
93,0.0,0.0,32,0,12.35,50585,13,2021-11-16
94,0.0,0.0,32,0,12.35,50857,13,2021-11-16
95,0.0,0.0,32,0,12.37,51129,13,2021-11-16
96,0.0,0.0,32,0,12.37,51405,13,2021-11-16
97,0.0,0.0,32,0,12.37,51679,13,2021-11-16
98,0.0,0.0,32,0,12.37,51948,13,2021-11-16
99,0.0,0.0,32,0,12.37,52215,13,2021-11-16
100,0.0,0.0,32,0,12.37,52486,13,2021-11-16
101,0.0,0.0,32,0,12.37,52749,13,2021-11-16
102,0.0,0.0,32,0,12.37,53025,13,2021-11-16
103,0.0,0.0,32,0,12.37,53298,13,2021-11-16
104,0.0,0.0,32,0,12.36,53566,13,2021-11-16
105,0.0,0.0,32,0,12.35,53831,13,2021-11-16
106,0.0,0.0,32,0,12.35,54094,13,2021-11-16
107,0.0,0.0,32,0,12.36,54363,13,2021-11-16
108,0.0,0.0,32,0,12.35,54626,13,2021-11-16
109,0.0,0.0,32,0,12.36,54892,13,2021-11-16
110,0.0,0.0,32,0,12.35,55157,13,2021-11-16
111,0.0,0.0,32,0,12.35,55426,13,2021-11-16
112,0.0,0.0,32,0,12.36,55689,13,2021-11-16
113,0.0,0.0,32,0,12.35,55952,13,2021-11-16
114,0.0,0.0,32,0,12.34,56215,13,2021-11-16
115,0.0,0.0,32,0,12.35,56477,13,2021-11-16
116,0.0,0.0,32,0,12.35,56745,13,2021-11-16
117,0.0,0.0,32,0,12.34,57009,13,2021-11-16
118,0.0,0.0,32,0,12.35,57272,13,2021-11-16
119,0.0,0.0,32,0,12.35,57541,13,2021-11-16
120,0.0,0.0,32,0,12.36,57803,13,2021-11-16
121,0.0,0.0,32,0,12.35,58073,13,2021-11-16
122,0.0,0.0,32,0,12.36,58336,13,2021-11-16
123,0.0,0.0,32,0,12.36,58598,13,2021-11-16
124,0.0,0.0,32,0,12.37,58861,13,2021-11-16
125,0.0,0.0,32,0,12.37,59123,13,2021-11-16
126,0.0,0.0,32,0,12.36,59393,13,2021-11-16
127,0.0,0.0,32,0,12.39,59656,13,2021-11-16
128,0.0,0.0,32,0,12.39,59922,13,2021-11-16
129,0.0,0.0,32,0,12.41,60187,13,2021-11-16
130,0.0,0.0,32,0,12.41,60449,13,2021-11-16
131,0.0,0.0,32,0,12.41,60719,13,2021-11-16
132,0.0,0.0,32,0,12.41,60982,13,2021-11-16
133,0.0,0.0,32,0,12.41,61249,13,2021-11-16
134,0.0,0.0,32,0,12.41,61513,13,2021-11-16
135,0.0,0.0,32,0,12.41,61775,13,2021-11-16
136,0.0,0.0,32,0,12.42,62046,13,2021-11-16
137,0.0,0.0,32,0,12.42,62308,13,2021-11-16
