,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,2021-11-16,22:21:26.600000,0,0.0,0,19578,13
1,2021-11-16,22:21:26.900000,0,0.0,0,19847,13
2,2021-11-16,22:21:27.100000,0,0.0,0,20117,13
3,2021-11-16,22:21:27.400000,0,0.0,0,20385,13
4,2021-11-16,22:21:27.700000,0,0.0,0,20648,13
5,2021-11-16,22:21:27.900000,0,0.0,0,20923,13
6,2021-11-16,22:21:28.200000,0,0.0,0,21186,13
7,2021-11-16,22:21:28.500000,0,0.0,0,21449,13
8,2021-11-16,22:21:28.700000,0,0.0,0,21724,13
9,2021-11-16,22:21:29,0,0.0,0,21987,13
10,2021-11-16,22:21:29.300000,0,0.0,0,22254,13
11,2021-11-16,22:21:29.500000,0,0.0,0,22524,13
12,2021-11-16,22:21:29.800000,0,0.0,0,22788,13
13,2021-11-16,22:21:30.100000,0,0.0,0,23063,13
14,2021-11-16,22:21:30.300000,0,0.0,0,23326,13
15,2021-11-16,22:21:30.600000,0,0.0,0,23589,13
16,2021-11-16,22:21:30.900000,0,0.0,0,23864,13
17,2021-11-16,22:21:31.100000,201,167.148799,6,24129,13
18,2021-11-16,22:21:31.400000,201,66.486697,6,24397,13
19,2021-11-16,22:21:31.700000,201,133.594765,6,24667,13
20,2021-11-16,22:21:31.900000,201,200.702833,6,24937,13
21,2021-11-16,22:21:32.200000,201,66.486697,6,25210,13
22,2021-11-16,22:21:32.500000,201,167.148799,6,25474,13
23,2021-11-16,22:21:32.700000,201,100.04073100000001,6,25749,13
24,2021-11-16,22:21:33,201,66.486697,6,26011,13
25,2021-11-16,22:21:33.300000,201,66.486697,6,26273,13
26,2021-11-16,22:21:33.500000,201,200.702833,6,26543,13
27,2021-11-16,22:21:33.800000,201,100.04073100000001,6,26806,13
28,2021-11-16,22:21:34.100000,201,66.486697,6,27075,13
29,2021-11-16,22:21:34.300000,201,100.04073100000001,6,27337,13
30,2021-11-16,22:21:34.600000,202,32.932663,6,27606,13
31,2021-11-16,22:21:34.900000,202,234.256867,6,27870,13
32,2021-11-16,22:21:35.100000,202,66.486697,6,28133,13
33,2021-11-16,22:21:35.400000,202,32.932663,6,28401,13
34,2021-11-16,22:21:35.700000,202,32.932663,6,28663,13
35,2021-11-16,22:21:35.900000,202,0.0,6,28931,13
36,2021-11-16,22:21:36.200000,202,133.594765,6,29196,13
37,2021-11-16,22:21:36.500000,202,100.04073100000001,6,29459,13
38,2021-11-16,22:21:36.700000,202,32.932663,6,29727,13
39,2021-11-16,22:21:37,202,133.594765,6,29990,13
40,2021-11-16,22:21:37.300000,202,133.594765,6,30260,13
41,2021-11-16,22:21:37.500000,202,32.932663,6,30522,13
42,2021-11-16,22:21:37.800000,203,32.932663,6,30784,13
43,2021-11-16,22:21:38,203,66.486697,6,31053,13
44,2021-11-16,22:21:38.300000,203,200.702833,6,31316,13
45,2021-11-16,22:21:38.600000,203,234.256867,6,31586,13
46,2021-11-16,22:21:38.800000,203,66.486697,6,31848,13
47,2021-11-16,22:21:39.100000,203,66.486697,6,32117,13
48,2021-11-16,22:21:39.400000,203,100.04073100000001,6,32380,13
49,2021-11-16,22:21:39.600000,203,133.594765,6,32643,13
50,2021-11-16,22:21:39.900000,204,100.04073100000001,6,32911,13
51,2021-11-16,22:21:40.200000,204,167.148799,6,33174,13
52,2021-11-16,22:21:40.400000,204,66.486697,6,33443,13
53,2021-11-16,22:21:40.700000,204,100.04073100000001,6,33707,13
54,2021-11-16,22:21:41,204,133.594765,6,33970,13
55,2021-11-16,22:21:40.200000,204,66.486697,7,34238,13
56,2021-11-16,22:21:40.500000,204,200.702833,7,34501,13
57,2021-11-16,22:21:47.100000,214,66.486697,7,41073,13
58,2021-11-16,22:21:47.300000,213,133.594765,7,41340,13
59,2021-11-16,22:21:47.600000,212,0.0,7,41610,13
60,2021-11-16,22:21:47.900000,213,133.594765,7,41885,13
61,2021-11-16,22:21:48.100000,213,100.04073100000001,7,42148,13
62,2021-11-16,22:21:48.400000,212,32.932663,7,42430,13
63,2021-11-16,22:21:48.700000,212,66.486697,7,42714,13
64,2021-11-16,22:21:49,212,32.932663,7,42987,13
65,2021-11-16,22:21:49.300000,212,0.0,7,43262,13
66,2021-11-16,22:21:49.500000,212,32.932663,7,43531,13
67,2021-11-16,22:21:49.800000,212,66.486697,7,43800,13
68,2021-11-16,22:21:50.100000,212,100.04073100000001,7,44062,13
69,2021-11-16,22:21:50.300000,212,133.594765,7,44325,13
70,2021-11-16,22:21:50.600000,212,100.04073100000001,7,44601,13
71,2021-11-16,22:21:50.900000,212,167.148799,7,44864,13
72,2021-11-16,22:21:51.100000,212,100.04073100000001,7,45135,13
73,2021-11-16,22:21:51.400000,212,133.594765,7,45403,13
74,2021-11-16,22:21:51.700000,212,32.932663,7,45709,13
75,2021-11-16,22:21:52,212,32.932663,7,45976,13
76,2021-11-16,22:21:52.200000,212,133.594765,7,46245,13
77,2021-11-16,22:21:52.500000,212,100.04073100000001,7,46515,13
78,2021-11-16,22:21:52.800000,212,100.04073100000001,7,46778,13
79,2021-11-16,22:21:53.100000,212,234.256867,7,47053,13
80,2021-11-16,22:21:53.300000,212,66.486697,7,47329,13
81,2021-11-16,22:21:53.600000,212,66.486697,7,47597,13
82,2021-11-16,22:21:53.900000,212,66.486697,7,47866,13
83,2021-11-16,22:21:54.100000,212,66.486697,7,48130,13
84,2021-11-16,22:21:54.400000,212,66.486697,7,48414,13
85,2021-11-16,22:21:54.700000,212,66.486697,7,48679,13
86,2021-11-16,22:21:54.900000,212,100.04073100000001,7,48944,13
87,2021-11-16,22:21:55.200000,212,66.486697,7,49217,13
88,2021-11-16,22:21:55.500000,212,32.932663,7,49487,13
89,2021-11-16,22:21:55.800000,212,100.04073100000001,7,49768,13
90,2021-11-16,22:21:56,212,32.932663,7,50043,13
91,2021-11-16,22:21:56.300000,212,100.04073100000001,7,50312,13
92,2021-11-16,22:21:56.600000,212,32.932663,7,50582,13
93,2021-11-16,22:21:56.800000,212,100.04073100000001,7,50850,13
94,2021-11-16,22:21:57.100000,212,32.932663,7,51127,13
95,2021-11-16,22:21:57.400000,212,66.486697,7,51402,13
96,2021-11-16,22:21:57.700000,213,200.702833,7,51677,13
97,2021-11-16,22:21:57.900000,213,66.486697,7,51945,13
98,2021-11-16,22:21:58.200000,213,0.0,7,52208,13
99,2021-11-16,22:21:58.500000,213,100.04073100000001,7,52484,13
100,2021-11-16,22:21:58.700000,213,100.04073100000001,7,52746,13
101,2021-11-16,22:21:59,213,66.486697,7,53022,13
102,2021-11-16,22:21:59.300000,213,100.04073100000001,7,53296,13
103,2021-11-16,22:21:59.600000,213,133.594765,7,53560,13
104,2021-11-16,22:21:59.800000,213,100.04073100000001,7,53828,13
105,2021-11-16,22:22:00.100000,213,167.148799,7,54091,13
106,2021-11-16,22:22:00.400000,213,167.148799,7,54361,13
107,2021-11-16,22:22:00.600000,213,100.04073100000001,7,54623,13
108,2021-11-16,22:22:00.900000,213,100.04073100000001,7,54890,13
109,2021-11-16,22:22:01.100000,213,100.04073100000001,7,55154,13
110,2021-11-16,22:22:01.400000,213,133.594765,7,55417,13
111,2021-11-16,22:22:01.700000,213,32.932663,7,55687,13
112,2021-11-16,22:22:01.900000,212,167.148799,7,55949,13
113,2021-11-16,22:22:02.200000,212,100.04073100000001,7,56212,13
114,2021-11-16,22:22:02.500000,212,66.486697,7,56474,13
115,2021-11-16,22:22:02.700000,212,32.932663,7,56737,13
116,2021-11-16,22:22:03,212,133.594765,7,57007,13
117,2021-11-16,22:22:03.300000,212,100.04073100000001,7,57269,13
118,2021-11-16,22:22:03.500000,212,66.486697,7,57538,13
119,2021-11-16,22:22:03.800000,212,32.932663,7,57801,13
120,2021-11-16,22:22:04.100000,212,66.486697,7,58064,13
121,2021-11-16,22:22:04.300000,212,66.486697,7,58333,13
122,2021-11-16,22:22:04.600000,212,100.04073100000001,7,58595,13
123,2021-11-16,22:22:04.900000,212,0.0,7,58858,13
124,2021-11-16,22:22:05.100000,212,167.148799,7,59121,13
125,2021-11-16,22:22:05.400000,211,100.04073100000001,7,59389,13
126,2021-11-16,22:22:05.600000,211,133.594765,7,59653,13
127,2021-11-16,22:22:05.900000,211,234.256867,7,59915,13
128,2021-11-16,22:22:06.200000,211,66.486697,7,60184,13
129,2021-11-16,22:22:06.400000,211,100.04073100000001,7,60447,13
130,2021-11-16,22:22:06.700000,211,100.04073100000001,7,60716,13
131,2021-11-16,22:22:07,211,200.702833,7,60979,13
132,2021-11-16,22:22:07.200000,211,66.486697,7,61242,13
133,2021-11-16,22:22:07.500000,211,133.594765,7,61511,13
134,2021-11-16,22:22:07.800000,211,66.486697,7,61773,13
135,2021-11-16,22:22:08,211,32.932663,7,62043,13
136,2021-11-16,22:22:08.300000,211,0.0,7,62305,13
137,2021-11-16,22:22:08.600000,211,100.04073100000001,7,62568,13
