,index,rpm,speed,throt_pos,engine_load,bat_volt,duration
0,8630,0.0,0.0,32,0,12.45,8630
1,9424,0.0,0.0,32,0,12.45,9424
2,9687,0.0,0.0,32,0,12.45,9687
3,9973,0.0,0.0,32,0,12.45,9973
4,10237,0.0,0.0,32,0,12.45,10237
5,10501,0.0,0.0,32,0,12.45,10501
6,10775,0.0,0.0,32,0,12.45,10775
7,11052,0.0,0.0,32,0,12.44,11052
8,11326,0.0,0.0,32,0,12.45,11326
9,11595,0.0,0.0,32,0,12.45,11595
10,11870,0.0,0.0,32,0,12.45,11870
11,12146,0.0,0.0,32,0,12.45,12146
12,12414,0.0,0.0,32,0,12.46,12414
13,12678,0.0,0.0,32,0,12.45,12678
14,12946,0.0,0.0,32,0,12.45,12946
15,13220,0.0,0.0,32,0,12.45,13220
16,13492,0.0,0.0,32,0,12.45,13492
17,13762,0.0,0.0,32,0,12.46,13762
18,14044,0.0,0.0,32,0,12.46,14044
19,14311,0.0,0.0,32,0,12.46,14311
20,14587,0.0,0.0,32,0,12.46,14587
21,14854,0.0,0.0,32,0,12.46,14854
22,15122,0.0,0.0,32,0,12.48,15122
23,15386,0.0,0.0,32,0,12.46,15386
24,15654,0.0,0.0,32,0,12.48,15654
25,15938,0.0,0.0,32,0,12.46,15938
26,16212,0.0,0.0,32,0,12.48,16212
27,16487,0.0,0.0,32,0,12.46,16487
28,16756,0.0,0.0,32,0,12.46,16756
29,17020,0.0,0.0,32,0,12.46,17020
30,17307,0.0,0.0,32,0,12.46,17307
31,17575,0.0,0.0,32,0,12.49,17575
32,17855,0.0,0.0,32,0,12.5,17855
33,18121,0.0,0.0,32,0,12.5,18121
34,18401,0.0,0.0,32,0,12.5,18401
35,18671,0.0,0.0,32,0,12.5,18671
36,18947,0.0,0.0,32,0,12.5,18947
37,19227,0.0,0.0,32,0,12.5,19227
38,19496,0.0,0.0,32,0,12.5,19496
39,19777,0.0,0.0,32,0,12.52,19777
40,20046,0.0,0.0,32,0,12.52,20046
41,20310,0.0,0.0,32,0,12.5,20310
42,20582,0.0,0.0,32,0,12.48,20582
43,20848,0.0,0.0,32,0,12.49,20848
44,21116,0.0,0.0,32,0,12.48,21116
45,21380,0.0,0.0,32,0,12.48,21380
46,21642,0.0,0.0,32,0,12.49,21642
47,21912,0.0,0.0,32,0,12.5,21912
48,22179,0.0,0.0,32,0,12.49,22179
49,22449,0.0,0.0,32,0,12.5,22449
50,22712,0.0,0.0,32,0,12.49,22712
51,22979,0.0,0.0,32,0,12.49,22979
52,23243,0.0,0.0,32,0,12.49,23243
53,23506,0.0,0.0,32,0,12.49,23506
54,23776,0.0,0.0,32,0,12.49,23776
55,24039,0.0,0.0,32,0,12.49,24039
56,24305,0.0,0.0,32,0,12.49,24305
57,24569,0.0,0.0,32,0,12.49,24569
58,24833,0.0,0.0,32,0,12.5,24833
59,25102,0.0,0.0,32,0,12.5,25102
60,25365,0.0,0.0,32,0,12.49,25365
61,25632,0.0,0.0,32,0,12.49,25632
62,25896,0.0,0.0,32,0,12.49,25896
63,26179,0.0,0.0,32,0,12.5,26179
64,26446,0.0,0.0,32,0,12.48,26446
65,26710,0.0,0.0,32,0,12.53,26710
66,26973,0.0,0.0,32,0,12.54,26973
67,27236,0.0,0.0,32,0,12.55,27236
68,27510,0.0,0.0,32,0,12.54,27510
69,27773,0.0,0.0,32,0,12.56,27773
70,28043,0.0,0.0,32,0,12.56,28043
71,28304,0.0,0.0,32,0,12.56,28304
72,28567,0.0,0.0,32,0,12.57,28567
73,28836,0.0,0.0,32,0,12.57,28836
74,29100,0.0,0.0,32,0,12.57,29100
75,29363,0.0,0.0,32,0,12.58,29363
76,29631,0.0,,,,,29631
