,utcdate,utctime,alt,speed_mph,n_sats
9421,2021-10-30,20:02:34.300000,191,0.0,12
9684,2021-10-30,20:02:34.600000,191,100.04073100000001,12
9971,2021-10-30,20:02:34.800000,191,100.04073100000001,12
10234,2021-10-30,20:02:35.100000,191,0.0,12
10499,2021-10-30,20:02:35.400000,191,66.486697,12
10772,2021-10-30,20:02:35.600000,191,100.04073100000001,12
11048,2021-10-30,20:02:35.900000,191,133.594765,12
11323,2021-10-30,20:02:36.200000,191,133.594765,12
11592,2021-10-30,20:02:36.500000,191,167.148799,12
11862,2021-10-30,20:02:36.700000,191,100.04073100000001,12
12143,2021-10-30,20:02:37,191,167.148799,12
12411,2021-10-30,20:02:37.300000,191,167.148799,12
12675,2021-10-30,20:02:37.600000,191,234.256867,12
12943,2021-10-30,20:02:37.800000,191,167.148799,12
13212,2021-10-30,20:02:38.100000,191,133.594765,12
13490,2021-10-30,20:02:38.400000,191,66.486697,12
13759,2021-10-30,20:02:38.600000,191,66.486697,12
14042,2021-10-30,20:02:38.900000,191,66.486697,12
14308,2021-10-30,20:02:39.200000,191,66.486697,12
14585,2021-10-30,20:02:39.500000,191,66.486697,12
14852,2021-10-30,20:02:39.700000,191,100.04073100000001,12
15114,2021-10-30,20:02:40,191,66.486697,12
15383,2021-10-30,20:02:40.300000,191,100.04073100000001,12
15652,2021-10-30,20:02:40.500000,190,32.932663,12
15935,2021-10-30,20:02:40.800000,190,100.04073100000001,12
16210,2021-10-30,20:02:41.100000,190,200.702833,12
16480,2021-10-30,20:02:41.400000,190,32.932663,12
16753,2021-10-30,20:02:41.600000,190,200.702833,12
17018,2021-10-30,20:02:41.900000,190,66.486697,12
17304,2021-10-30,20:02:42.200000,190,234.256867,12
17573,2021-10-30,20:02:42.400000,190,133.594765,12
17853,2021-10-30,20:02:42.700000,190,32.932663,12
18118,2021-10-30,20:02:43,190,32.932663,12
18393,2021-10-30,20:02:43.300000,190,66.486697,12
18668,2021-10-30,20:02:43.500000,190,133.594765,12
18945,2021-10-30,20:02:43.800000,190,234.256867,12
19224,2021-10-30,20:02:44.100000,190,133.594765,12
19494,2021-10-30,20:02:44.400000,190,32.932663,12
19769,2021-10-30,20:02:44.600000,190,100.04073100000001,12
20044,2021-10-30,20:02:44.900000,190,100.04073100000001,12
20307,2021-10-30,20:02:45.200000,190,66.486697,12
20579,2021-10-30,20:02:45.500000,190,167.148799,12
20845,2021-10-30,20:02:45.700000,189,66.486697,12
21108,2021-10-30,20:02:46,189,66.486697,12
21377,2021-10-30,20:02:46.300000,189,200.702833,12
21639,2021-10-30,20:02:46.500000,189,32.932663,12
21909,2021-10-30,20:02:46.800000,189,267.810901,12
22177,2021-10-30,20:02:47.100000,189,66.486697,12
22446,2021-10-30,20:02:47.300000,189,66.486697,12
22709,2021-10-30,20:02:47.600000,189,66.486697,12
22972,2021-10-30,20:02:47.800000,189,200.702833,12
23241,2021-10-30,20:02:48.100000,189,100.04073100000001,12
23504,2021-10-30,20:02:48.400000,189,200.702833,12
23773,2021-10-30,20:02:48.600000,189,32.932663,12
24036,2021-10-30,20:02:48.900000,189,32.932663,12
24298,2021-10-30,20:02:49.200000,189,334.918969,12
24567,2021-10-30,20:02:49.400000,189,133.594765,12
24829,2021-10-30,20:02:49.700000,189,167.148799,12
25099,2021-10-30,20:02:50,189,100.04073100000001,12
25362,2021-10-30,20:02:50.200000,189,100.04073100000001,12
25629,2021-10-30,20:02:50.500000,189,32.932663,12
25893,2021-10-30,20:02:50.800000,189,133.594765,12
26156,2021-10-30,20:02:51,189,200.702833,12
26444,2021-10-30,20:02:51.300000,189,100.04073100000001,12
26706,2021-10-30,20:02:51.600000,189,133.594765,12
26970,2021-10-30,20:02:51.800000,189,133.594765,12
27233,2021-10-30,20:02:52.100000,189,66.486697,12
27502,2021-10-30,20:02:52.400000,189,133.594765,12
27770,2021-10-30,20:02:52.600000,189,167.148799,12
28040,2021-10-30,20:02:52.900000,189,100.04073100000001,12
28302,2021-10-30,20:02:53.200000,189,0.0,12
28565,2021-10-30,20:02:53.400000,189,100.04073100000001,12
28828,2021-10-30,20:02:53.700000,189,234.256867,12
29096,2021-10-30,20:02:54,189,32.932663,12
29360,2021-10-30,20:02:54.200000,189,66.486697,12
29629,2021-10-30,20:02:54.500000,189,32.932663,12
