,rpm,speed,throt_pos,engine_load,bat_volt,duration,trip_id,utcdate
0,1324.0,0.0,24,38,14.65,50804,31,2021-11-28
1,1323.0,0.0,24,38,14.66,55454,31,2021-11-28
2,1326.0,0.0,24,38,14.67,55716,31,2021-11-28
3,1319.0,0.0,23,37,14.67,55988,31,2021-11-28
4,1312.0,0.0,23,37,14.67,56255,31,2021-11-28
5,1303.0,0.0,23,38,14.64,56518,31,2021-11-28
6,1289.0,0.0,23,39,14.65,56793,31,2021-11-28
7,1276.0,0.0,23,38,14.67,57068,31,2021-11-28
8,1272.0,0.0,23,38,14.64,57336,31,2021-11-28
9,1247.0,0.0,23,37,14.67,57603,31,2021-11-28
10,1244.0,0.0,23,38,14.67,57871,31,2021-11-28
11,1226.0,0.0,23,38,14.67,58138,31,2021-11-28
12,1219.0,0.0,23,39,14.64,58406,31,2021-11-28
13,1206.0,0.0,23,39,14.64,58677,31,2021-11-28
14,1198.0,0.0,23,38,14.67,58945,31,2021-11-28
15,1197.0,0.0,23,39,14.67,59207,31,2021-11-28
16,1177.0,0.0,22,38,14.66,59475,31,2021-11-28
17,1178.0,0.0,22,39,14.63,59743,31,2021-11-28
18,1168.0,0.0,22,39,14.65,60010,31,2021-11-28
19,1155.0,0.0,22,39,14.66,60283,31,2021-11-28
20,1148.0,0.0,22,40,14.69,60553,31,2021-11-28
21,1142.0,0.0,22,39,14.58,60821,31,2021-11-28
22,1126.0,0.0,22,39,14.62,61091,31,2021-11-28
23,1121.0,0.0,22,40,14.63,61353,31,2021-11-28
24,1102.0,0.0,22,40,14.62,61623,31,2021-11-28
25,1097.0,0.0,22,40,14.67,61892,31,2021-11-28
26,1096.0,0.0,21,40,14.64,62159,31,2021-11-28
27,1076.0,0.0,21,41,14.57,62431,31,2021-11-28
28,1057.0,0.0,21,41,14.63,62693,31,2021-11-28
29,1048.0,0.0,21,40,14.67,62963,31,2021-11-28
30,1046.0,0.0,21,40,14.6,63234,31,2021-11-28
31,1047.0,0.0,21,40,14.67,63507,31,2021-11-28
