,index,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,43016,2021-10-27,18:24:16.200000,0,0.0,0,43016,6
1,43278,2021-10-27,18:24:16.500000,0,0.0,0,43278,6
2,43546,2021-10-27,18:24:16.800000,0,0.0,0,43546,6
3,43810,2021-10-27,18:24:17,0,0.0,0,43810,6
4,44073,2021-10-27,18:24:17.300000,0,0.0,0,44073,6
5,44342,2021-10-27,18:24:17.500000,0,0.0,0,44342,6
6,44606,2021-10-27,18:24:17.800000,0,0.0,0,44606,6
7,44867,2021-10-27,18:24:18.100000,0,0.0,0,44867,6
8,45143,2021-10-27,18:24:18.400000,0,0.0,0,45143,6
9,45406,2021-10-27,18:24:18.600000,0,0.0,0,45406,6
10,45678,2021-10-27,18:24:18.900000,0,0.0,0,45678,6
11,45944,2021-10-27,18:24:19.200000,0,0.0,0,45944,6
12,46205,2021-10-27,18:24:19.400000,0,0.0,0,46205,6
13,46478,2021-10-27,18:24:19.700000,0,0.0,0,46478,6
14,46745,2021-10-27,18:24:20,0,0.0,0,46745,6
15,47012,2021-10-27,18:24:20.200000,0,0.0,0,47012,6
16,47279,2021-10-27,18:24:20.500000,0,0.0,0,47279,6
17,47545,2021-10-27,18:24:20.800000,0,0.0,0,47545,6
18,47816,2021-10-27,18:24:21,0,0.0,0,47816,6
19,48090,2021-10-27,18:24:21.300000,0,0.0,0,48090,6
20,48365,2021-10-27,18:24:21.600000,0,0.0,0,48365,6
21,48636,2021-10-27,18:24:21.800000,0,0.0,0,48636,6
22,48910,2021-10-27,18:24:22.100000,0,0.0,0,48910,6
23,49172,2021-10-27,18:24:22.400000,0,0.0,0,49172,6
24,49437,2021-10-27,18:24:22.600000,0,0.0,0,49437,6
25,49710,2021-10-27,18:24:22.900000,0,0.0,0,49710,6
26,49986,2021-10-27,18:24:23.200000,0,0.0,0,49986,6
27,50248,2021-10-27,18:24:23.500000,0,0.0,0,50248,6
28,50515,2021-10-27,18:24:23.700000,0,0.0,0,50515,6
29,50786,2021-10-27,18:24:24,0,0.0,0,50786,6
30,51060,2021-10-27,18:24:24.300000,0,0.0,0,51060,6
