,index,utcdate,utctime,alt,speed_mph,n_sats,duration
0,50622,2021-10-30,20:08:16.800000,0,0.0,0,50622
1,50886,2021-10-30,20:08:17.100000,0,0.0,0,50886
2,51154,2021-10-30,20:08:17.300000,0,0.0,0,51154
3,51418,2021-10-30,20:08:17.600000,0,0.0,0,51418
4,51680,2021-10-30,20:08:17.900000,0,0.0,0,51680
5,51949,2021-10-30,20:08:18.100000,0,0.0,0,51949
6,52211,2021-10-30,20:08:18.400000,0,0.0,0,52211
7,52474,2021-10-30,20:08:18.600000,0,0.0,0,52474
8,52746,2021-10-30,20:08:18.900000,0,0.0,0,52746
9,53012,2021-10-30,20:08:19.200000,0,0.0,0,53012
10,53282,2021-10-30,20:08:19.500000,0,0.0,0,53282
11,53551,2021-10-30,20:08:19.700000,0,0.0,0,53551
12,53813,2021-10-30,20:08:20,0,0.0,0,53813
13,54086,2021-10-30,20:08:20.300000,0,0.0,0,54086
14,54351,2021-10-30,20:08:20.500000,0,0.0,0,54351
15,54620,2021-10-30,20:08:20.800000,0,0.0,0,54620
16,54889,2021-10-30,20:08:21.100000,0,0.0,0,54889
17,55152,2021-10-30,20:08:21.300000,0,0.0,0,55152
18,55415,2021-10-30,20:08:21.600000,0,0.0,0,55415
19,55677,2021-10-30,20:08:21.800000,0,0.0,0,55677
20,55941,2021-10-30,20:08:22.100000,0,0.0,0,55941
21,56215,2021-10-30,20:08:22.400000,0,0.0,0,56215
22,56478,2021-10-30,20:08:22.600000,0,0.0,0,56478
23,56745,2021-10-30,20:08:22.900000,0,0.0,0,56745
24,57016,2021-10-30,20:08:23.200000,0,0.0,0,57016
25,57279,2021-10-30,20:08:23.400000,0,0.0,0,57279
26,57548,2021-10-30,20:08:23.700000,0,0.0,0,57548
27,57811,2021-10-30,20:08:24,0,0.0,0,57811
28,58080,2021-10-30,20:08:24.300000,0,0.0,0,58080
29,58356,2021-10-30,20:08:24.500000,0,0.0,0,58356
30,58618,2021-10-30,20:08:24.800000,0,0.0,0,58618
31,58888,2021-10-30,20:08:25.100000,0,0.0,0,58888
32,59150,2021-10-30,20:08:25.300000,0,0.0,0,59150
33,59412,2021-10-30,20:08:25.600000,0,0.0,0,59412
34,59681,2021-10-30,20:08:25.900000,0,0.0,0,59681
35,59957,2021-10-30,20:08:26.100000,0,0.0,0,59957
36,60226,2021-10-30,20:08:26.400000,0,0.0,0,60226
37,60495,2021-10-30,20:08:26.700000,0,0.0,0,60495
38,60758,2021-10-30,20:08:26.900000,0,0.0,0,60758
39,61034,2021-10-30,20:08:27.200000,0,0.0,0,61034
40,61302,2021-10-30,20:08:27.500000,0,0.0,0,61302
41,61566,2021-10-30,20:08:27.700000,0,0.0,0,61566
42,61843,2021-10-30,20:08:28,0,0.0,0,61843
43,62117,2021-10-30,20:08:28.300000,173,100.04073100000001,4,62117
44,62387,2021-10-30,20:08:28.500000,174,234.256867,4,62387
45,62659,2021-10-30,20:08:28.800000,174,32.932663,4,62659
46,62923,2021-10-30,20:08:29.100000,174,133.594765,4,62923
47,63200,2021-10-30,20:08:29.400000,174,234.256867,4,63200
48,63474,2021-10-30,20:08:29.600000,174,100.04073100000001,4,63474
49,63750,2021-10-30,20:08:29.900000,174,66.486697,4,63750
50,64013,2021-10-30,20:08:30.200000,174,133.594765,4,64013
51,64282,2021-10-30,20:08:30.400000,174,100.04073100000001,4,64282
52,64550,2021-10-30,20:08:30.700000,174,32.932663,4,64550
53,64821,2021-10-30,20:08:31,174,100.04073100000001,4,64821
54,65164,2021-10-30,20:08:31.300000,175,0.0,7,65164
55,65427,2021-10-30,20:08:31.600000,176,0.0,7,65427
56,65697,2021-10-30,20:08:31.900000,176,66.486697,7,65697
57,65965,2021-10-30,20:08:32.100000,176,200.702833,7,65965
58,66232,2021-10-30,20:08:32.400000,177,200.702833,7,66232
59,66503,2021-10-30,20:08:32.700000,177,100.04073100000001,7,66503
60,66766,2021-10-30,20:08:32.900000,177,66.486697,7,66766
61,67041,2021-10-30,20:08:33.200000,177,133.594765,7,67041
62,67316,2021-10-30,20:08:33.500000,177,32.932663,7,67316
63,67600,2021-10-30,20:08:33.800000,177,32.932663,7,67600
64,67866,2021-10-30,20:08:34,178,100.04073100000001,7,67866
65,68128,2021-10-30,20:08:34.300000,178,0.0,7,68128
66,68412,2021-10-30,20:08:34.600000,178,133.594765,7,68412
67,68680,2021-10-30,20:08:34.800000,178,200.702833,7,68680
68,68959,2021-10-30,20:08:35.100000,178,402.027037,7,68959
69,69224,2021-10-30,20:08:35.400000,179,32.932663,7,69224
70,69506,2021-10-30,20:08:35.700000,179,234.256867,7,69506
71,69776,2021-10-30,20:08:35.900000,179,469.135105,7,69776
72,70043,2021-10-30,20:08:36.200000,179,66.486697,7,70043
73,70319,2021-10-30,20:08:36.500000,179,167.148799,7,70319
74,70582,2021-10-30,20:08:36.700000,179,200.702833,7,70582
75,70858,2021-10-30,20:08:37,180,100.04073100000001,7,70858
76,71129,2021-10-30,20:08:37.300000,180,200.702833,7,71129
77,71396,2021-10-30,20:08:37.600000,180,334.918969,7,71396
78,71670,2021-10-30,20:08:37.800000,180,66.486697,7,71670
79,71940,2021-10-30,20:08:38.100000,180,167.148799,7,71940
80,72215,2021-10-30,20:08:38.400000,180,100.04073100000001,7,72215
81,72483,2021-10-30,20:08:38.600000,180,267.810901,7,72483
82,72766,2021-10-30,20:08:38.900000,180,267.810901,7,72766
83,73040,2021-10-30,20:08:39.200000,181,133.594765,7,73040
84,73311,2021-10-30,20:08:39.500000,181,32.932663,7,73311
85,73587,2021-10-30,20:08:39.700000,181,32.932663,7,73587
86,73861,2021-10-30,20:08:40,181,133.594765,7,73861
87,74136,2021-10-30,20:08:40.300000,181,200.702833,7,74136
88,74404,2021-10-30,20:08:40.600000,181,200.702833,7,74404
89,74685,2021-10-30,20:08:40.800000,181,133.594765,7,74685
90,74948,2021-10-30,20:08:40.100000,181,100.04073100000001,9,74948
91,75217,2021-10-30,20:08:40.400000,181,32.932663,9,75217
92,75487,2021-10-30,20:08:40.600000,181,167.148799,9,75487
93,75761,2021-10-30,20:08:40.900000,181,234.256867,9,75761
94,76033,2021-10-30,20:08:41.200000,181,167.148799,9,76033
95,76312,2021-10-30,20:08:41.500000,182,100.04073100000001,9,76312
96,76581,2021-10-30,20:08:41.700000,182,167.148799,9,76581
97,76850,2021-10-30,20:08:42,182,267.810901,9,76850
98,77126,2021-10-30,20:08:42.300000,182,66.486697,9,77126
99,77419,2021-10-30,20:08:42.600000,182,66.486697,9,77419
100,77688,2021-10-30,20:08:42.800000,182,200.702833,9,77688
101,77952,2021-10-30,20:08:43.100000,182,234.256867,9,77952
102,78226,2021-10-30,20:08:43.400000,182,267.810901,9,78226
103,78489,2021-10-30,20:08:43.600000,182,100.04073100000001,9,78489
104,78767,2021-10-30,20:08:43.900000,182,167.148799,9,78767
105,79040,2021-10-30,20:08:44.200000,182,234.256867,9,79040
106,79315,2021-10-30,20:08:44.500000,182,133.594765,9,79315
107,79578,2021-10-30,20:08:44.700000,182,66.486697,9,79578
108,79859,2021-10-30,20:08:45,182,234.256867,9,79859
109,80130,2021-10-30,20:08:45.300000,182,32.932663,9,80130
110,80397,2021-10-30,20:08:45.600000,182,66.486697,9,80397
111,80666,2021-10-30,20:08:45.800000,182,200.702833,9,80666
112,80937,2021-10-30,20:08:46.100000,182,100.04073100000001,9,80937
113,81217,2021-10-30,20:08:46.400000,183,100.04073100000001,9,81217
114,81479,2021-10-30,20:08:46.600000,183,100.04073100000001,9,81479
115,81743,2021-10-30,20:08:46.900000,183,100.04073100000001,9,81743
116,82018,2021-10-30,20:08:47.200000,183,100.04073100000001,9,82018
117,82293,2021-10-30,20:08:47.400000,183,267.810901,9,82293
118,82563,2021-10-30,20:08:47.700000,183,133.594765,9,82563
119,82838,2021-10-30,20:08:48,183,100.04073100000001,9,82838
120,83113,2021-10-30,20:08:48.300000,183,133.594765,9,83113
121,83382,2021-10-30,20:08:48.500000,183,66.486697,9,83382
122,83657,2021-10-30,20:08:48.800000,183,100.04073100000001,9,83657
123,83938,2021-10-30,20:08:49.100000,183,301.364935,9,83938
124,84214,2021-10-30,20:08:49.400000,183,0.0,9,84214
125,84489,2021-10-30,20:08:49.600000,183,32.932663,9,84489
126,84758,2021-10-30,20:08:49.900000,183,167.148799,9,84758
127,85026,2021-10-30,20:08:50.200000,183,167.148799,9,85026
128,85296,2021-10-30,20:08:50.500000,183,100.04073100000001,9,85296
129,85559,2021-10-30,20:08:50.700000,183,133.594765,9,85559
130,85828,2021-10-30,20:08:51,183,167.148799,9,85828
131,86097,2021-10-30,20:08:51.300000,183,66.486697,9,86097
132,86372,2021-10-30,20:08:51.500000,183,100.04073100000001,9,86372
133,86635,2021-10-30,20:08:51.800000,183,100.04073100000001,9,86635
134,86908,2021-10-30,20:08:52.100000,183,100.04073100000001,9,86908
135,87179,2021-10-30,20:08:52.300000,183,100.04073100000001,9,87179
136,87448,2021-10-30,20:08:52.600000,183,167.148799,9,87448
137,87717,2021-10-30,20:08:52.900000,183,32.932663,9,87717
138,87992,2021-10-30,20:08:53.100000,183,167.148799,9,87992
139,88265,2021-10-30,20:08:53.400000,183,66.486697,9,88265
140,88537,2021-10-30,20:08:53.700000,183,100.04073100000001,9,88537
141,88812,2021-10-30,20:08:54,183,66.486697,9,88812
142,89086,2021-10-30,20:08:54.200000,183,100.04073100000001,9,89086
143,89350,2021-10-30,20:08:54.500000,183,32.932663,9,89350
144,89626,2021-10-30,20:08:54.800000,183,66.486697,9,89626
145,89900,2021-10-30,20:08:55.100000,183,133.594765,9,89900
146,90176,2021-10-30,20:08:55.300000,183,100.04073100000001,9,90176
147,90450,2021-10-30,20:08:55.600000,183,66.486697,9,90450
148,90733,2021-10-30,20:08:55.900000,183,66.486697,9,90733
149,91001,2021-10-30,20:08:56.200000,183,200.702833,9,91001
150,91277,2021-10-30,20:08:56.400000,183,200.702833,9,91277
151,91548,2021-10-30,20:08:56.700000,183,167.148799,9,91548
152,91814,2021-10-30,20:08:57,183,167.148799,9,91814
153,92078,2021-10-30,20:08:57.200000,183,301.364935,9,92078
154,92353,2021-10-30,20:08:57.500000,183,133.594765,9,92353
