,index,rpm,speed,throt_pos,engine_load,bat_volt,duration
0,49828,899.0,0.0,18,33,14.7,49828
1,50625,902.0,0.0,18,33,14.74,50625
2,50888,908.0,0.0,18,32,14.64,50888
3,51156,905.0,0.0,18,32,14.67,51156
4,51420,889.0,0.0,18,33,14.66,51420
5,51683,894.0,0.0,18,33,14.7,51683
6,51951,902.0,0.0,18,32,14.69,51951
7,52213,889.0,0.0,18,33,14.6,52213
8,52481,894.0,0.0,18,34,14.67,52481
9,52749,895.0,0.0,18,33,14.61,52749
10,53014,887.0,0.0,18,33,14.61,53014
11,53284,888.0,0.0,18,33,14.63,53284
12,53553,878.0,0.0,18,33,14.57,53553
13,53820,900.0,0.0,18,32,14.64,53820
14,54088,905.0,0.0,18,32,14.61,54088
15,54353,908.0,0.0,18,33,14.58,54353
16,54622,901.0,0.0,18,33,14.61,54622
17,54891,902.0,0.0,18,32,14.62,54891
18,55154,891.0,0.0,18,33,14.63,55154
19,55417,901.0,0.0,18,33,14.61,55417
20,55680,896.0,0.0,18,33,14.56,55680
21,55949,902.0,0.0,18,33,14.62,55949
22,56217,905.0,0.0,18,32,14.67,56217
23,56480,896.0,0.0,18,33,14.69,56480
24,56748,892.0,0.0,18,33,14.71,56748
25,57018,901.0,0.0,18,33,14.67,57018
26,57281,899.0,0.0,18,33,14.61,57281
27,57550,888.0,0.0,18,33,14.58,57550
28,57814,896.0,0.0,18,33,14.61,57814
29,58087,906.0,0.0,18,32,14.74,58087
30,58358,903.0,0.0,18,32,14.74,58358
31,58620,894.0,0.0,18,33,14.71,58620
32,58890,903.0,0.0,18,32,14.73,58890
33,59152,903.0,0.0,18,33,14.71,59152
34,59419,902.0,0.0,18,32,14.71,59419
35,59683,906.0,0.0,18,32,14.66,59683
36,59959,913.0,0.0,18,33,14.67,59959
37,60228,896.0,0.0,18,32,14.62,60228
38,60497,909.0,0.0,18,32,14.7,60497
39,60761,902.0,0.0,18,33,14.7,60761
40,61036,902.0,0.0,18,33,14.71,61036
41,61304,901.0,0.0,18,33,14.74,61304
42,61575,909.0,0.0,18,32,14.71,61575
43,61845,893.0,0.0,18,33,14.73,61845
44,62120,896.0,0.0,18,32,14.64,62120
45,62390,900.0,0.0,18,32,14.7,62390
46,62661,903.0,0.0,18,32,14.62,62661
47,62932,904.0,0.0,18,32,14.67,62932
48,63203,899.0,0.0,18,32,14.71,63203
49,63482,903.0,0.0,18,32,14.69,63482
50,63753,904.0,0.0,18,32,14.67,63753
51,64015,900.0,0.0,18,32,14.67,64015
52,64284,909.0,0.0,18,32,14.66,64284
53,64553,907.0,0.0,18,32,14.65,64553
54,64898,908.0,0.0,18,33,14.58,64898
55,65166,899.0,0.0,18,32,14.62,65166
56,65429,903.0,0.0,18,32,14.69,65429
57,65700,909.0,0.0,18,32,14.61,65700
58,65968,909.0,0.0,18,32,14.64,65968
59,66235,904.0,0.0,18,31,14.64,66235
60,66505,910.0,0.0,18,31,14.65,66505
61,66775,912.0,0.0,18,32,14.58,66775
62,67043,897.0,0.0,18,32,14.6,67043
63,67319,901.0,0.0,18,32,14.6,67319
64,67602,909.0,0.0,18,31,14.61,67602
65,67869,898.0,0.0,18,31,14.69,67869
66,68136,904.0,0.0,18,32,14.6,68136
67,68414,909.0,0.0,18,31,14.63,68414
68,68683,906.0,0.0,18,32,14.73,68683
69,68961,894.0,0.0,18,32,14.64,68961
70,69226,906.0,0.0,18,31,14.57,69226
71,69508,911.0,0.0,18,31,14.6,69508
72,69778,908.0,0.0,18,32,14.56,69778
73,70050,894.0,0.0,18,32,14.66,70050
74,70321,899.0,0.0,18,32,14.6,70321
75,70584,903.0,0.0,18,32,14.71,70584
76,70861,889.0,0.0,18,32,14.71,70861
77,71131,906.0,0.0,18,32,14.63,71131
78,71403,911.0,0.0,18,32,14.56,71403
79,71673,900.0,0.0,18,31,14.61,71673
80,71948,903.0,0.0,18,31,14.63,71948
81,72218,902.0,0.0,18,32,14.61,72218
82,72486,905.0,0.0,18,32,14.61,72486
83,72769,901.0,0.0,18,32,14.58,72769
84,73043,899.0,0.0,18,31,14.6,73043
85,73319,898.0,0.0,18,30,14.66,73319
86,73590,901.0,0.0,18,31,14.64,73590
87,73863,904.0,0.0,18,32,14.57,73863
88,74139,890.0,0.0,18,31,14.6,74139
89,74406,909.0,0.0,18,31,14.65,74406
90,74688,909.0,0.0,18,31,14.67,74688
91,74951,900.0,0.0,18,31,14.63,74951
92,75225,903.0,0.0,18,32,14.64,75225
93,75490,906.0,0.0,18,32,14.63,75490
94,75764,898.0,0.0,18,31,14.58,75764
95,76035,908.0,0.0,18,32,14.62,76035
96,76315,901.0,0.0,18,31,14.66,76315
97,76589,895.0,0.0,18,32,14.65,76589
98,76853,895.0,0.0,18,32,14.57,76853
99,77129,908.0,0.0,18,32,14.7,77129
100,77422,895.0,0.0,18,32,14.71,77422
101,77690,895.0,0.0,18,32,14.67,77690
102,77954,893.0,0.0,18,32,14.69,77954
103,78229,896.0,0.0,18,32,14.75,78229
104,78497,895.0,0.0,18,32,14.64,78497
105,78769,888.0,0.0,18,32,14.63,78769
106,79043,905.0,0.0,18,32,14.62,79043
107,79318,895.0,0.0,18,33,14.62,79318
108,79581,894.0,0.0,18,32,14.71,79581
109,79861,900.0,0.0,18,32,14.73,79861
110,80132,895.0,0.0,18,32,14.69,80132
111,80404,903.0,0.0,18,32,14.71,80404
112,80669,889.0,0.0,18,32,14.67,80669
113,80940,893.0,0.0,18,32,14.6,80940
114,81220,899.0,0.0,18,32,14.64,81220
115,81481,884.0,0.0,18,32,14.57,81481
116,81751,902.0,0.0,18,31,14.56,81751
117,82021,898.0,0.0,18,32,14.58,82021
118,82295,909.0,0.0,18,32,14.69,82295
119,82566,908.0,0.0,18,32,14.62,82566
120,82841,906.0,0.0,18,32,14.57,82841
121,83117,898.0,0.0,18,32,14.58,83117
122,83385,908.0,0.0,18,31,14.65,83385
123,83665,896.0,0.0,18,32,14.61,83665
124,83941,892.0,0.0,18,32,14.58,83941
125,84216,897.0,0.0,18,32,14.64,84216
126,84492,908.0,0.0,18,32,14.65,84492
127,84760,902.0,0.0,18,32,14.65,84760
128,85029,904.0,0.0,18,32,14.63,85029
129,85299,899.0,0.0,18,32,14.66,85299
130,85566,898.0,0.0,18,32,14.63,85566
131,85830,908.0,0.0,18,32,14.66,85830
132,86099,903.0,0.0,18,32,14.58,86099
133,86375,902.0,0.0,18,33,14.66,86375
134,86637,903.0,0.0,18,32,14.65,86637
135,86916,905.0,0.0,18,32,14.6,86916
136,87182,899.0,0.0,18,33,14.57,87182
137,87450,903.0,0.0,18,32,14.58,87450
138,87720,901.0,0.0,18,32,14.62,87720
139,87995,894.0,0.0,18,32,14.64,87995
140,88268,902.0,0.0,18,32,14.65,88268
141,88540,898.0,0.0,18,32,14.63,88540
142,88820,901.0,0.0,18,32,14.65,88820
143,89090,901.0,0.0,18,32,14.64,89090
144,89353,909.0,0.0,18,32,14.67,89353
145,89628,914.0,0.0,18,32,14.71,89628
146,89903,911.0,0.0,18,31,14.63,89903
147,90184,902.0,0.0,18,32,14.65,90184
148,90454,894.0,0.0,18,32,14.69,90454
149,90740,898.0,0.0,18,32,14.64,90740
150,91004,906.0,0.0,18,32,14.65,91004
151,91279,908.0,0.0,18,32,14.7,91279
152,91550,908.0,0.0,18,32,14.71,91550
153,91817,902.0,0.0,18,32,14.64,91817
154,92085,893.0,0.0,18,32,14.71,92085
155,92355,897.0,0.0,18,32,14.67,92355
156,92618,900.0,0.0,18,32,14.71,92618
157,92899,894.0,0.0,18,32,14.58,92899
158,93177,904.0,0.0,18,32,14.62,93177
159,93450,905.0,0.0,18,31,14.66,93450
160,93719,898.0,0.0,18,31,14.67,93719
161,93988,900.0,0.0,18,32,14.69,93988
162,94259,910.0,0.0,18,32,14.71,94259
163,94529,902.0,0.0,18,32,14.71,94529
164,94795,893.0,0.0,18,32,14.65,94795
165,95058,893.0,0.0,18,32,14.65,95058
166,95336,899.0,0.0,18,32,14.58,95336
167,95614,899.0,0.0,18,32,14.61,95614
168,95884,899.0,0.0,18,32,14.69,95884
169,96159,892.0,0.0,18,32,14.65,96159
170,96422,896.0,0.0,18,32,14.64,96422
171,96704,914.0,0.0,18,31,14.58,96704
172,96980,905.0,0.0,18,32,14.69,96980
173,97259,904.0,0.0,18,31,14.7,97259
174,97523,896.0,0.0,18,31,14.63,97523
175,97799,904.0,0.0,18,31,14.62,97799
176,98069,898.0,0.0,18,32,14.62,98069
177,98338,889.0,0.0,18,32,14.56,98338
178,98615,901.0,0.0,18,31,14.62,98615
179,98889,903.0,0.0,18,32,14.63,98889
180,99164,897.0,0.0,18,32,14.65,99164
181,99438,891.0,0.0,18,32,14.69,99438
