,index,rpm,speed,throt_pos,engine_load,bat_volt,duration,trip_id,utcdate
0,31684,803.0,0.0,17,30,14.32,31684,29,2021-11-24
1,36331,797.0,0.0,17,30,14.46,36331,29,2021-11-24
2,36605,806.0,0.0,16,30,14.42,36605,29,2021-11-24
3,36877,797.0,0.0,17,30,14.46,36877,29,2021-11-24
4,37143,799.0,0.0,17,31,14.4,37143,29,2021-11-24
5,37412,799.0,0.0,17,31,14.37,37412,29,2021-11-24
6,37683,794.0,0.0,17,31,14.39,37683,29,2021-11-24
7,37956,806.0,0.0,16,30,14.49,37956,29,2021-11-24
8,38225,799.0,0.0,16,30,14.48,38225,29,2021-11-24
9,38495,791.0,0.0,17,30,14.42,38495,29,2021-11-24
10,38763,805.0,0.0,16,30,14.37,38763,29,2021-11-24
11,39033,794.0,0.0,17,30,14.57,39033,29,2021-11-24
12,39309,796.0,0.0,16,30,14.42,39309,29,2021-11-24
13,39583,798.0,0.0,17,30,14.29,39583,29,2021-11-24
14,39859,795.0,0.0,19,41,14.5,39859,29,2021-11-24
15,40133,849.0,0.0,22,54,14.49,40133,29,2021-11-24
16,40396,924.0,0.0,28,67,14.42,40396,29,2021-11-24
17,40669,1311.0,0.621371,27,44,14.5,40669,29,2021-11-24
18,40936,1488.0,1.242742,28,46,14.49,40936,29,2021-11-24
19,41212,1546.0,2.485484,25,33,14.53,41212,29,2021-11-24
20,41486,1507.0,3.106855,21,27,14.44,41486,29,2021-11-24
21,41766,1366.0,3.7282260000000003,21,32,14.45,41766,29,2021-11-24
22,42037,1217.0,4.349597,22,37,14.36,42037,29,2021-11-24
23,42312,1161.0,4.349597,22,36,14.41,42312,29,2021-11-24
24,42595,1156.0,4.349597,22,36,14.34,42595,29,2021-11-24
25,42863,1179.0,4.970968,22,35,14.38,42863,29,2021-11-24
26,43136,1251.0,4.970968,16,16,14.4,43136,29,2021-11-24
27,43400,1221.0,4.970968,14,12,14.4,43400,29,2021-11-24
28,43674,1193.0,4.970968,15,17,14.4,43674,29,2021-11-24
29,43937,1115.0,4.970968,16,21,14.46,43937,29,2021-11-24
30,44207,1007.0,4.349597,18,29,14.44,44207,29,2021-11-24
31,44484,889.0,3.7282260000000003,18,36,14.4,44484,29,2021-11-24
32,44758,826.0,3.106855,18,38,14.32,44758,29,2021-11-24
33,45032,837.0,2.485484,18,34,14.44,45032,29,2021-11-24
34,45304,873.0,1.8641130000000001,18,32,14.42,45304,29,2021-11-24
35,45576,857.0,1.8641130000000001,18,32,14.49,45576,29,2021-11-24
36,45846,843.0,1.242742,17,31,14.31,45846,29,2021-11-24
37,46109,847.0,0.621371,17,30,14.49,46109,29,2021-11-24
38,46386,854.0,0.0,17,30,14.54,46386,29,2021-11-24
39,46657,857.0,0.0,17,30,14.46,46657,29,2021-11-24
40,46932,856.0,0.0,17,30,14.38,46932,29,2021-11-24
41,47203,844.0,0.0,17,30,14.41,47203,29,2021-11-24
42,47472,842.0,0.0,17,30,14.24,47472,29,2021-11-24
43,47742,840.0,0.0,17,30,14.4,47742,29,2021-11-24
44,48014,836.0,0.0,17,30,14.46,48014,29,2021-11-24
45,48293,825.0,0.0,17,30,14.38,48293,29,2021-11-24
46,48565,825.0,0.0,17,30,14.5,48565,29,2021-11-24
47,48836,824.0,0.0,17,30,14.41,48836,29,2021-11-24
48,49105,823.0,0.0,16,30,14.25,49105,29,2021-11-24
49,49373,817.0,0.0,16,29,14.44,49373,29,2021-11-24
50,49643,812.0,0.621371,16,30,14.24,49643,29,2021-11-24
51,49917,798.0,0.621371,17,32,14.34,49917,29,2021-11-24
52,50194,789.0,1.242742,17,32,14.58,50194,29,2021-11-24
53,50466,804.0,1.242742,16,30,14.46,50466,29,2021-11-24
54,50738,804.0,1.8641130000000001,16,29,14.38,50738,29,2021-11-24
55,51008,798.0,1.8641130000000001,16,30,14.36,51008,29,2021-11-24
56,51289,795.0,1.8641130000000001,16,29,14.5,51289,29,2021-11-24
57,51558,803.0,2.485484,16,29,14.4,51558,29,2021-11-24
58,51833,796.0,2.485484,16,28,14.4,51833,29,2021-11-24
59,52109,794.0,2.485484,16,29,14.53,52109,29,2021-11-24
60,52383,796.0,3.106855,16,27,14.39,52383,29,2021-11-24
61,52660,806.0,3.106855,16,27,14.48,52660,29,2021-11-24
62,52934,810.0,3.106855,16,27,14.36,52934,29,2021-11-24
63,53214,808.0,3.106855,16,27,14.49,53214,29,2021-11-24
64,53484,807.0,3.106855,16,28,14.35,53484,29,2021-11-24
65,53747,792.0,3.106855,16,29,14.49,53747,29,2021-11-24
66,54023,789.0,3.106855,16,30,14.6,54023,29,2021-11-24
67,54286,785.0,2.485484,16,30,14.31,54286,29,2021-11-24
68,54580,783.0,1.8641130000000001,16,32,14.32,54580,29,2021-11-24
69,54848,784.0,1.8641130000000001,17,31,14.49,54848,29,2021-11-24
70,55130,804.0,1.242742,17,31,14.45,55130,29,2021-11-24
71,55399,802.0,1.242742,16,30,14.38,55399,29,2021-11-24
72,55680,801.0,0.621371,17,30,14.49,55680,29,2021-11-24
73,55949,817.0,0.0,17,30,14.48,55949,29,2021-11-24
74,56214,815.0,0.0,17,30,14.52,56214,29,2021-11-24
75,56495,819.0,0.0,16,30,14.42,56495,29,2021-11-24
76,56763,821.0,0.0,16,30,14.44,56763,29,2021-11-24
77,57029,828.0,0.0,16,30,14.5,57029,29,2021-11-24
78,57304,809.0,0.0,16,30,14.39,57304,29,2021-11-24
79,57571,808.0,0.0,16,30,14.4,57571,29,2021-11-24
80,57857,813.0,0.0,16,30,14.48,57857,29,2021-11-24
81,58127,806.0,0.0,16,30,14.38,58127,29,2021-11-24
82,58407,810.0,0.0,16,30,14.48,58407,29,2021-11-24
83,58683,813.0,0.0,18,35,14.4,58683,29,2021-11-24
84,58953,864.0,0.621371,21,46,14.4,58953,29,2021-11-24
85,59224,940.0,0.621371,25,59,14.41,59224,29,2021-11-24
86,59498,1085.0,1.242742,26,47,14.53,59498,29,2021-11-24
87,59766,1327.0,1.8641130000000001,27,41,14.46,59766,29,2021-11-24
88,60043,1475.0,3.106855,27,43,14.56,60043,29,2021-11-24
89,60316,1516.0,3.7282260000000003,26,38,14.56,60316,29,2021-11-24
90,60585,1537.0,4.970968,22,22,14.56,60585,29,2021-11-24
91,60866,1468.0,5.592339,14,10,14.45,60866,29,2021-11-24
92,61143,1347.0,6.21371,18,21,14.5,61143,29,2021-11-24
93,61421,1341.0,6.21371,23,35,14.5,61421,29,2021-11-24
94,61693,1424.0,6.21371,25,39,14.48,61693,29,2021-11-24
95,61968,1516.0,6.835081,16,11,14.42,61968,29,2021-11-24
96,62233,1519.0,6.835081,14,10,14.48,62233,29,2021-11-24
97,62507,1493.0,6.835081,16,14,14.42,62507,29,2021-11-24
98,62782,1432.0,7.4564520000000005,16,15,14.46,62782,29,2021-11-24
99,63055,1365.0,6.835081,16,15,14.41,63055,29,2021-11-24
100,63324,1299.0,7.4564520000000005,15,15,14.49,63324,29,2021-11-24
101,63595,1232.0,6.835081,15,16,14.44,63595,29,2021-11-24
102,63876,1174.0,6.835081,15,16,14.42,63876,29,2021-11-24
103,64145,1112.0,6.835081,15,18,14.27,64145,29,2021-11-24
104,64421,1061.0,6.835081,16,21,14.46,64421,29,2021-11-24
105,64705,1001.0,6.835081,16,24,14.39,64705,29,2021-11-24
106,64973,952.0,6.21371,16,27,14.36,64973,29,2021-11-24
