,index,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,57480,2021-11-28,18:27:16.400000,0,0.0,0,57480,30
1,57743,2021-11-28,18:27:16.600000,0,0.0,0,57743,30
2,58015,2021-11-28,18:27:16.900000,0,0.0,0,58015,30
3,58280,2021-11-28,18:27:17.200000,0,0.0,0,58280,30
4,58544,2021-11-28,18:27:17.400000,0,0.0,0,58544,30
5,58809,2021-11-28,18:27:17.700000,0,0.0,0,58809,30
6,59070,2021-11-28,18:27:18,0,0.0,0,59070,30
7,59332,2021-11-28,18:27:18.200000,0,0.0,0,59332,30
8,59609,2021-11-28,18:27:18.500000,0,0.0,0,59609,30
9,59871,2021-11-28,18:27:18.800000,0,0.0,0,59871,30
10,60139,2021-11-28,18:27:19,0,0.0,0,60139,30
11,60403,2021-11-28,18:27:19.300000,0,0.0,0,60403,30
12,60670,2021-11-28,18:27:19.600000,0,0.0,0,60670,30
13,60940,2021-11-28,18:27:19.800000,0,0.0,0,60940,30
14,61204,2021-11-28,18:27:20.100000,0,0.0,0,61204,30
15,61476,2021-11-28,18:27:20.400000,0,0.0,0,61476,30
16,61741,2021-11-28,18:27:20.600000,0,0.0,3,61741,30
17,62011,2021-11-28,18:27:20.900000,0,0.0,3,62011,30
18,62287,2021-11-28,18:27:21.200000,0,0.0,3,62287,30
19,62560,2021-11-28,18:27:21.500000,0,0.0,3,62560,30
20,62823,2021-11-28,18:27:21.700000,0,0.0,3,62823,30
21,63097,2021-11-28,18:27:22,0,0.0,3,63097,30
22,63361,2021-11-28,18:27:22.300000,0,0.0,3,63361,30
23,63630,2021-11-28,18:27:22.500000,0,0.0,3,63630,30
24,63899,2021-11-28,18:27:22.800000,0,0.0,3,63899,30
25,64161,2021-11-28,18:27:23.100000,0,0.0,3,64161,30
26,64438,2021-11-28,18:27:23.300000,0,0.0,3,64438,30
27,64712,2021-11-28,18:27:23.600000,0,0.0,3,64712,30
28,64975,2021-11-28,18:27:23.900000,0,0.0,3,64975,30
29,65246,2021-11-28,18:27:24.100000,197,1979.0666350000001,5,65246,30
30,65521,2021-11-28,18:27:24.400000,197,1140.215785,5,65521,30
31,65798,2021-11-28,18:27:24.700000,197,905.337547,5,65798,30
