,rpm,speed,throt_pos,engine_load,bat_volt,duration
52842,900.0,0.0,21,44,14.81,52842
57483,905.0,0.0,21,43,14.79,57483
57745,913.0,0.0,21,43,14.79,57745
58018,894.0,0.0,21,44,14.79,58018
58284,893.0,0.0,21,45,14.83,58284
58546,878.0,0.0,21,46,14.82,58546
58811,901.0,0.0,21,44,14.83,58811
59072,901.0,0.0,21,45,14.79,59072
59340,899.0,0.0,21,44,14.81,59340
59611,899.0,0.0,21,44,14.83,59611
59873,903.0,0.0,21,45,14.92,59873
60141,892.0,0.0,21,45,14.82,60141
60405,886.0,0.0,21,45,14.77,60405
60679,899.0,0.0,21,44,14.94,60679
60942,905.0,0.0,21,44,14.92,60942
61206,906.0,0.0,21,43,14.92,61206
61478,903.0,0.0,21,43,14.79,61478
61743,908.0,0.0,21,44,14.77,61743
62013,900.0,0.0,21,43,14.75,62013
62290,879.0,0.0,21,45,14.79,62290
62562,899.0,0.0,21,45,14.71,62562
62829,902.0,0.0,21,45,14.82,62829
63100,905.0,0.0,21,44,14.87,63100
63363,914.0,0.0,21,44,14.85,63363
63632,886.0,0.0,21,45,14.83,63632
63901,893.0,0.0,21,46,14.77,63901
64164,905.0,0.0,21,45,14.89,64164
64440,895.0,0.0,21,44,14.87,64440
64714,891.0,0.0,21,44,14.89,64714
64984,899.0,0.0,21,45,14.86,64984
65249,896.0,0.0,21,45,14.75,65249
65524,896.0,0.0,21,45,14.73,65524
65801,906.0,0.0,21,44,14.71,65801
66068,901.0,0.0,21,43,14.79,66068
66337,913.0,0.0,21,43,14.9,66337
66607,910.0,0.0,21,43,14.85,66607
66874,895.0,0.0,21,44,14.75,66874
67152,892.0,0.0,21,43,14.78,67152
67420,902.0,0.0,21,44,14.87,67420
67701,895.0,0.0,21,43,14.79,67701
67965,910.0,0.0,21,43,14.82,67965
68238,899.0,0.0,21,42,14.81,68238
68508,910.0,0.0,20,44,14.87,68508
68777,912.0,0.0,21,43,14.79,68777
69046,883.0,0.0,21,42,14.82,69046
69321,904.0,0.0,20,41,14.83,69321
69596,907.0,0.0,20,41,14.81,69596
69865,902.0,0.0,20,41,14.71,69865
70149,909.0,0.0,20,41,14.83,70149
70418,914.0,0.0,20,41,14.79,70418
70685,914.0,0.0,20,43,14.71,70685
70961,918.0,0.0,20,42,14.77,70961
71231,907.0,0.0,20,42,14.83,71231
71503,910.0,0.0,20,41,14.88,71503
71772,920.0,0.0,20,41,14.71,71772
72055,910.0,0.0,20,41,14.74,72055
72324,910.0,0.0,20,41,14.71,72324
72587,915.0,0.0,20,40,14.77,72587
72856,917.0,0.0,20,39,14.75,72856
73125,910.0,0.0,20,39,14.83,73125
73404,908.0,0.0,20,38,14.74,73404
73691,923.0,0.0,20,37,14.79,73691
73964,913.0,0.0,20,37,14.73,73964
74364,932.0,0.0,20,37,14.82,74364
74640,924.0,0.0,20,38,14.75,74640
74912,909.0,0.0,20,38,14.71,74912
75176,916.0,0.0,20,38,14.73,75176
75446,907.0,0.0,20,40,14.78,75446
75715,896.0,0.0,20,40,14.87,75715
75991,913.0,0.0,20,38,14.83,75991
76266,911.0,0.0,20,39,14.79,76266
76540,904.0,0.0,20,39,14.79,76540
