,index,rpm,speed,throt_pos,engine_load,bat_volt,duration,utcdate
0,44743,1793.0,20.505243,35,90,14.46,44743,2021-11-29
1,49397,1746.0,21.126614,33,72,14.5,49397,2021-11-29
2,49669,1754.0,21.126614,34,69,14.5,49669,2021-11-29
3,49942,1792.0,21.747985,33,65,14.54,49942,2021-11-29
4,50209,1827.0,22.369356,33,62,14.48,50209,2021-11-29
5,50478,1836.0,22.369356,25,27,14.4,50478,2021-11-29
6,50747,1855.0,22.369356,23,25,14.5,50747,2021-11-29
7,51010,1676.0,22.369356,24,34,14.45,51010,2021-11-29
8,51277,1516.0,22.369356,29,50,14.42,51277,2021-11-29
9,51548,1613.0,22.369356,31,56,14.53,51548,2021-11-29
10,51834,1699.0,22.990727,31,56,14.45,51834,2021-11-29
11,52099,1726.0,22.990727,31,55,14.52,52099,2021-11-29
12,52361,1749.0,22.990727,23,26,14.45,52361,2021-11-29
13,52629,1638.0,22.990727,19,18,14.45,52629,2021-11-29
14,52893,1533.0,22.990727,19,20,14.49,52893,2021-11-29
15,53163,1466.0,22.990727,19,21,14.54,53163,2021-11-29
16,53431,1419.0,22.369356,19,22,14.45,53431,2021-11-29
17,53694,1393.0,22.369356,19,22,14.42,53694,2021-11-29
18,53963,1365.0,21.747985,19,22,14.5,53963,2021-11-29
19,54232,1334.0,21.747985,19,22,14.39,54232,2021-11-29
20,54497,1310.0,21.126614,19,23,14.4,54497,2021-11-29
21,54777,1294.0,20.505243,19,23,14.41,54777,2021-11-29
22,55040,1255.0,19.883872,18,23,14.4,55040,2021-11-29
23,55306,1219.0,19.262501,18,23,14.32,55306,2021-11-29
24,55577,1191.0,19.262501,18,23,14.41,55577,2021-11-29
25,55851,1256.0,18.64113,21,29,14.4,55851,2021-11-29
26,56127,1386.0,18.019759,29,53,14.44,56127,2021-11-29
27,56390,1562.0,18.019759,29,46,14.4,56390,2021-11-29
28,56657,1713.0,18.019759,29,45,14.4,56657,2021-11-29
29,56928,1704.0,18.019759,29,45,14.48,56928,2021-11-29
30,57191,1714.0,18.019759,29,44,14.41,57191,2021-11-29
31,57467,1716.0,18.019759,29,45,14.4,57467,2021-11-29
32,57729,1723.0,18.019759,29,44,14.48,57729,2021-11-29
33,57997,1723.0,18.019759,29,44,14.46,57997,2021-11-29
34,58268,1736.0,18.64113,29,44,14.37,58268,2021-11-29
35,58537,1745.0,18.64113,29,44,14.4,58537,2021-11-29
36,58807,1756.0,18.64113,29,43,14.39,58807,2021-11-29
37,59068,1762.0,19.262501,29,43,14.44,59068,2021-11-29
38,59334,1770.0,19.262501,29,43,14.41,59334,2021-11-29
39,59607,1781.0,19.262501,29,43,14.42,59607,2021-11-29
40,59868,1805.0,19.883872,29,43,14.41,59868,2021-11-29
41,60138,1822.0,20.505243,30,44,14.41,60138,2021-11-29
42,60407,1848.0,20.505243,30,49,14.42,60407,2021-11-29
43,60674,1891.0,21.126614,31,50,14.39,60674,2021-11-29
44,60946,1912.0,21.126614,31,50,14.41,60946,2021-11-29
45,61207,1892.0,21.747985,31,50,14.39,61207,2021-11-29
46,61476,1894.0,22.369356,31,53,14.34,61476,2021-11-29
47,61739,1897.0,22.369356,32,57,14.46,61739,2021-11-29
48,62003,1875.0,22.990727,32,60,14.45,62003,2021-11-29
49,62283,1671.0,23.612098,33,77,14.36,62283,2021-11-29
50,62554,1537.0,23.612098,33,71,14.37,62554,2021-11-29
51,62825,1574.0,24.233469,33,70,14.39,62825,2021-11-29
52,63091,1604.0,24.85484,33,69,14.33,63091,2021-11-29
53,63360,1628.0,24.85484,33,69,14.36,63360,2021-11-29
54,63629,1637.0,25.476211,33,67,14.36,63629,2021-11-29
55,63898,1650.0,25.476211,30,47,14.35,63898,2021-11-29
56,64165,1591.0,25.476211,25,30,14.34,64165,2021-11-29
57,64437,1586.0,25.476211,20,20,14.35,64437,2021-11-29
58,64698,1607.0,25.476211,18,16,14.41,64698,2021-11-29
59,64973,1613.0,25.476211,19,18,14.37,64973,2021-11-29
60,65236,1547.0,25.476211,19,19,14.33,65236,2021-11-29
61,65505,1535.0,25.476211,19,20,14.37,65505,2021-11-29
62,65768,1519.0,25.476211,19,20,14.32,65768,2021-11-29
63,66031,1523.0,25.476211,19,20,14.35,66031,2021-11-29
64,66309,1525.0,25.476211,19,20,14.32,66309,2021-11-29
65,66577,1531.0,26.097582,19,20,14.46,66577,2021-11-29
66,66843,1533.0,26.097582,19,19,14.36,66843,2021-11-29
67,67108,1552.0,26.718953,19,19,14.36,67108,2021-11-29
68,67377,1571.0,26.718953,19,19,14.4,67377,2021-11-29
69,67645,1565.0,27.340324,19,19,14.35,67645,2021-11-29
70,67909,1595.0,27.340324,19,18,14.41,67909,2021-11-29
71,68183,1618.0,27.961695,19,19,14.37,68183,2021-11-29
72,68452,1631.0,28.583066,19,18,14.39,68452,2021-11-29
73,68721,1651.0,29.204437,19,18,14.42,68721,2021-11-29
74,69003,1694.0,29.825808000000002,19,18,14.4,69003,2021-11-29
75,69266,1716.0,30.447179000000002,20,18,14.37,69266,2021-11-29
76,69536,1737.0,31.068550000000002,20,17,14.4,69536,2021-11-29
77,69803,1768.0,31.689921000000002,20,17,14.4,69803,2021-11-29
78,70070,1778.0,32.932663,20,18,14.35,70070,2021-11-29
79,70337,1718.0,33.554034,20,19,14.38,70337,2021-11-29
80,70603,1557.0,34.175405,19,20,14.41,70603,2021-11-29
81,70873,1465.0,34.796776,19,21,14.31,70873,2021-11-29
82,71140,1447.0,34.796776,19,20,14.33,71140,2021-11-29
83,71411,1464.0,35.418147,19,20,14.42,71411,2021-11-29
84,71673,1458.0,35.418147,19,20,14.38,71673,2021-11-29
85,71943,1466.0,35.418147,19,20,14.34,71943,2021-11-29
86,72212,1475.0,35.418147,19,20,14.31,72212,2021-11-29
87,72480,1467.0,35.418147,19,21,14.42,72480,2021-11-29
88,72763,1457.0,35.418147,19,20,14.32,72763,2021-11-29
89,73031,1464.0,35.418147,19,20,14.31,73031,2021-11-29
90,73307,1459.0,35.418147,19,20,14.32,73307,2021-11-29
91,73581,1459.0,35.418147,19,20,14.33,73581,2021-11-29
92,73869,1457.0,35.418147,19,20,14.33,73869,2021-11-29
93,74137,1457.0,34.796776,19,21,14.34,74137,2021-11-29
94,74407,1464.0,34.796776,19,21,14.32,74407,2021-11-29
95,74671,1457.0,34.796776,19,20,14.31,74671,2021-11-29
96,74941,1457.0,34.796776,19,20,14.32,74941,2021-11-29
97,75208,1456.0,34.796776,19,20,14.31,75208,2021-11-29
98,75475,1455.0,34.796776,19,20,14.34,75475,2021-11-29
99,75747,1449.0,34.796776,19,20,14.32,75747,2021-11-29
100,76009,1455.0,34.796776,19,21,14.31,76009,2021-11-29
101,76278,1441.0,34.796776,19,20,14.27,76278,2021-11-29
102,76541,1434.0,34.796776,19,21,14.33,76541,2021-11-29
103,76814,1441.0,34.796776,19,20,14.37,76814,2021-11-29
104,77085,1437.0,34.796776,19,21,14.39,77085,2021-11-29
105,77348,1433.0,34.175405,19,21,14.46,77348,2021-11-29
106,77623,1433.0,34.175405,19,21,14.41,77623,2021-11-29
107,77886,1436.0,34.175405,19,21,14.36,77886,2021-11-29
108,78152,1424.0,34.175405,19,20,14.41,78152,2021-11-29
109,78425,1429.0,34.175405,19,21,14.44,78425,2021-11-29
110,78686,1430.0,34.175405,19,21,14.39,78686,2021-11-29
111,78962,1422.0,34.175405,19,20,14.41,78962,2021-11-29
112,79224,1430.0,34.175405,19,20,14.39,79224,2021-11-29
113,79493,1428.0,34.175405,19,21,14.42,79493,2021-11-29
114,79763,1431.0,34.175405,19,21,14.45,79763,2021-11-29
115,80026,1423.0,34.175405,19,20,14.44,80026,2021-11-29
116,80296,1440.0,34.175405,19,20,14.42,80296,2021-11-29
117,80565,1434.0,34.175405,19,20,14.42,80565,2021-11-29
118,80831,1436.0,34.796776,19,20,14.44,80831,2021-11-29
119,81098,1445.0,34.796776,19,20,14.46,81098,2021-11-29
120,81364,1451.0,34.796776,19,20,14.5,81364,2021-11-29
121,81635,1452.0,34.796776,19,20,14.41,81635,2021-11-29
122,81898,1449.0,34.796776,19,20,14.41,81898,2021-11-29
