,index,rpm,speed,throt_pos,engine_load,bat_volt,duration,utcdate
0,14855,1052.0,0.0,20,42,14.35,14855,2021-11-17
1,19478,926.0,0.0,20,40,14.36,19478,2021-11-17
2,19740,918.0,0.0,20,41,14.29,19740,2021-11-17
3,20011,913.0,0.0,20,41,14.29,20011,2021-11-17
4,20278,912.0,0.0,20,41,14.27,20278,2021-11-17
5,20541,910.0,0.0,20,41,14.34,20541,2021-11-17
6,20816,909.0,0.0,20,41,14.29,20816,2021-11-17
7,21080,901.0,0.0,20,42,14.27,21080,2021-11-17
8,21347,906.0,0.0,20,41,14.33,21347,2021-11-17
9,21617,911.0,0.0,20,41,14.37,21617,2021-11-17
10,21880,901.0,0.0,20,41,14.28,21880,2021-11-17
11,22155,907.0,0.0,20,41,14.33,22155,2021-11-17
12,22418,907.0,0.0,20,41,14.34,22418,2021-11-17
13,22685,905.0,0.0,20,42,14.25,22685,2021-11-17
14,22957,904.0,0.0,20,42,14.25,22957,2021-11-17
15,23219,895.0,0.0,20,41,14.25,23219,2021-11-17
16,23487,901.0,0.0,20,41,14.25,23487,2021-11-17
17,23757,904.0,0.0,20,42,14.24,23757,2021-11-17
18,24019,908.0,0.0,20,42,14.28,24019,2021-11-17
19,24295,895.0,0.0,20,43,14.21,24295,2021-11-17
20,24558,905.0,0.0,20,42,14.21,24558,2021-11-17
21,24826,912.0,0.0,20,41,14.32,24826,2021-11-17
22,25096,911.0,0.0,20,42,14.28,25096,2021-11-17
23,25358,909.0,0.0,20,41,14.32,25358,2021-11-17
24,25629,902.0,0.0,20,41,14.38,25629,2021-11-17
25,25896,904.0,0.0,20,41,14.29,25896,2021-11-17
26,26165,903.0,0.0,20,41,14.35,26165,2021-11-17
27,26429,900.0,0.0,20,42,14.37,26429,2021-11-17
28,26697,895.0,0.0,20,41,14.36,26697,2021-11-17
29,26964,906.0,0.0,20,41,14.38,26964,2021-11-17
30,27236,905.0,0.0,20,41,14.37,27236,2021-11-17
31,27498,903.0,0.0,20,41,14.35,27498,2021-11-17
32,27767,892.0,0.0,20,41,14.35,27767,2021-11-17
33,28032,898.0,0.0,20,41,14.36,28032,2021-11-17
34,28332,895.0,0.0,20,41,14.29,28332,2021-11-17
35,28607,896.0,0.0,20,41,14.29,28607,2021-11-17
36,28875,899.0,0.0,20,41,14.28,28875,2021-11-17
37,29146,901.0,0.0,20,42,14.25,29146,2021-11-17
38,29413,898.0,0.0,20,43,14.25,29413,2021-11-17
39,29686,896.0,0.0,20,43,14.28,29686,2021-11-17
40,29960,895.0,0.0,20,43,14.32,29960,2021-11-17
41,30228,901.0,0.0,20,41,14.29,30228,2021-11-17
42,30497,906.0,0.0,20,41,14.36,30497,2021-11-17
43,30767,915.0,0.0,20,41,14.33,30767,2021-11-17
44,31045,904.0,0.0,20,41,14.32,31045,2021-11-17
45,31318,897.0,0.0,20,41,14.38,31318,2021-11-17
46,31593,899.0,0.0,20,41,14.42,31593,2021-11-17
47,31867,897.0,0.0,20,41,14.4,31867,2021-11-17
48,32130,898.0,0.0,20,41,14.25,32130,2021-11-17
49,32411,901.0,0.0,20,41,14.31,32411,2021-11-17
50,32693,908.0,0.0,20,41,14.32,32693,2021-11-17
51,32969,908.0,0.0,20,40,14.31,32969,2021-11-17
52,33242,901.0,0.0,20,41,14.32,33242,2021-11-17
53,33507,898.0,0.0,20,41,14.29,33507,2021-11-17
54,33782,896.0,0.0,20,41,14.4,33782,2021-11-17
55,34057,894.0,0.0,20,41,14.34,34057,2021-11-17
56,34326,900.0,0.0,20,41,14.39,34326,2021-11-17
57,34595,902.0,0.0,20,40,14.44,34595,2021-11-17
58,34863,902.0,0.0,20,41,14.38,34863,2021-11-17
59,35133,900.0,0.0,20,40,14.4,35133,2021-11-17
60,35396,908.0,0.0,20,40,14.29,35396,2021-11-17
61,35667,904.0,0.0,20,41,14.32,35667,2021-11-17
62,35934,903.0,0.0,20,41,14.36,35934,2021-11-17
63,36201,900.0,0.0,20,41,14.25,36201,2021-11-17
64,36472,902.0,0.0,20,41,14.25,36472,2021-11-17
65,36743,900.0,0.0,20,41,14.32,36743,2021-11-17
66,37018,898.0,0.0,20,41,14.35,37018,2021-11-17
67,37293,902.0,0.0,20,41,14.37,37293,2021-11-17
68,37565,897.0,0.0,20,41,14.34,37565,2021-11-17
69,37829,900.0,0.0,20,41,14.4,37829,2021-11-17
70,38104,896.0,0.0,20,41,14.32,38104,2021-11-17
71,38374,901.0,0.0,20,41,14.34,38374,2021-11-17
72,38639,895.0,0.0,20,40,14.32,38639,2021-11-17
73,38912,900.0,0.0,20,40,14.41,38912,2021-11-17
74,39191,906.0,0.0,20,40,14.4,39191,2021-11-17
75,39468,909.0,0.0,20,40,14.27,39468,2021-11-17
76,39738,905.0,0.0,20,40,14.25,39738,2021-11-17
77,40000,892.0,0.0,20,40,14.24,40000,2021-11-17
78,40275,891.0,0.0,20,40,14.27,40275,2021-11-17
79,40539,898.0,0.0,20,40,14.28,40539,2021-11-17
80,40807,896.0,0.0,20,40,14.24,40807,2021-11-17
81,41076,902.0,0.0,20,40,14.33,41076,2021-11-17
82,41353,912.0,0.0,20,40,14.37,41353,2021-11-17
83,41621,908.0,0.0,20,40,14.32,41621,2021-11-17
84,41896,899.0,0.0,20,41,14.32,41896,2021-11-17
85,42172,892.0,0.0,20,40,14.32,42172,2021-11-17
86,42440,902.0,0.0,20,40,14.36,42440,2021-11-17
87,42714,904.0,0.0,20,40,14.4,42714,2021-11-17
88,42985,899.0,0.0,20,41,14.4,42985,2021-11-17
89,43259,900.0,0.0,20,41,14.32,43259,2021-11-17
90,43529,905.0,0.0,20,40,14.38,43529,2021-11-17
91,43792,893.0,0.0,20,40,14.25,43792,2021-11-17
92,44073,893.0,0.0,20,40,14.25,44073,2021-11-17
