,index,utcdate,utctime,alt,speed_mph,n_sats,duration
0,36268,2021-11-17,18:36:54.100000,218,13337.728515,12,36268
1,36542,2021-11-17,18:36:54.400000,217,14310.795501,12,36542
2,36817,2021-11-17,18:36:54.700000,217,10620.473132000001,12,36817
3,37090,2021-11-17,18:36:54.900000,216,9580.298078,12,37090
4,37362,2021-11-17,18:36:55.200000,216,8607.231092,12,37362
5,37632,2021-11-17,18:36:55.500000,215,8036.812514,12,37632
6,37906,2021-11-17,18:36:55.800000,215,7969.704446,12,37906
7,38195,2021-11-17,18:36:56,215,7634.164106,12,38195
8,38469,2021-11-17,18:36:56.300000,214,7063.745528,12,38469
9,38745,2021-11-17,18:36:56.600000,214,6124.232576,12,38745
10,39016,2021-11-17,18:36:56.900000,213,6023.570474,12,39016
11,39290,2021-11-17,18:36:57.100000,213,6258.448712,12,39290
12,39558,2021-11-17,18:36:57.400000,213,7030.191494,12,39558
13,39833,2021-11-17,18:36:57.700000,212,7734.826208,12,39833
14,40108,2021-11-17,18:36:58,212,8137.474616,12,40108
15,40377,2021-11-17,18:36:58.200000,212,7902.596378,12,40377
16,40646,2021-11-17,18:36:58.500000,212,8003.25848,12,40646
17,40909,2021-11-17,18:36:58.800000,211,7332.1778,12,40909
18,41186,2021-11-17,18:36:59,211,7063.745528,12,41186
19,41457,2021-11-17,18:36:59.300000,210,7667.71814,12,41457
20,41729,2021-11-17,18:36:59.600000,210,7869.042344,12,41729
21,41998,2021-11-17,18:36:59.900000,210,8070.366548,12,41998
22,42275,2021-11-17,18:37:00.100000,209,7835.48831,12,42275
23,42548,2021-11-17,18:37:00.400000,209,8137.474616,12,42548
24,42825,2021-11-17,18:37:00.700000,209,9076.987568,12,42825
25,43099,2021-11-17,18:37:01,208,9479.635976,12,43099
26,43369,2021-11-17,18:37:01.200000,208,10016.50052,12,43369
27,43644,2021-11-17,18:37:01.500000,207,10385.594894,12,43644
28,43912,2021-11-17,18:37:01.800000,207,10083.608588000001,12,43912
29,44196,2021-11-17,18:37:02,206,9546.744044000001,12,44196
30,44475,2021-11-17,18:37:02.300000,206,8976.325466,12,44475
31,44755,2021-11-17,18:37:02.600000,206,7869.042344,12,44755
32,45026,2021-11-17,18:37:02.900000,205,6359.110814,12,45026
33,45298,2021-11-17,18:37:03.200000,205,5050.503488,12,45298
34,45571,2021-11-17,18:37:03.400000,205,2836.558615,12,45571
35,45839,2021-11-17,18:37:03.700000,204,40673.081547,12,45839
36,46114,2021-11-17,18:37:04,204,37116.353943,12,46114
37,46386,2021-11-17,18:37:04.200000,204,34935.963104,12,46386
38,46659,2021-11-17,18:37:04.500000,204,32117.424248,12,46659
39,46927,2021-11-17,18:37:04.800000,204,28997.520457,12,46927
40,47203,2021-11-17,18:37:05.100000,204,26715.846145,12,47203
41,47477,2021-11-17,18:37:05.300000,203,24299.955697,12,47477
42,47748,2021-11-17,18:37:05.600000,203,21012.281736,12,47748
43,48016,2021-11-17,18:37:05.900000,203,17690.43237,12,48016
44,48286,2021-11-17,18:37:06.100000,203,15945.622602,12,48286
45,48561,2021-11-17,18:37:06.400000,203,13161.259151,12,48561
46,48830,2021-11-17,18:37:06.700000,203,10174.950125,12,48830
47,49110,2021-11-17,18:37:07,203,6853.100759,12,49110
48,49380,2021-11-17,18:37:07.200000,203,4639.1558860000005,12,49380
49,49661,2021-11-17,18:37:07.500000,203,1854.1710640000001,12,49661
50,49944,2021-11-17,18:37:07.800000,203,39892.0182,12,49944
51,50219,2021-11-17,18:37:08.100000,203,37006.992647,12,50219
52,50495,2021-11-17,18:37:08.300000,203,35966.817593,12,50495
53,50768,2021-11-17,18:37:08.600000,203,33148.278737,12,50768
54,51050,2021-11-17,18:37:08.900000,203,31202.144765,12,51050
55,51319,2021-11-17,18:37:09.200000,203,29055.307960000002,12,51319
56,51589,2021-11-17,18:37:09.400000,203,27612.484498,12,51589
57,51864,2021-11-17,18:37:09.700000,203,25934.782798,12,51864
58,52137,2021-11-17,18:37:10,203,24156.418996,12,52137
59,52415,2021-11-17,18:37:10.300000,203,22043.136225000002,12,52415
60,52685,2021-11-17,18:37:10.500000,202,20566.758729,12,52685
61,52961,2021-11-17,18:37:10.800000,202,18821.948961000002,12,52961
62,53237,2021-11-17,18:37:11.100000,202,16540.274649,12,53237
63,53510,2021-11-17,18:37:11.400000,202,13856.5733,12,53510
64,53785,2021-11-17,18:37:11.600000,202,11709.115124,12,53785
65,54057,2021-11-17,18:37:11.900000,202,9628.765016,12,54057
66,54358,2021-11-17,18:37:12.200000,202,6844.401565,12,54358
67,54637,2021-11-17,18:37:12.500000,202,4898.2675930000005,12,54637
68,54913,2021-11-17,18:37:12.800000,202,3119.903791,12,54913
69,55179,2021-11-17,18:37:13,202,1911.9585670000001,12,55179
70,55448,2021-11-17,18:37:13.300000,202,1073.107717,12,55448
71,55717,2021-11-17,18:37:13.600000,202,200.702833,12,55717
72,55986,2021-11-17,18:37:13.800000,202,200.702833,12,55986
73,56261,2021-11-17,18:37:14.100000,202,32.932663,12,56261
74,56530,2021-11-17,18:37:14.400000,202,133.594765,12,56530
75,56803,2021-11-17,18:37:14.700000,202,0.0,12,56803
76,57075,2021-11-17,18:37:14.900000,202,167.148799,12,57075
77,57344,2021-11-17,18:37:15.200000,202,66.486697,12,57344
78,57614,2021-11-17,18:37:15.500000,202,200.702833,12,57614
79,57887,2021-11-17,18:37:15.700000,202,66.486697,12,57887
80,58170,2021-11-17,18:37:16,202,66.486697,12,58170
81,58438,2021-11-17,18:37:16.300000,202,133.594765,12,58438
82,58720,2021-11-17,18:37:16.600000,202,133.594765,12,58720
83,58989,2021-11-17,18:37:16.800000,202,100.04073100000001,12,58989
84,59254,2021-11-17,18:37:17.100000,202,0.0,12,59254
85,59527,2021-11-17,18:37:17.400000,202,66.486697,12,59527
86,59790,2021-11-17,18:37:17.600000,202,133.594765,12,59790
87,60060,2021-11-17,18:37:17.900000,202,100.04073100000001,12,60060
88,60327,2021-11-17,18:37:18.200000,202,100.04073100000001,12,60327
89,60604,2021-11-17,18:37:18.500000,202,234.256867,12,60604
90,60878,2021-11-17,18:37:18.700000,202,167.148799,12,60878
91,61148,2021-11-17,18:37:19,202,167.148799,12,61148
92,61423,2021-11-17,18:37:19.300000,202,133.594765,12,61423
93,61694,2021-11-17,18:37:19.500000,202,167.148799,12,61694
94,61971,2021-11-17,18:37:19.800000,202,133.594765,12,61971
95,62243,2021-11-17,18:37:20.100000,202,66.486697,12,62243
96,62524,2021-11-17,18:37:20.400000,203,100.04073100000001,12,62524
97,62806,2021-11-17,18:37:20.700000,203,66.486697,12,62806
98,63068,2021-11-17,18:37:20.900000,203,200.702833,12,63068
99,63349,2021-11-17,18:37:21.200000,203,66.486697,12,63349
100,63619,2021-11-17,18:37:21.500000,203,133.594765,12,63619
101,63888,2021-11-17,18:37:21.700000,203,167.148799,12,63888
102,64164,2021-11-17,18:37:22,203,100.04073100000001,12,64164
103,64439,2021-11-17,18:37:22.300000,203,100.04073100000001,12,64439
104,64716,2021-11-17,18:37:22.600000,203,200.702833,12,64716
105,64984,2021-11-17,18:37:22.800000,203,100.04073100000001,12,64984
106,65260,2021-11-17,18:37:23.100000,203,32.932663,12,65260
107,65526,2021-11-17,18:37:23.400000,203,100.04073100000001,12,65526
108,65789,2021-11-17,18:37:23.600000,203,167.148799,12,65789
109,66065,2021-11-17,18:37:23.900000,203,66.486697,12,66065
110,66336,2021-11-17,18:37:24.200000,203,670.459309,12,66336
111,66610,2021-11-17,18:37:24.500000,203,1710.6343630000001,12,66610
112,66879,2021-11-17,18:37:24.700000,203,2784.363451,12,66879
113,67156,2021-11-17,18:37:25,203,5871.334579,12,67156
114,67430,2021-11-17,18:37:25.300000,203,10299.845696,12,67430
115,67698,2021-11-17,18:37:25.600000,203,13017.72245,12,67698
116,67974,2021-11-17,18:37:25.800000,203,17714.665839,12,67974
117,68244,2021-11-17,18:37:26.100000,203,21606.933783,12,68244
118,68524,2021-11-17,18:37:26.400000,203,25431.472288,12,68524
119,68796,2021-11-17,18:37:26.600000,203,27847.362736,12,68796
120,69069,2021-11-17,18:37:26.900000,203,30900.77983,12,69069
121,69345,2021-11-17,18:37:27.200000,203,34188.453791,12,69345
122,69621,2021-11-17,18:37:27.500000,203,36637.898273,12,69621
123,69888,2021-11-17,18:37:27.700000,203,38785.356449,12,69888
124,70168,2021-11-17,18:37:28,203,75.807262,12,70168
125,70438,2021-11-17,18:37:28.300000,203,3028.562254,12,70438
126,70714,2021-11-17,18:37:28.600000,202,5712.8849740000005,12,70714
127,70988,2021-11-17,18:37:28.800000,202,7389.965303,12,70988
128,71264,2021-11-17,18:37:29.100000,202,10309.166261,12,71264
129,71546,2021-11-17,18:37:29.400000,202,12255.300233,12,71546
130,71815,2021-11-17,18:37:29.700000,202,13663.94829,12,71815
131,72090,2021-11-17,18:37:29.900000,202,15878.514534,12,72090
132,72353,2021-11-17,18:37:30.200000,202,17656.878336,12,72353
133,72634,2021-11-17,18:37:30.500000,202,19871.44458,12,72634
134,72904,2021-11-17,18:37:30.800000,202,22253.159623,12,72904
135,73176,2021-11-17,18:37:31,202,23695.983085,12,73176
136,73460,2021-11-17,18:37:31.300000,202,25642.117057,12,73460
137,73729,2021-11-17,18:37:31.600000,202,27923.791369,12,73729
138,74028,2021-11-17,18:37:31.900000,202,29936.412038,12,74028
139,74294,2021-11-17,18:37:32.100000,202,31043.69516,12,74294
140,74567,2021-11-17,18:37:32.400000,202,32989.829132,12,74567
141,74844,2021-11-17,18:37:32.700000,202,34231.32839,12,74844
