,index,rpm,speed,throt_pos,engine_load,bat_volt,duration,trip_id,utcdate
0,49761,913.0,0.0,21,49,14.54,49761,18,2021-11-17
1,54378,893.0,0.0,21,48,14.5,54378,18,2021-11-17
2,54645,895.0,0.0,21,48,14.5,54645,18,2021-11-17
3,54914,906.0,0.0,21,48,14.67,54914,18,2021-11-17
4,55190,905.0,0.0,21,47,14.61,55190,18,2021-11-17
5,55452,908.0,0.0,21,47,14.61,55452,18,2021-11-17
6,55727,905.0,0.0,21,48,14.65,55727,18,2021-11-17
7,55990,904.0,0.0,21,47,14.52,55990,18,2021-11-17
8,56269,903.0,0.0,21,47,14.5,56269,18,2021-11-17
9,56535,909.0,0.0,21,47,14.53,56535,18,2021-11-17
10,56803,899.0,0.0,21,49,14.57,56803,18,2021-11-17
11,57078,906.0,0.0,21,47,14.61,57078,18,2021-11-17
12,57348,898.0,0.0,21,47,14.58,57348,18,2021-11-17
13,57622,891.0,0.0,21,48,14.64,57622,18,2021-11-17
14,57890,900.0,0.0,21,47,14.67,57890,18,2021-11-17
15,58155,896.0,0.0,21,47,14.67,58155,18,2021-11-17
16,58424,901.0,0.0,21,47,14.57,58424,18,2021-11-17
17,58693,896.0,0.0,21,49,14.62,58693,18,2021-11-17
18,58957,900.0,0.0,21,49,14.65,58957,18,2021-11-17
19,59224,899.0,0.0,21,49,14.64,59224,18,2021-11-17
20,59493,901.0,0.0,21,47,14.66,59493,18,2021-11-17
21,59763,901.0,0.0,21,48,14.48,59763,18,2021-11-17
22,60045,902.0,0.0,21,48,14.5,60045,18,2021-11-17
23,60313,891.0,0.0,21,47,14.56,60313,18,2021-11-17
24,60587,904.0,0.0,21,48,14.65,60587,18,2021-11-17
25,60858,890.0,0.0,21,47,14.62,60858,18,2021-11-17
26,61120,907.0,0.0,21,46,14.61,61120,18,2021-11-17
27,61392,905.0,0.0,21,46,14.62,61392,18,2021-11-17
28,61658,897.0,0.0,21,47,14.65,61658,18,2021-11-17
29,61927,899.0,0.0,21,47,14.49,61927,18,2021-11-17
30,62200,905.0,0.0,21,46,14.46,62200,18,2021-11-17
31,62473,906.0,0.0,21,46,14.54,62473,18,2021-11-17
32,62749,897.0,0.0,21,47,14.49,62749,18,2021-11-17
33,63010,885.0,0.0,21,48,14.54,63010,18,2021-11-17
34,63279,893.0,0.0,21,47,14.62,63279,18,2021-11-17
35,63550,880.0,0.0,21,47,14.63,63550,18,2021-11-17
36,63826,895.0,0.0,21,47,14.66,63826,18,2021-11-17
37,64096,894.0,0.0,21,47,14.44,64096,18,2021-11-17
38,64370,910.0,0.0,21,47,14.48,64370,18,2021-11-17
39,64651,908.0,0.0,21,47,14.46,64651,18,2021-11-17
40,64914,919.0,0.0,21,47,14.56,64914,18,2021-11-17
41,65197,900.0,0.0,21,46,14.48,65197,18,2021-11-17
42,65471,900.0,0.0,21,47,14.53,65471,18,2021-11-17
43,65748,894.0,0.0,21,47,14.52,65748,18,2021-11-17
44,66015,903.0,0.0,21,47,14.58,66015,18,2021-11-17
45,66290,904.0,0.0,21,47,14.54,66290,18,2021-11-17
46,66584,900.0,0.0,21,47,14.57,66584,18,2021-11-17
47,66852,901.0,0.0,21,46,14.58,66852,18,2021-11-17
48,67121,890.0,0.0,21,47,14.56,67121,18,2021-11-17
49,67391,889.0,0.0,21,46,14.57,67391,18,2021-11-17
50,67653,873.0,0.0,21,46,14.5,67653,18,2021-11-17
51,67929,885.0,0.0,21,46,14.56,67929,18,2021-11-17
52,68192,909.0,0.0,21,46,14.46,68192,18,2021-11-17
53,68458,909.0,0.0,21,45,14.44,68458,18,2021-11-17
54,68723,899.0,0.0,21,46,14.42,68723,18,2021-11-17
55,68999,903.0,0.0,21,47,14.45,68999,18,2021-11-17
56,69274,884.0,0.0,21,47,14.54,69274,18,2021-11-17
57,69550,898.0,0.0,21,47,14.5,69550,18,2021-11-17
58,69824,899.0,0.0,21,46,14.42,69824,18,2021-11-17
59,70093,907.0,0.0,21,46,14.37,70093,18,2021-11-17
60,70374,904.0,0.0,21,46,14.44,70374,18,2021-11-17
61,70643,898.0,0.0,21,46,14.5,70643,18,2021-11-17
62,70920,896.0,0.0,21,47,14.42,70920,18,2021-11-17
63,71194,899.0,0.0,21,46,14.48,71194,18,2021-11-17
64,71459,901.0,0.0,21,46,14.4,71459,18,2021-11-17
65,71738,905.0,0.0,21,46,14.42,71738,18,2021-11-17
66,72008,898.0,0.0,21,46,14.53,72008,18,2021-11-17
67,72284,902.0,0.0,21,47,14.56,72284,18,2021-11-17
68,72552,900.0,0.0,21,47,14.61,72552,18,2021-11-17
69,72820,887.0,0.0,21,48,14.29,72820,18,2021-11-17
70,73091,905.0,0.0,25,70,14.58,73091,18,2021-11-17
71,73360,851.0,0.0,26,73,14.45,73360,18,2021-11-17
72,73632,886.0,0.0,26,74,14.54,73632,18,2021-11-17
73,73900,896.0,0.0,26,74,14.58,73900,18,2021-11-17
74,74172,893.0,0.0,26,73,14.42,74172,18,2021-11-17
75,74448,889.0,0.0,26,73,14.5,74448,18,2021-11-17
76,74720,911.0,0.0,26,74,14.53,74720,18,2021-11-17
77,74991,915.0,0.0,26,70,14.41,74991,18,2021-11-17
78,75260,897.0,0.0,24,58,14.37,75260,18,2021-11-17
79,75529,906.0,0.0,24,58,14.45,75529,18,2021-11-17
80,75798,907.0,0.0,24,59,14.45,75798,18,2021-11-17
81,76075,926.0,0.0,24,58,14.32,76075,18,2021-11-17
82,76349,893.0,0.0,24,59,14.41,76349,18,2021-11-17
83,76612,898.0,0.0,24,59,14.5,76612,18,2021-11-17
84,76895,914.0,0.0,24,59,14.33,76895,18,2021-11-17
85,77175,905.0,0.0,24,59,14.37,77175,18,2021-11-17
86,77449,927.0,0.0,24,54,14.41,77449,18,2021-11-17
87,77713,998.0,0.0,24,50,14.46,77713,18,2021-11-17
88,77989,1072.0,0.0,24,49,14.42,77989,18,2021-11-17
89,78264,1082.0,0.0,24,52,14.46,78264,18,2021-11-17
90,78542,1033.0,0.0,25,58,14.45,78542,18,2021-11-17
91,78819,980.0,0.0,25,56,14.48,78819,18,2021-11-17
92,79089,1024.0,0.0,26,58,14.54,79089,18,2021-11-17
93,79358,1107.0,0.621371,27,56,14.4,79358,18,2021-11-17
94,79628,1152.0,0.621371,27,54,14.53,79628,18,2021-11-17
95,79891,1183.0,0.621371,27,55,14.46,79891,18,2021-11-17
96,80165,1204.0,1.242742,27,54,14.39,80165,18,2021-11-17
97,80435,1230.0,1.242742,27,54,14.46,80435,18,2021-11-17
98,80710,1241.0,1.242742,27,53,14.42,80710,18,2021-11-17
99,80979,1236.0,1.242742,27,55,14.4,80979,18,2021-11-17
100,81249,1236.0,1.8641130000000001,27,54,14.42,81249,18,2021-11-17
101,81529,1251.0,1.8641130000000001,25,41,14.41,81529,18,2021-11-17
102,81805,1221.0,1.8641130000000001,20,35,14.29,81805,18,2021-11-17
103,82079,931.0,1.8641130000000001,21,52,14.31,82079,18,2021-11-17
104,82343,892.0,1.8641130000000001,23,55,14.37,82343,18,2021-11-17
105,82623,948.0,1.8641130000000001,24,54,14.41,82623,18,2021-11-17
106,82893,1007.0,1.8641130000000001,26,63,14.31,82893,18,2021-11-17
107,83170,1010.0,1.8641130000000001,26,55,14.29,83170,18,2021-11-17
108,83444,1100.0,1.8641130000000001,26,53,14.4,83444,18,2021-11-17
109,83717,1124.0,1.8641130000000001,26,52,14.42,83717,18,2021-11-17
