,index,rpm,speed,throt_pos,engine_load,bat_volt,duration,trip_id,utcdate
0,50293,0.0,0.0,32,0,12.15,50293,4,2021-10-27
1,50567,0.0,0.0,32,0,12.15,50567,4,2021-10-27
2,50829,0.0,0.0,32,0,12.16,50829,4,2021-10-27
3,51109,0.0,0.0,32,0,12.15,51109,4,2021-10-27
4,51379,0.0,0.0,32,0,12.15,51379,4,2021-10-27
5,51642,0.0,0.0,32,0,12.16,51642,4,2021-10-27
6,51917,0.0,0.0,32,0,12.15,51917,4,2021-10-27
7,52180,0.0,0.0,32,0,12.16,52180,4,2021-10-27
8,52448,0.0,0.0,32,0,12.16,52448,4,2021-10-27
9,52729,0.0,0.0,32,0,12.16,52729,4,2021-10-27
10,52996,0.0,0.0,32,0,12.15,52996,4,2021-10-27
11,53263,0.0,0.0,32,0,12.16,53263,4,2021-10-27
12,53532,0.0,0.0,32,0,12.15,53532,4,2021-10-27
13,53795,0.0,0.0,32,0,12.17,53795,4,2021-10-27
14,54064,0.0,0.0,32,0,12.16,54064,4,2021-10-27
15,54331,0.0,0.0,32,0,12.15,54331,4,2021-10-27
16,54601,0.0,0.0,32,0,12.15,54601,4,2021-10-27
17,54870,0.0,0.0,32,0,12.16,54870,4,2021-10-27
18,55136,0.0,0.0,32,0,12.16,55136,4,2021-10-27
19,55416,0.0,0.0,32,0,12.16,55416,4,2021-10-27
20,55685,0.0,0.0,32,0,12.16,55685,4,2021-10-27
21,55947,0.0,0.0,32,0,12.15,55947,4,2021-10-27
22,56222,0.0,0.0,32,0,12.17,56222,4,2021-10-27
23,56485,0.0,0.0,32,0,12.16,56485,4,2021-10-27
24,56752,0.0,0.0,32,0,12.15,56752,4,2021-10-27
25,57023,0.0,0.0,32,0,12.16,57023,4,2021-10-27
26,57285,0.0,0.0,32,0,12.16,57285,4,2021-10-27
27,57561,0.0,0.0,32,0,12.16,57561,4,2021-10-27
28,57827,0.0,0.0,32,0,12.16,57827,4,2021-10-27
29,58103,0.0,0.0,32,0,12.17,58103,4,2021-10-27
30,58381,0.0,0.0,32,0,12.17,58381,4,2021-10-27
31,58649,0.0,0.0,32,0,12.17,58649,4,2021-10-27
32,58917,0.0,0.0,32,0,12.16,58917,4,2021-10-27
33,59187,0.0,0.0,32,0,12.17,59187,4,2021-10-27
34,59450,0.0,0.0,32,0,12.17,59450,4,2021-10-27
35,59719,0.0,0.0,32,0,12.17,59719,4,2021-10-27
36,59987,0.0,0.0,32,0,12.17,59987,4,2021-10-27
37,60257,0.0,0.0,32,0,12.16,60257,4,2021-10-27
38,60527,0.0,0.0,32,0,12.16,60527,4,2021-10-27
39,60788,0.0,0.0,32,0,12.17,60788,4,2021-10-27
40,61057,0.0,0.0,32,0,12.17,61057,4,2021-10-27
41,61327,0.0,0.0,32,0,12.17,61327,4,2021-10-27
42,61590,0.0,0.0,32,0,12.17,61590,4,2021-10-27
43,61864,0.0,0.0,32,0,12.17,61864,4,2021-10-27
44,62128,0.0,0.0,32,0,12.17,62128,4,2021-10-27
45,62395,0.0,0.0,32,0,12.19,62395,4,2021-10-27
46,62665,0.0,0.0,32,0,12.2,62665,4,2021-10-27
47,62928,0.0,0.0,32,0,12.21,62928,4,2021-10-27
48,63198,0.0,0.0,32,0,12.21,63198,4,2021-10-27
49,63460,0.0,0.0,32,0,12.21,63460,4,2021-10-27
50,63726,0.0,0.0,32,0,12.21,63726,4,2021-10-27
51,64005,0.0,0.0,32,0,12.21,64005,4,2021-10-27
52,64279,0.0,0.0,32,0,12.21,64279,4,2021-10-27
53,64550,0.0,0.0,32,0,12.21,64550,4,2021-10-27
54,64820,0.0,0.0,32,0,12.21,64820,4,2021-10-27
55,65083,0.0,0.0,32,0,12.17,65083,4,2021-10-27
56,65358,0.0,0.0,32,0,12.19,65358,4,2021-10-27
57,65620,0.0,0.0,32,0,12.17,65620,4,2021-10-27
58,65889,0.0,0.0,32,0,12.17,65889,4,2021-10-27
59,66152,0.0,0.0,32,0,12.19,66152,4,2021-10-27
60,66419,0.0,0.0,32,0,12.17,66419,4,2021-10-27
61,66683,0.0,0.0,32,0,12.17,66683,4,2021-10-27
62,66947,0.0,0.0,32,0,12.2,66947,4,2021-10-27
63,67216,0.0,0.0,32,0,12.19,67216,4,2021-10-27
64,67479,0.0,0.0,32,0,12.2,67479,4,2021-10-27
65,67746,0.0,0.0,32,0,12.19,67746,4,2021-10-27
66,68011,0.0,0.0,32,0,12.19,68011,4,2021-10-27
67,68279,0.0,0.0,32,0,12.2,68279,4,2021-10-27
68,68542,0.0,0.0,32,0,12.19,68542,4,2021-10-27
