,index,utcdate,utctime,alt,speed_mph,n_sats,duration
0,54990,2021-10-31,17:05:53.200000,0,0.0,0,54990
1,61111,2021-10-31,17:05:59.400000,0,0.0,3,61111
2,67224,2021-10-31,17:06:04.500000,190,100.04073100000001,6,67224
3,73347,2021-10-31,17:06:10.600000,189,133.594765,7,73347
4,79461,2021-10-31,17:06:16.700000,188,167.148799,7,79461
5,85583,2021-10-31,17:06:22.800000,188,66.486697,7,85583
6,91706,2021-10-31,17:06:28.900000,186,66.486697,8,91706
7,97829,2021-10-31,17:06:35.100000,184,66.486697,8,97829
8,103945,2021-10-31,17:06:41.200000,184,32.932663,8,103945
9,110068,2021-10-31,17:06:47.300000,184,200.702833,8,110068
10,116182,2021-10-31,17:06:53.400000,186,167.148799,8,116182
11,122310,2021-10-31,17:06:59.500000,189,32.932663,8,122310
12,128423,2021-10-31,17:07:05.600000,191,32.932663,11,128423
13,134547,2021-10-31,17:07:11.800000,192,100.04073100000001,11,134547
14,140663,2021-10-31,17:07:17.900000,192,200.702833,11,140663
15,146792,2021-10-31,17:07:24,192,66.486697,11,146792
16,150007,2021-10-31,17:07:27.200000,191,133.594765,11,150007
17,150276,2021-10-31,17:07:27.500000,191,32.932663,11,150276
18,150545,2021-10-31,17:07:27.800000,191,32.932663,11,150545
19,150814,2021-10-31,17:07:28,191,100.04073100000001,11,150814
20,151095,2021-10-31,17:07:28.300000,191,0.0,11,151095
21,151360,2021-10-31,17:07:28.600000,191,402.027037,11,151360
22,151627,2021-10-31,17:07:28.800000,191,167.148799,11,151627
23,151903,2021-10-31,17:07:29.100000,191,100.04073100000001,11,151903
24,152178,2021-10-31,17:07:29.400000,191,234.256867,11,152178
25,152453,2021-10-31,17:07:29.700000,191,234.256867,11,152453
26,152716,2021-10-31,17:07:29.900000,191,66.486697,11,152716
27,153000,2021-10-31,17:07:30.200000,191,32.932663,11,153000
28,153267,2021-10-31,17:07:30.500000,191,66.486697,11,153267
29,153547,2021-10-31,17:07:30.800000,191,133.594765,11,153547
30,153810,2021-10-31,17:07:31,191,66.486697,11,153810
31,154080,2021-10-31,17:07:31.300000,191,234.256867,11,154080
32,154354,2021-10-31,17:07:31.600000,191,133.594765,11,154354
33,154618,2021-10-31,17:07:31.800000,191,100.04073100000001,11,154618
34,154893,2021-10-31,17:07:32.100000,191,66.486697,11,154893
35,155158,2021-10-31,17:07:32.400000,191,100.04073100000001,11,155158
36,155440,2021-10-31,17:07:32.700000,191,133.594765,11,155440
37,155707,2021-10-31,17:07:32.900000,191,100.04073100000001,11,155707
38,155996,2021-10-31,17:07:33.200000,191,0.0,11,155996
39,156268,2021-10-31,17:07:33.500000,191,133.594765,11,156268
40,156531,2021-10-31,17:07:33.800000,191,32.932663,11,156531
41,156807,2021-10-31,17:07:34,191,200.702833,11,156807
42,157070,2021-10-31,17:07:34.300000,191,32.932663,11,157070
43,157344,2021-10-31,17:07:34.600000,191,100.04073100000001,11,157344
44,157607,2021-10-31,17:07:34.800000,191,133.594765,11,157607
45,157878,2021-10-31,17:07:35.100000,191,66.486697,11,157878
46,158147,2021-10-31,17:07:35.400000,191,66.486697,11,158147
47,158420,2021-10-31,17:07:35.600000,191,167.148799,11,158420
48,158692,2021-10-31,17:07:35.900000,191,66.486697,11,158692
49,158967,2021-10-31,17:07:36.200000,191,32.932663,11,158967
50,159249,2021-10-31,17:07:36.500000,191,133.594765,11,159249
51,159519,2021-10-31,17:07:36.700000,191,100.04073100000001,11,159519
52,159801,2021-10-31,17:07:37,191,133.594765,11,159801
53,160067,2021-10-31,17:07:37.300000,191,100.04073100000001,11,160067
54,160337,2021-10-31,17:07:37.600000,191,133.594765,11,160337
55,160611,2021-10-31,17:07:37.800000,191,167.148799,11,160611
56,160879,2021-10-31,17:07:38.100000,191,100.04073100000001,11,160879
57,161142,2021-10-31,17:07:38.400000,191,66.486697,11,161142
58,161412,2021-10-31,17:07:38.600000,191,200.702833,11,161412
59,161686,2021-10-31,17:07:38.900000,191,133.594765,11,161686
60,161949,2021-10-31,17:07:39.200000,191,167.148799,11,161949
61,162225,2021-10-31,17:07:39.400000,191,32.932663,11,162225
62,162494,2021-10-31,17:07:39.700000,191,66.486697,11,162494
63,162787,2021-10-31,17:07:40,191,66.486697,11,162787
64,163050,2021-10-31,17:07:40.300000,191,32.932663,11,163050
65,163319,2021-10-31,17:07:40.500000,191,133.594765,11,163319
66,163590,2021-10-31,17:07:40.800000,191,32.932663,11,163590
67,163864,2021-10-31,17:07:41.100000,192,133.594765,11,163864
68,164140,2021-10-31,17:07:41.400000,192,32.932663,11,164140
69,164408,2021-10-31,17:07:41.600000,192,133.594765,11,164408
70,164683,2021-10-31,17:07:41.900000,192,133.594765,11,164683
71,164946,2021-10-31,17:07:42.200000,192,133.594765,11,164946
72,165215,2021-10-31,17:07:42.400000,192,100.04073100000001,11,165215
73,165478,2021-10-31,17:07:42.700000,192,100.04073100000001,11,165478
74,165753,2021-10-31,17:07:43,192,133.594765,11,165753
75,166017,2021-10-31,17:07:43.200000,192,66.486697,11,166017
76,166285,2021-10-31,17:07:43.500000,192,0.0,11,166285
77,166554,2021-10-31,17:07:43.800000,192,32.932663,11,166554
78,166823,2021-10-31,17:07:44,192,133.594765,11,166823
79,167098,2021-10-31,17:07:44.300000,192,100.04073100000001,11,167098
80,167361,2021-10-31,17:07:44.600000,192,66.486697,11,167361
81,167630,2021-10-31,17:07:44.800000,193,32.932663,11,167630
82,167892,2021-10-31,17:07:45.100000,193,100.04073100000001,11,167892
83,168161,2021-10-31,17:07:45.400000,193,32.932663,11,168161
84,168424,2021-10-31,17:07:45.600000,193,100.04073100000001,11,168424
85,168687,2021-10-31,17:07:45.900000,193,66.486697,11,168687
86,168956,2021-10-31,17:07:46.200000,193,32.932663,11,168956
87,169219,2021-10-31,17:07:46.400000,193,100.04073100000001,11,169219
88,169488,2021-10-31,17:07:46.700000,193,167.148799,11,169488
89,169751,2021-10-31,17:07:47,193,32.932663,11,169751
90,170020,2021-10-31,17:07:47.200000,194,334.918969,11,170020
91,170289,2021-10-31,17:07:47.500000,194,133.594765,11,170289
92,170558,2021-10-31,17:07:47.800000,194,200.702833,11,170558
93,170827,2021-10-31,17:07:48,194,234.256867,11,170827
94,171096,2021-10-31,17:07:48.300000,194,100.04073100000001,11,171096
95,171365,2021-10-31,17:07:48.600000,194,133.594765,11,171365
96,171634,2021-10-31,17:07:48.900000,194,200.702833,11,171634
97,171909,2021-10-31,17:07:49.100000,194,167.148799,11,171909
98,172172,2021-10-31,17:07:49.400000,194,32.932663,11,172172
99,172441,2021-10-31,17:07:49.700000,194,167.148799,11,172441
100,172710,2021-10-31,17:07:49.900000,194,32.932663,11,172710
101,172973,2021-10-31,17:07:50.200000,194,234.256867,11,172973
102,173242,2021-10-31,17:07:50.500000,194,32.932663,11,173242
