,index,rpm,speed,throt_pos,engine_load,bat_volt,duration,trip_id,utcdate
0,47343,,,,,12.2,47343,12,2021-10-31
1,54990,,,,,12.2,54990,12,2021-10-31
2,61111,,,,,12.2,61111,12,2021-10-31
3,67224,,,,,12.21,67224,12,2021-10-31
4,73347,,,,,12.21,73347,12,2021-10-31
5,79461,,,,,12.21,79461,12,2021-10-31
6,85583,,,,,12.21,85583,12,2021-10-31
7,91706,,,,,12.2,91706,12,2021-10-31
8,97829,,,,,12.21,97829,12,2021-10-31
9,103945,,,,,12.21,103945,12,2021-10-31
10,110068,,,,,12.21,110068,12,2021-10-31
11,116182,,,,,12.2,116182,12,2021-10-31
12,122310,,,,,12.21,122310,12,2021-10-31
13,128423,,,,,12.21,128423,12,2021-10-31
14,134547,,,,,12.21,134547,12,2021-10-31
15,140663,,,,,12.21,140663,12,2021-10-31
16,146792,,,,,12.08,146792,12,2021-10-31
17,150009,0.0,0.0,32,0,12.08,150009,12,2021-10-31
18,150279,0.0,0.0,32,0,12.07,150279,12,2021-10-31
19,150548,0.0,0.0,32,0,12.06,150548,12,2021-10-31
20,150816,0.0,0.0,32,0,12.06,150816,12,2021-10-31
21,151097,0.0,0.0,32,0,12.06,151097,12,2021-10-31
22,151363,0.0,0.0,32,0,12.06,151363,12,2021-10-31
23,151634,0.0,0.0,32,0,12.05,151634,12,2021-10-31
24,151906,0.0,0.0,32,0,12.05,151906,12,2021-10-31
25,152180,0.0,0.0,32,0,12.05,152180,12,2021-10-31
26,152456,0.0,0.0,32,0,12.06,152456,12,2021-10-31
27,152719,0.0,0.0,32,0,12.04,152719,12,2021-10-31
28,153004,0.0,0.0,32,0,12.05,153004,12,2021-10-31
29,153270,0.0,0.0,32,0,12.03,153270,12,2021-10-31
30,153550,0.0,0.0,32,0,12.04,153550,12,2021-10-31
31,153814,0.0,0.0,32,0,12.03,153814,12,2021-10-31
32,154087,0.0,0.0,32,0,12.03,154087,12,2021-10-31
33,154357,0.0,0.0,32,0,12.03,154357,12,2021-10-31
34,154621,0.0,0.0,32,0,12.04,154621,12,2021-10-31
35,154896,0.0,0.0,32,0,12.04,154896,12,2021-10-31
36,155160,0.0,0.0,32,0,12.04,155160,12,2021-10-31
37,155443,0.0,0.0,32,0,12.04,155443,12,2021-10-31
38,155709,0.0,0.0,32,0,12.03,155709,12,2021-10-31
39,155999,0.0,0.0,32,0,12.03,155999,12,2021-10-31
40,156271,0.0,0.0,32,0,12.03,156271,12,2021-10-31
41,156539,0.0,0.0,32,0,12.03,156539,12,2021-10-31
42,156810,0.0,0.0,32,0,12.03,156810,12,2021-10-31
43,157072,0.0,0.0,32,0,12.04,157072,12,2021-10-31
44,157347,0.0,0.0,32,0,12.04,157347,12,2021-10-31
45,157611,0.0,0.0,32,0,12.04,157611,12,2021-10-31
46,157881,0.0,0.0,32,0,12.04,157881,12,2021-10-31
47,158150,0.0,0.0,32,0,12.03,158150,12,2021-10-31
48,158423,0.0,0.0,32,0,12.03,158423,12,2021-10-31
49,158694,0.0,0.0,32,0,12.03,158694,12,2021-10-31
50,158974,0.0,0.0,32,0,12.03,158974,12,2021-10-31
51,159251,0.0,0.0,32,0,12.03,159251,12,2021-10-31
52,159522,0.0,0.0,32,0,12.03,159522,12,2021-10-31
53,159803,0.0,0.0,32,0,12.03,159803,12,2021-10-31
54,160070,0.0,0.0,32,0,12.03,160070,12,2021-10-31
55,160340,0.0,0.0,32,0,12.03,160340,12,2021-10-31
56,160613,0.0,0.0,32,0,12.03,160613,12,2021-10-31
57,160882,0.0,0.0,32,0,12.03,160882,12,2021-10-31
58,161145,0.0,0.0,32,0,12.03,161145,12,2021-10-31
59,161419,0.0,0.0,32,0,12.04,161419,12,2021-10-31
60,161689,0.0,0.0,32,0,12.05,161689,12,2021-10-31
61,161952,0.0,0.0,32,0,12.06,161952,12,2021-10-31
62,162227,0.0,0.0,32,0,12.06,162227,12,2021-10-31
63,162497,0.0,0.0,32,0,12.06,162497,12,2021-10-31
64,162790,0.0,0.0,32,0,12.06,162790,12,2021-10-31
65,163053,0.0,0.0,32,0,12.06,163053,12,2021-10-31
66,163321,0.0,0.0,32,0,12.07,163321,12,2021-10-31
67,163592,0.0,0.0,32,0,12.06,163592,12,2021-10-31
68,163871,0.0,0.0,32,0,12.06,163871,12,2021-10-31
69,164143,0.0,0.0,32,0,12.03,164143,12,2021-10-31
70,164411,0.0,0.0,32,0,12.05,164411,12,2021-10-31
71,164686,0.0,0.0,32,0,12.04,164686,12,2021-10-31
72,164950,0.0,0.0,32,0,12.04,164950,12,2021-10-31
73,165218,0.0,0.0,32,0,12.04,165218,12,2021-10-31
74,165481,0.0,0.0,32,0,12.05,165481,12,2021-10-31
75,165755,0.0,0.0,32,0,12.05,165755,12,2021-10-31
76,166019,0.0,0.0,32,0,12.03,166019,12,2021-10-31
77,166293,0.0,0.0,32,0,12.03,166293,12,2021-10-31
78,166557,0.0,0.0,32,0,12.04,166557,12,2021-10-31
79,166825,0.0,0.0,32,0,12.05,166825,12,2021-10-31
80,167101,0.0,0.0,32,0,12.04,167101,12,2021-10-31
81,167364,0.0,0.0,32,0,12.04,167364,12,2021-10-31
82,167633,0.0,0.0,32,0,12.04,167633,12,2021-10-31
83,167895,0.0,0.0,32,0,12.05,167895,12,2021-10-31
84,168164,0.0,0.0,32,0,12.05,168164,12,2021-10-31
85,168427,0.0,0.0,32,0,12.04,168427,12,2021-10-31
86,168694,0.0,0.0,32,0,12.04,168694,12,2021-10-31
87,168958,0.0,0.0,32,0,12.04,168958,12,2021-10-31
88,169222,0.0,0.0,32,0,12.05,169222,12,2021-10-31
89,169491,0.0,0.0,32,0,12.06,169491,12,2021-10-31
90,169754,0.0,0.0,32,0,12.04,169754,12,2021-10-31
91,170023,0.0,0.0,32,0,12.05,170023,12,2021-10-31
92,170292,0.0,0.0,32,0,12.08,170292,12,2021-10-31
93,170566,0.0,0.0,32,0,12.09,170566,12,2021-10-31
94,170829,0.0,0.0,32,0,12.1,170829,12,2021-10-31
95,171104,0.0,0.0,32,0,12.11,171104,12,2021-10-31
96,171368,0.0,0.0,32,0,12.11,171368,12,2021-10-31
97,171637,0.0,0.0,32,0,12.12,171637,12,2021-10-31
98,171912,0.0,0.0,32,0,12.12,171912,12,2021-10-31
99,172175,0.0,0.0,32,0,12.12,172175,12,2021-10-31
100,172444,0.0,0.0,32,0,12.13,172444,12,2021-10-31
101,172712,0.0,0.0,32,0,12.13,172712,12,2021-10-31
102,172982,0.0,0.0,32,0,12.13,172982,12,2021-10-31
