,index,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
0,27033,0;0;3,0;0;-1,0;0;2,0;1;3,27033,1,2021-10-25
1,27303,,,,,27303,1,2021-10-25
2,27307,0;0;0,0;1;2,-1;0;2,1;0;-1,27307,1,2021-10-25
3,27582,,,,,27582,1,2021-10-25
4,27584,0;0;-1,0;1;2,-1;0;1,-1;0;0,27584,1,2021-10-25
5,27853,,,,,27853,1,2021-10-25
6,27855,1;0;0,0;0;2,-1;0;-1,0;0;-1,27855,1,2021-10-25
7,28118,,,,,28118,1,2021-10-25
8,28120,0;0;0,0;0;0,0;0;0,0;0;0,28120,1,2021-10-25
9,28382,,,,,28382,1,2021-10-25
10,28384,0;0;-1,0;0;0,0;0;-1,-2;0;0,28384,1,2021-10-25
11,28648,,,,,28648,1,2021-10-25
12,28665,0;0;0,-1;1;1,0;-1;0,0;-1;0,28665,1,2021-10-25
13,28931,,,,,28931,1,2021-10-25
14,28933,0;0;0,0;-1;2,0;0;-1,0;0;0,28933,1,2021-10-25
15,29194,,,,,29194,1,2021-10-25
16,29201,0;-1;0,0;0;1,0;0;0,0;0;1,29201,1,2021-10-25
17,29468,,,,,29468,1,2021-10-25
18,29471,0;-1;0,0;0;0,0;0;1,0;0;0,29471,1,2021-10-25
19,29731,,,,,29731,1,2021-10-25
20,29733,0;0;-1,0;0;1,0;0;0,0;1;1,29733,1,2021-10-25
21,30004,,,,,30004,1,2021-10-25
22,30020,-1;0;1,0;1;0,-1;0;1,-2;0;0,30020,1,2021-10-25
23,30281,,,,,30281,1,2021-10-25
24,30283,0;0;1,0;0;1,0;0;-1,0;0;1,30283,1,2021-10-25
25,30554,,,,,30554,1,2021-10-25
26,30561,0;0;0,0;0;4,-1;0;1,0;0;-2,30561,1,2021-10-25
27,30823,,,,,30823,1,2021-10-25
28,30826,0;0;-1,0;0;2,-1;0;1,-1;0;1,30826,1,2021-10-25
29,31088,,,,,31088,1,2021-10-25
30,31091,0;0;1,0;0;1,-1;1;1,0;0;-1,31091,1,2021-10-25
31,31360,,,,,31360,1,2021-10-25
32,31376,0;0;-1,0;0;0,0;0;0,-1;0;-1,31376,1,2021-10-25
33,31645,,,,,31645,1,2021-10-25
34,31648,1;0;0,0;0;0,0;0;0,0;0;-1,31648,1,2021-10-25
35,31908,,,,,31908,1,2021-10-25
36,31910,0;0;0,-2;0;-1,-1;0;0,0;0;-1,31910,1,2021-10-25
37,32172,,,,,32172,1,2021-10-25
38,32174,0;0;-1,-1;0;-1,-1;1;0,-1;1;1,32174,1,2021-10-25
39,32434,,,,,32434,1,2021-10-25
40,32436,0;-1;0,0;0;0,0;0;1,-1;0;0,32436,1,2021-10-25
41,32696,,,,,32696,1,2021-10-25
42,32718,1;0;0,0;0;-1,0;0;2,0;0;0,32718,1,2021-10-25
43,32993,,,,,32993,1,2021-10-25
44,32995,0;0;-1,-1;0;-1,0;0;1,0;1;1,32995,1,2021-10-25
45,33261,,,,,33261,1,2021-10-25
46,33264,0;0;0,0;0;1,0;0;2,0;-1;0,33264,1,2021-10-25
47,33528,,,,,33528,1,2021-10-25
48,33530,0;1;1,0;0;0,0;-1;0,0;0;0,33530,1,2021-10-25
49,33798,,,,,33798,1,2021-10-25
50,33800,0;0;0,0;0;-2,0;-1;0,0;0;0,33800,1,2021-10-25
51,34061,,,,,34061,1,2021-10-25
52,34064,0;0;-1,0;1;0,0;-1;0,0;0;-1,34064,1,2021-10-25
53,34330,,,,,34330,1,2021-10-25
54,34347,0;1;0,0;0;0,0;0;0,0;0;-1,34347,1,2021-10-25
55,34611,,,,,34611,1,2021-10-25
56,34614,0;0;0,0;0;-1,0;-1;0,0;0;0,34614,1,2021-10-25
57,34878,,,,,34878,1,2021-10-25
58,34880,0;0;2,0;0;0,0;0;2,0;0;0,34880,1,2021-10-25
59,35150,,,,,35150,1,2021-10-25
60,35152,-1;0;1,0;2;2,0;-1;2,-1;1;0,35152,1,2021-10-25
61,35425,,,,,35425,1,2021-10-25
62,35428,0;0;0,0;0;2,-1;0;0,0;0;0,35428,1,2021-10-25
63,35693,,,,,35693,1,2021-10-25
64,35709,0;-1;0,1;0;1,0;0;0,0;1;-1,35709,1,2021-10-25
65,35975,,,,,35975,1,2021-10-25
66,35978,0;0;2,0;0;0,-1;0;0,1;0;-1,35978,1,2021-10-25
67,36237,,,,,36237,1,2021-10-25
68,36244,1;0;0,0;0;1,0;-1;1,-1;0;0,36244,1,2021-10-25
69,36513,,,,,36513,1,2021-10-25
70,36515,-1;0;-1,0;0;0,0;0;1,0;0;0,36515,1,2021-10-25
71,36775,,,,,36775,1,2021-10-25
72,36777,0;0;1,0;0;1,0;0;0,0;0;1,36777,1,2021-10-25
73,37044,,,,,37044,1,2021-10-25
74,37061,0;-1;-1,0;0;0,0;-1;0,0;0;0,37061,1,2021-10-25
75,37325,,,,,37325,1,2021-10-25
76,37327,1;-1;0,0;0;-1,1;0;0,0;0;1,37327,1,2021-10-25
77,37591,,,,,37591,1,2021-10-25
78,37593,0;-1;-1,0;0;0,1;0;1,0;0;0,37593,1,2021-10-25
79,37858,,,,,37858,1,2021-10-25
80,37861,1;0;0,0;0;-1,0;0;0,0;0;0,37861,1,2021-10-25
81,38133,,,,,38133,1,2021-10-25
82,38135,-1;0;0,0;0;-1,1;0;0,0;1;0,38135,1,2021-10-25
83,38396,,,,,38396,1,2021-10-25
84,38419,0;0;2,0;0;1,0;0;2,0;1;0,38419,1,2021-10-25
85,38677,,,,,38677,1,2021-10-25
